variable,morans_I,expected_I,variance_norm,z_norm,p_perm,permutations,n,s0,n_islands
outcome_residual,-0.06724670039233412,-0.022222222222222223,0.008419297777013297,-0.49069400609844316,0.321,999,46,46.0,0
