GEOID,Asthma_prev,nearest_hw_dist_m,hw_count_5km,ratio_poverty,ratio_uninsured,med_income,ratio_black,ratio_hispanic
1400000US37021003102,9.0,5553.122370142364,0,11.2,10.4,45631.0,7.321493294671982,0.4530627038782167
1400000US37051003700,9.4,7065.856142235552,0,9.4,5.6,73404.0,20.32474804031355,7.068868980963046
1400000US37031971001,8.3,8275.417077211754,0,9.5,4.3,73750.0,0.9615384615384616,0.0
1400000US37021002402,9.1,4846.699796440939,1,14.8,7.1,50869.0,4.228201497066559,12.077685616022658
1400000US37027031403,11.3,1014.9321568899107,5,28.2,17.8,36603.0,2.9632556301856976,18.964836033188465
1400000US37023020500,9.3,1057.9527781550844,12,12.5,20.3,58182.0,10.858765081618168,17.317246273953156
1400000US37055970200,8.8,3879.99588475644,1,9.7,16.7,54396.0,0.5673460811094768,5.925614624921202
1400000US37043950200,9.6,9763.448372557796,0,17.2,15.6,40886.0,3.12711291413117,5.764029749830967
1400000US37025042101,12.5,1133.4709933973609,14,25.8,27.3,29846.0,46.320754716981135,37.0440251572327
1400000US37053110301,9.1,15030.51727230605,0,10.1,8.9,74032.0,6.859361518550474,4.551337359792925
1400000US37057061500,11.4,390.90676720712605,13,27.1,13.7,26256.0,40.0063401489935,9.32001902044698
1400000US37025041303,8.0,1418.4706211493688,4,1.7,2.3,117411.0,19.770026089477245,8.860759493670885
1400000US37019020202,8.7,8821.573414975508,0,8.0,3.6,80970.0,8.25560201565348,0.7933955183874772
1400000US37051003406,8.4,1800.0835454294042,5,5.2,4.1,70893.0,8.404384896467722,14.25091352009744
1400000US37037020105,8.2,8392.876715855928,0,4.8,3.5,103618.0,2.2117476432197245,8.97389412617839
1400000US37031971102,8.4,2221.370059532313,4,5.3,12.9,52917.0,3.392857142857143,6.428571428571428
1400000US37063002019,7.8,4651.972858395814,2,6.7,5.3,75931.0,14.43522906793049,1.1255924170616114
1400000US37051002502,10.0,1039.9141248115743,4,17.3,8.8,43337.0,38.76719307182883,14.302088639836985
1400000US37021000500,7.9,1108.4870447600722,19,8.7,8.0,74438.0,1.2924978926664794,2.865973588086541
1400000US37035010402,10.3,1043.4028541853045,28,25.9,16.0,32167.0,17.659869332805386,11.067115422688577
1400000US37053110401,9.3,24333.35839038224,0,11.0,16.4,64028.0,3.1636863823933976,4.979367262723521
1400000US37057061902,10.5,11485.538220853568,0,17.9,6.3,44461.0,0.996126175982291,0.1291274672569636
1400000US37025042604,8.9,795.6463919969609,8,2.9,6.6,75306.0,16.5308960858335,5.265249354261871
1400000US37025041301,8.7,6966.784193015774,0,5.0,5.2,90066.0,12.009911091677598,6.413059320798717
1400000US37051002300,11.7,1159.6524632944834,12,26.5,13.4,32396.0,53.14220183486239,12.201834862385322
1400000US37025041701,9.0,13534.459489677864,0,6.3,7.1,64536.0,1.4906832298136643,0.8695652173913043
1400000US37063001711,10.2,57.809560574714304,16,17.8,25.1,40278.0,49.003359462486,22.284434490481523
1400000US37027030700,10.2,342.592344202843,10,17.8,15.4,51439.0,1.1953892130354349,4.78155685214174
1400000US37045951200,10.5,2066.497678821326,10,26.3,15.1,42886.0,27.6234294815077,9.573526809414265
1400000US37057062002,10.6,714.1474505341499,3,16.7,11.3,42895.0,0.0,0.5700123915737298
1400000US37023020301,10.0,1987.66928993898,2,19.9,9.4,37188.0,9.81459089076985,1.2494961708988312
1400000US37021002605,9.4,6344.950032533764,0,9.1,15.9,44893.0,0.9814963797264684,9.605792437650845
1400000US37055970101,7.9,2460.890221369138,1,4.7,4.1,95665.0,0.6734006734006733,0.7455507455507455
1400000US37045950602,10.7,484.50774410036905,1,19.3,9.5,44317.0,13.307858448247217,5.117129091211164
1400000US37051000600,9.6,1246.4168527840975,28,22.3,12.0,48699.0,30.48868127919512,8.390226374416097
1400000US37019020102,9.2,3651.79874005445,3,12.8,13.2,60842.0,11.087543386039336,8.735055919784033
1400000US37063001802,11.6,1227.377702185995,14,17.7,29.0,38741.0,52.32114271641424,36.11624184213767
1400000US37015960300,11.9,8950.834479449633,0,23.7,11.9,30144.0,79.45665445665445,2.564102564102564
1400000US37019020510,9.0,938.027235038178,1,18.7,7.5,53047.0,0.4413928396272682,6.718979892103973
1400000US37031970902,8.1,115.2674135568662,1,3.5,7.0,62308.0,0.3625815808556925,0.0
1400000US37021002302,8.5,1732.770582676087,9,5.0,9.2,61345.0,1.9751753912574204,8.591473286562332
1400000US37031970801,9.2,7098.5181143630525,0,8.3,9.8,54190.0,2.994204764971024,9.433354797166771
1400000US37045950400,10.2,299.5260880207383,5,18.8,14.4,43386.0,21.27102288392611,3.363661428177557
1400000US37025040702,10.3,1420.0491473222728,8,12.2,6.0,57042.0,30.85538289234216,11.493770124597509
1400000US37045950301,10.5,4679.174395636945,1,18.0,13.9,44884.0,19.9469261388766,7.452454666076957
1400000US37035010201,9.3,6016.4173152445655,0,9.0,7.3,54255.0,1.14,4.9
1400000US37017950500,10.2,16967.3627460516,0,9.4,7.2,46859.0,20.55371652121577,2.6181161600962986
1400000US37049960102,9.7,7619.612549323556,0,16.7,10.9,48429.0,8.044943820224718,5.438202247191011
1400000US37049960403,7.9,2183.486864502452,3,0.4,5.3,90119.0,0.5185185185185185,3.679012345679012
1400000US37055970501,9.5,14364.534745213654,0,4.0,21.2,47426.0,0.0,6.996268656716417
1400000US37035010101,9.1,4610.026261207674,1,7.2,7.1,64502.0,8.285618053216572,0.6736274840013472
1400000US37019020104,10.2,2508.762517688061,7,16.1,13.4,43657.0,26.461485557083908,10.35075653370014
1400000US37063001503,9.9,381.7439690236485,26,0.0,1.2,0.0,23.85639837869137,7.527504342790967
1400000US37063002008,7.3,1977.6267765060368,16,0.0,4.2,135403.0,7.266210492016943,2.313457152166829
1400000US37037020103,8.1,7790.508265155343,0,5.2,7.6,115729.0,10.680242634315425,21.92374350086656
1400000US37039930300,9.5,14161.794967778622,0,7.3,17.0,45357.0,0.0729660707770886,3.757752645020065
1400000US37049960300,10.5,4981.026295974177,1,18.3,11.6,52764.0,28.300431832202342,7.279457125231338
1400000US37049960401,8.8,3557.05158727903,1,4.5,7.3,53157.0,22.337662337662337,5.151515151515151
1400000US37051001603,11.4,2283.349646005538,10,24.6,11.8,38142.0,33.29045536403396,12.78621044507332
1400000US37063000600,9.0,1827.6190968526407,26,14.1,16.9,47500.0,18.005087209302324,18.859011627906977
1400000US37063001807,10.3,1814.7621038761288,5,9.0,11.1,76318.0,55.450516986706056,21.634662727720336
1400000US37063001502,9.9,425.2108465166513,21,40.6,15.9,27097.0,27.26045883940621,18.62348178137652
1400000US37063001705,9.0,1247.5172701778342,24,9.1,11.4,65612.0,9.405940594059404,22.574257425742577
1400000US37021002505,8.5,2642.479891568997,5,5.7,13.5,64161.0,1.1104837191793715,7.923960097873141
1400000US37063002017,7.8,2433.8668509602903,15,10.9,2.0,81396.0,6.657963446475196,1.2010443864229765
1400000US37025042504,8.3,1260.6301812902025,12,1.6,3.1,134464.0,6.583072100313479,10.344827586206897
1400000US37023021000,10.0,4616.988656390539,2,12.0,9.8,48639.0,1.0059171597633136,3.6291913214990137
1400000US37035010304,9.8,1212.402372361165,26,17.0,11.8,41563.0,7.838320678874497,25.70343903528361
1400000US37021002703,8.7,6603.634059234084,0,8.9,10.0,67815.0,0.9160068312373856,3.710603943487037
1400000US37041930101,11.0,3320.2845498613938,2,30.2,8.6,39091.0,53.9961759082218,3.4034416826003824
1400000US37021001600,8.4,1754.113433845778,12,16.1,7.7,70125.0,1.6426159042063249,8.02886091495241
1400000US37025042501,8.8,97.84710913604025,17,8.3,10.8,83011.0,12.586909614001437,7.096619515703669
1400000US37025041000,10.7,1192.085595432238,6,14.0,14.0,41771.0,24.135570010270456,12.016432728517632
1400000US37017950100,10.6,17237.25893810734,0,23.6,13.7,41698.0,19.291338582677163,11.358267716535432
1400000US37051000200,14.3,469.1449216694256,17,50.7,14.8,16000.0,78.92824704813806,8.673932788374206
1400000US37051002401,13.3,2515.690324045369,12,43.5,23.7,21723.0,76.7199444058374,4.72550382209868
1400000US37035010502,8.3,3552.6768551391283,3,12.8,12.3,83929.0,0.5712653527563554,0.2570694087403599
1400000US37035011402,9.8,6727.907134956963,0,17.4,19.3,46250.0,3.1595170819419467,6.473156948368867
1400000US37057061202,9.6,3549.1119249708463,2,7.4,6.2,52578.0,0.0,5.115672857608342
1400000US37057061804,9.9,6413.392281640716,0,16.5,11.3,54282.0,7.697111631537861,4.028103044496487
1400000US37063002026,10.9,1080.1488656562713,27,14.7,19.5,51049.0,63.85690789473685,14.967105263157896
1400000US37031970402,10.0,884.586866022354,4,27.5,10.5,34063.0,24.56273764258556,1.520912547528517
1400000US37051003500,10.5,793.1865507811655,6,19.4,11.6,39293.0,42.99935078987232,14.715429560701146
1400000US37061090200,10.8,8646.192611699378,0,21.4,22.0,44444.0,28.168446504130568,25.97219423735644
1400000US37031970303,8.9,2356.6650060675165,4,22.5,11.9,50000.0,15.043394406943106,3.3751205400192865
1400000US37019020402,8.7,9567.097522605543,0,13.5,9.1,66750.0,0.618921308576481,0.7368110816386678
1400000US37063001501,10.9,358.1354943318944,26,39.1,1.7,0.0,25.80454679657514,8.562149394744612
1400000US37025042602,9.0,1597.1256185368811,8,8.5,8.9,63750.0,20.205889394302133,14.555901364615751
1400000US37097060902,10.1,10097.929459713392,0,9.8,9.6,51250.0,3.204047217537943,1.99951818838834
1400000US37067001400,11.9,307.4857811341732,30,31.3,15.7,30417.0,59.76380115352925,20.40648173578688
1400000US37099950800,9.0,16115.543368006578,0,22.9,22.3,46440.0,0.0,15.953654188948308
1400000US37081016407,8.4,1959.90519663292,26,9.5,5.6,92079.0,22.277339346110484,2.6832018038331453
1400000US37107011002,9.6,6110.053099743672,0,6.9,11.7,58679.0,14.111728885358753,9.001853322742917
1400000US37067000802,13.1,173.72288240647927,38,47.4,13.8,18622.0,58.1230283911672,14.235015772870662
1400000US37067002806,11.2,136.20380649413903,11,17.2,18.1,27195.0,48.04575786463298,11.280584683825866
1400000US37081015705,9.4,1227.77211922537,16,16.0,8.1,45219.0,17.92803970223325,7.506203473945409
1400000US37107010400,13.5,769.8341907853951,7,43.1,18.5,19200.0,81.08108108108108,8.64864864864865
1400000US37071031102,10.0,216.70679768852065,13,14.5,11.3,47098.0,24.29430819065248,5.784359093012494
1400000US37067000400,12.7,962.2945084061204,40,34.5,25.2,22872.0,79.60101152008991,11.351503231244733
1400000US37067002809,8.8,1996.2445823588744,5,5.1,7.9,70938.0,29.74465148378192,3.9337474120082816
1400000US37081015703,8.7,2934.256667032396,19,7.2,6.4,63750.0,20.0,6.234458259325044
1400000US37081014300,12.0,943.8929062482814,55,37.6,28.1,27102.0,46.18012422360248,20.714285714285715
1400000US37091950300,11.3,10892.594157822186,0,20.5,16.0,43995.0,48.97673114662181,4.093075413512755
1400000US37069060801,10.0,457.1764282759849,1,12.3,18.1,51736.0,18.77133105802048,12.432959531935644
1400000US37081010702,12.3,299.1235666584233,61,39.4,3.7,33750.0,38.44108359647665,5.201927871032075
1400000US37077970704,7.2,4500.130257148024,1,0.0,0.0,0.0,32.041969330104926,10.49233252623083
1400000US37089931901,8.5,1482.2629480010885,1,8.8,7.8,61401.0,4.931247036510195,1.588430535798957
1400000US37109070202,8.8,4631.255200113372,2,8.5,3.3,65417.0,12.30293663060278,2.163833075734157
1400000US37097061601,11.1,827.9767043994611,13,26.1,22.3,39886.0,20.924439523941324,22.225297536673125
1400000US37081011904,10.9,2120.9505621223493,7,19.5,12.0,42917.0,63.73232003377666,4.728731264513405
1400000US37087920500,9.5,7241.76002817889,0,15.4,8.2,51554.0,0.8989415687980281,3.42177758445701
1400000US37089930100,8.9,12771.788777573956,0,12.2,14.3,51296.0,3.158132190390256,12.970900067674265
1400000US37081014408,11.9,751.5366449703318,45,25.1,15.7,33343.0,44.94623655913978,28.903225806451616
1400000US37067003404,12.9,879.0760848626732,19,44.9,19.7,26047.0,38.87565507384469,40.78132444020962
1400000US37085070500,10.1,3009.5949983170804,4,12.9,16.1,41190.0,19.826478149100257,8.708226221079691
1400000US37081012503,8.7,884.2730029027022,27,14.0,8.8,65952.0,12.49717002490378,6.769300430156215
1400000US37071032800,10.7,834.6071505696445,19,17.8,9.6,37696.0,24.01332223147377,7.49375520399667
1400000US37071030101,9.0,5006.022001714504,0,5.0,16.5,67381.0,1.1855527984560243,1.9851116625310168
1400000US37071030802,10.6,1595.5072685770874,7,11.0,13.1,38449.0,11.23046875,7.0068359375
1400000US37081012609,10.2,1251.827726958866,32,17.6,16.1,37874.0,37.15834118755891,13.807728557964186
1400000US37067000302,12.4,825.1764756995645,40,19.6,13.4,22425.0,78.84864165588615,15.265200517464423
1400000US37067003311,9.0,285.9738655100071,7,2.7,3.8,93591.0,27.29631551634665,6.694343539180073
1400000US37077970102,9.9,10944.030571416562,0,6.0,10.9,46045.0,32.625698324022345,6.955307262569832
1400000US37107010900,11.0,1691.8208898595317,2,17.8,7.8,45662.0,48.4031007751938,9.395348837209305
1400000US37099950400,9.0,1330.0758078016754,2,16.1,9.4,55122.0,1.9268239878761635,5.867070794544273
1400000US37065021400,10.7,8985.948164036427,0,17.2,10.7,41801.0,18.63021420518602,0.0
1400000US37081016409,8.5,1250.9660765683832,9,6.0,4.8,71635.0,14.313421256788208,4.654771140418929
1400000US37109070201,9.5,922.7228491706464,8,16.4,13.0,36601.0,14.33379528806177,26.35121758067709
1400000US37089931500,7.7,3058.1199058018383,4,6.2,6.9,74013.0,3.296703296703297,0.4971219256933543
1400000US37071032401,8.7,2752.337027007736,4,7.4,7.2,85456.0,6.605335786568538,3.0174793008279672
1400000US37097060300,12.1,1011.4641650834288,16,33.5,15.3,28484.0,47.98456260720412,17.238421955403087
1400000US37085070401,9.9,5592.824630373299,0,17.0,16.5,47868.0,11.526639344262296,11.37295081967213
1400000US37067003201,9.6,994.9364970757698,25,13.7,13.4,67604.0,19.356759976176296,7.008139765733572
1400000US37067003703,9.3,860.3544828266653,4,8.7,8.4,66488.0,34.55121178906345,10.230179028132993
1400000US37101041503,9.6,6478.769001360368,0,5.6,10.4,62132.0,4.878632069831401,15.47291641755351
1400000US37081014407,9.2,605.1362944230843,23,16.8,8.9,50873.0,22.314192102086565,8.794619762027937
1400000US37081012608,11.3,711.2445683421058,42,27.1,29.4,27401.0,37.504418522446095,41.88759278897137
1400000US37081012510,7.9,1125.950468540035,23,0.4,2.6,130917.0,5.317434740573638,1.611343860779891
1400000US37071030205,10.0,5997.123664960127,0,9.7,8.7,50610.0,3.0245296499166465,2.3338890211955228
1400000US37081016102,9.6,877.5848472785755,54,20.5,25.8,41810.0,34.415738326617685,10.547523109741643
1400000US37081010403,8.9,493.0409787628915,36,6.3,5.6,55288.0,12.460864120225423,1.440200375704446
1400000US37071031003,9.2,781.5698398589043,9,2.6,13.3,72404.0,4.786967418546366,0.5012531328320802
1400000US37081016003,8.4,4062.75088131633,1,6.5,6.2,94358.0,10.226192739023,4.580878160045619
1400000US37071032301,9.5,1195.014140792449,5,11.5,6.0,68143.0,16.261061946902654,2.1386430678466075
1400000US37085070200,11.3,4134.533072194293,3,29.6,17.8,28583.0,47.7890599410416,7.075008188666885
1400000US37097061303,8.8,344.2451144475487,7,7.6,3.8,85313.0,2.4834082637550847,4.966816527510169
1400000US37101041001,9.8,666.2532477367026,6,14.3,18.6,55435.0,31.500053919982747,16.682842661490348
1400000US37093970300,11.1,295.2973869122487,3,32.0,17.9,32097.0,50.08592705747566,12.755394309719309
1400000US37107011200,10.2,15917.007895826217,0,22.1,18.7,45878.0,8.038585209003216,17.44372990353698
1400000US37071030502,9.6,6168.914666435846,0,14.4,9.3,55347.0,5.054454063110863,3.434794750069813
1400000US37081016405,10.3,1085.6181771625909,57,12.7,9.8,36645.0,44.71496437054632,10.510688836104514
1400000US37067002808,9.2,813.2459023606115,5,5.9,7.1,58682.0,11.495673671199013,11.297898640296662
1400000US37067004007,8.3,3668.480302982955,1,4.1,2.7,106327.0,2.734326887547728,3.214681611035842
1400000US37101040203,8.8,4495.196407031039,1,2.5,5.2,85166.0,9.908405445068569,8.698952482161834
1400000US37081014409,9.6,1568.602615552216,15,13.4,9.5,43222.0,14.968506854390515,7.891811782141533
1400000US37105030503,10.3,8046.342432233061,0,18.7,15.7,45519.0,11.10806363137685,14.070213933077344
1400000US37097061204,8.3,4713.44761243508,1,3.2,5.6,132321.0,1.4091470951792335,3.80716934487021
1400000US37067000200,10.3,762.0501502456128,40,46.7,30.3,21742.0,41.366574330563246,3.878116343490305
1400000US37067002801,9.0,1257.8382447146128,3,8.3,8.5,62460.0,9.237875288683602,1.4780600461893765
1400000US37071031701,10.0,5369.459904024135,0,10.9,9.0,51048.0,4.818933561448532,8.61134873110921
1400000US37067003003,9.8,1836.975097392475,6,6.4,4.6,67670.0,18.367346938775512,7.022809123649459
1400000US37071033500,9.9,2572.7128868387085,2,14.6,12.0,53986.0,10.157689944706124,0.6553348351423305
1400000US37067004015,8.8,630.5303663239781,3,4.2,6.4,77682.0,10.423246999368288,9.938934512528954
1400000US37087920700,9.0,10401.143203153017,0,12.0,10.7,51318.0,1.0741687979539642,3.91304347826087
1400000US37067003309,10.5,1641.9933423495045,15,19.7,11.0,42277.0,45.12981034800221,12.741668201067943
1400000US37105030102,8.3,974.987957153044,5,2.0,5.2,62578.0,9.25993437841779,9.97083485235144
1400000US37081011000,14.6,611.5363642854454,41,47.2,7.5,18429.0,80.4530507855316,5.608330288637195
1400000US37097061405,8.4,3302.214678392285,4,2.2,3.2,101771.0,1.3556618819776716,6.778309409888357
1400000US37067001100,9.5,983.4700106332256,38,25.3,15.2,38938.0,22.66615443718786,7.568190549366117
1400000US37067003500,11.5,1537.0488501517134,13,31.3,16.4,34280.0,32.04230006609385,35.76999339061467
1400000US37071030302,10.3,2943.636873627729,3,18.2,11.3,38843.0,3.29626687847498,13.939634630659253
1400000US37083931000,10.5,13853.123029640949,0,13.8,8.7,29854.0,65.1830808080808,2.746212121212121
1400000US37077970400,11.4,1174.680219218535,6,28.0,7.0,40205.0,67.49267252864375,3.650413002930988
1400000US37097060603,10.9,1661.7650396018123,5,30.1,23.1,36765.0,24.785867237687366,25.69593147751606
1400000US37081012804,11.5,453.52166339466135,31,13.6,8.9,41801.0,74.98865183840218,9.55515206536541
1400000US37089930501,8.8,2850.2233153429006,9,10.4,9.7,65897.0,9.432344366317956,9.826787858000342
1400000US37071031402,9.6,2144.667947551907,19,8.2,3.3,53750.0,3.1701444622792936,0.521669341894061
1400000US37071030402,9.7,4213.179795616726,5,12.0,10.0,64957.0,6.478183437221728,4.051647373107747
1400000US37067004103,8.9,5296.210022181574,0,10.2,8.6,72688.0,9.488725161866489,3.5498995311453454
1400000US37081010300,10.4,818.8384493466788,36,24.4,16.9,33661.0,36.528301886792455,15.09433962264151
1400000US37071033304,8.7,910.5506088614536,3,7.1,2.1,81409.0,13.06039587210286,1.5225850109964472
1400000US37081015500,10.8,1248.777997245852,6,11.5,12.2,44634.0,58.911483253588514,7.177033492822966
1400000US37067002703,10.8,1270.5402183852357,28,36.4,16.0,29609.0,34.13573536263395,20.748563441528187
1400000US37101041501,9.6,6204.026049431998,0,9.9,5.7,62560.0,7.510193344732342,8.207286597395765
1400000US37105030300,12.0,1565.760357296735,10,34.7,24.5,22917.0,54.62686567164179,33.30016583747927
1400000US37067002701,10.8,1049.3394305191837,18,14.1,25.6,38684.0,41.98507462686567,31.0
1400000US37097061002,9.7,3273.91972481079,2,9.1,7.4,56891.0,10.847671002937474,9.211078472513638
1400000US37081013601,12.2,440.93446298460594,32,31.7,7.6,28456.0,38.79480110279638,6.971248523040567
1400000US37065020600,11.5,7021.193307161554,0,11.3,18.6,35398.0,60.23688663282572,13.705583756345176
1400000US37081012611,10.8,1866.4775043286008,41,17.0,15.0,31782.0,77.10965133906014,5.709954522486104
1400000US37081016410,9.5,1713.5315826700637,13,11.4,10.6,56046.0,28.731045490822027,15.16360734237829
1400000US37097061104,9.4,3292.6277740261967,2,7.4,11.0,52754.0,6.714095153401511,3.7794575366829695
1400000US37065021100,10.5,2424.957950550158,4,19.7,12.3,43786.0,42.45742092457421,13.990267639902676
1400000US37081016305,8.1,1375.3008484621146,11,3.4,2.9,88688.0,16.073478760045926,2.3823191733639493
1400000US37067002100,9.0,414.50660295139215,35,16.0,13.4,56434.0,7.932910244786945,6.935630099728014
1400000US37081015200,9.6,3065.952376519837,1,7.3,9.2,60426.0,26.32565318046522,3.230073861757248
1400000US37107011400,10.2,4997.6962295433,0,19.1,8.7,38977.0,6.06632515502831,4.826098678889188
1400000US37087920200,9.7,1036.6011485128172,2,12.4,12.6,48845.0,0.3828032979976443,8.96643109540636
1400000US37089930401,9.1,2890.5799995273087,7,14.9,17.8,54119.0,2.490706319702602,17.62081784386617
1400000US37071030203,9.5,4773.822680572049,1,9.9,15.9,56176.0,1.9772822885990744,2.0614219604543544
1400000US37085070902,9.3,9373.347346191682,0,8.6,18.0,44741.0,3.526448362720404,30.730478589420656
1400000US37081016505,9.1,2561.520604049905,31,5.3,5.6,62037.0,28.1699678347723,7.7535127814457425
1400000US37069060600,9.6,9757.328555740833,0,11.5,11.1,60802.0,14.989130434782608,6.989130434782609
1400000US37067002501,7.8,1174.28611108594,42,3.7,0.4,188214.0,2.106472615855994,1.3404825737265416
1400000US37087921200,9.7,4514.326434083738,1,14.3,12.1,47180.0,1.8447488584474887,1.6986301369863015
1400000US37097061502,8.9,431.1920392393741,5,4.0,7.6,73750.0,5.460750853242321,12.140419307654804
1400000US37083930800,12.5,21128.986140896595,0,25.4,10.1,31139.0,48.32573806221518,2.892807608480285
1400000US37107010100,11.4,5417.248668054648,0,17.1,12.7,34737.0,36.00979192166462,10.012239902080784
1400000US37065020800,11.2,8515.905851038846,0,21.9,11.2,38088.0,44.01323706377858,1.7749699157641396
1400000US37067003904,8.8,1630.6592629225786,19,6.0,7.2,52375.0,16.960388035569927,5.6426839126919965
1400000US37089931100,9.4,584.8670751924984,9,12.7,10.1,39438.0,17.908847184986595,4.611260053619303
1400000US37073970200,10.1,16484.20440958081,0,10.3,6.6,53918.0,33.608195902048976,0.2748625687156422
1400000US37101040201,10.0,8743.677627155625,0,11.7,11.0,52814.0,20.94010375727087,18.66058795786826
1400000US37071031500,12.5,862.5112106222298,25,30.1,18.6,27794.0,33.88297872340426,17.79255319148936
1400000US37077970601,9.7,6470.658163400455,0,8.3,10.5,69565.0,14.448739186453158,2.889747837290632
1400000US37081012705,11.9,1352.7145704382976,26,23.4,7.9,33027.0,82.22396241190289,5.063951970764814
1400000US37071030700,10.1,1776.453513617682,3,14.8,9.3,43875.0,9.268854346574551,5.90097869890616
1400000US37097060901,9.5,13316.033698564255,0,11.4,15.0,56042.0,1.262945188178833,5.632735539277595
1400000US37101040500,10.1,10775.248487331268,0,16.1,13.6,43573.0,6.024276936909936,10.624906338977972
1400000US37071031201,9.1,1743.8389123179772,12,12.2,12.4,60991.0,2.185163887291547,1.983898792409431
1400000US37097061203,8.8,3431.865517648217,3,8.6,4.9,60456.0,15.05112474437628,7.6482617586912065
1400000US37071032000,11.9,489.87562917457655,30,26.4,10.7,29301.0,45.65739787161002,8.2389289392379
1400000US37097061304,8.8,1526.7174862056024,10,6.8,9.8,58058.0,13.46774193548387,6.774193548387098
1400000US37067002502,7.8,1792.6095703029723,34,7.8,1.4,121063.0,3.2769920662297345,1.8627112797516383
1400000US37079950102,9.4,9335.319871063806,0,19.5,13.7,45096.0,39.73966309341501,9.552067381317
1400000US37081010602,11.3,274.8411472902279,51,47.0,5.9,43150.0,28.971962616822427,4.41588785046729
1400000US37085070700,10.2,2662.568094239541,3,17.6,8.0,43229.0,33.847021236609656,7.686525089268935
1400000US37101041300,10.4,13642.6253193645,0,26.9,16.0,43295.0,1.4764687788372808,15.19532451553368
1400000US37073970300,10.3,10327.335346569374,0,14.4,6.2,54192.0,33.31502334523482,0.0
1400000US37081012601,9.9,362.4871997506567,49,14.5,13.2,40694.0,45.25007398638651,10.787215152411957
1400000US37083930100,12.3,1606.5483570868937,2,25.4,14.1,30969.0,76.21688231669748,0.3696857670979667
1400000US37081016007,8.6,938.9787306497826,18,10.5,6.1,60182.0,18.201103097157404,3.8184132371658888
1400000US37089931000,8.7,648.4634596322243,9,20.8,5.1,38496.0,4.239877769289533,7.238349885408708
1400000US37081010500,8.4,738.7430139901326,51,12.3,9.5,62540.0,14.315967810249894,2.541296060991105
1400000US37067003402,9.4,596.4348877583421,7,13.1,7.2,55938.0,6.25,4.265202702702703
1400000US37075920200,9.7,5345.679111247005,0,11.7,14.6,43750.0,0.0,0.0
1400000US37087920101,9.1,16241.370224255112,0,13.8,10.0,54561.0,0.0,3.129486075222509
1400000US37081016005,8.1,3864.676956632263,5,5.9,5.8,88854.0,6.943685073810825,2.241662110442865
1400000US37067004013,8.7,1739.69704816912,4,11.3,14.6,56250.0,3.271569195136074,20.81644470179502
1400000US37105030501,8.4,4088.685284938106,6,11.4,8.6,56765.0,8.614864864864865,11.317567567567568
1400000US37071030901,10.1,606.6664208896817,10,18.1,14.9,42264.0,12.674094707520892,7.195914577530177
1400000US37069060302,11.7,1150.9288464740025,3,33.0,11.0,25544.0,67.91265729089562,6.14359733530718
1400000US37071031704,10.2,4499.364228154987,1,14.2,11.1,43667.0,7.577771869183728,2.49933528316937
1400000US37067002903,10.7,2671.499170298678,11,17.8,14.5,38819.0,12.775782452539763,21.16469984607491
1400000US37097061102,9.3,2112.6059990095227,1,9.3,10.4,49853.0,13.53450851508814,5.288317896623843
1400000US37097061403,9.1,1842.962243237144,7,11.3,5.8,55422.0,3.4451219512195124,5.396341463414634
1400000US37081010200,11.2,777.2624755660352,36,34.4,22.2,28277.0,53.30232558139535,7.516279069767442
1400000US37089931700,8.1,1822.0263898932856,4,7.0,7.5,75263.0,1.6002510197678066,11.295889551302166
1400000US37081016103,9.7,827.8875208507338,47,14.8,9.0,42419.0,35.07617728531856,3.081717451523546
1400000US37081012704,10.8,1092.7758697650847,19,27.7,10.7,35735.0,50.75403016120645,12.5065002600104
1400000US37089932000,8.6,8984.865099349568,0,4.5,8.5,76066.0,0.0,2.121212121212121
1400000US37105030702,9.5,5307.833529398324,0,8.6,14.3,50227.0,10.650887573964498,8.261265361857077
1400000US37077970603,9.4,1805.5315285687025,6,6.4,5.2,67548.0,20.80763582966226,7.885462555066079
1400000US37069060401,10.3,9693.81506180399,0,18.4,9.3,49531.0,21.66546503244412,13.229992790194665
1400000US37081016011,9.8,377.5136224794983,58,9.5,6.3,44752.0,40.74661031871808,7.307624581792569
1400000US37081016304,8.0,3202.201491388308,10,0.2,2.8,102698.0,12.348993288590604,4.0
1400000US37101040302,10.4,2985.072563664869,3,13.5,16.5,39837.0,33.64435671989951,25.2467252826126
1400000US37081017200,9.2,3287.592570494151,5,9.2,5.1,65659.0,24.77733795150916,2.18951014349332
1400000US37065021600,10.5,15701.287818240702,0,17.0,11.1,42283.0,27.144772117962468,4.2560321715817695
1400000US37067003903,10.9,1342.8262593884274,29,17.0,11.1,35467.0,42.64771212794314,11.372723234118167
1400000US37101040600,11.2,5778.018867683311,0,25.1,15.1,31111.0,29.5210677833028,21.32949489662392
1400000US37071032702,8.8,1812.148116441136,13,9.7,3.8,62868.0,20.29121653358384,2.7712541099107564
1400000US37067002002,11.1,911.6500612748132,31,24.0,21.0,28938.0,29.583677970774747,41.080783016266885
1400000US37077970300,11.1,3050.8049428773443,3,20.1,13.8,38681.0,37.262680646075374,8.160952111079627
1400000US37095920100,10.2,55659.06184457575,0,24.3,17.4,39663.0,29.67581047381546,10.339535775944752
1400000US37083930600,11.6,6326.553302731405,0,29.2,9.6,37900.0,65.03577198246019,0.0
