GEOID,Asthma_prev,nearest_hw_dist_m,hw_count_5km,ratio_poverty,ratio_uninsured,med_income,ratio_black,ratio_hispanic
1400000US37083930200,9.7,1393.619521022102,7,6.0,4.1,48094.0,24.063244531080787,3.7686809616634176
1400000US37081015800,8.3,849.4489558091716,1,4.4,3.8,99063.0,2.0737327188940093,4.5046082949308754
1400000US37097061205,8.9,5274.256665334881,0,8.7,1.8,80724.0,1.4613252708490805,1.3605442176870748
1400000US37071032200,9.5,3516.562181668982,6,12.4,15.3,63343.0,6.62540119211371,10.110041265474552
1400000US37065020900,13.0,3324.1946644626114,2,24.7,8.6,33910.0,82.95894655305965,3.13710302091402
1400000US37085071402,10.1,6043.360140668399,0,9.4,5.6,62842.0,13.30805033614894,13.807964144113082
1400000US37067003701,11.4,999.6123479451444,33,28.9,12.1,29000.0,49.89624164168781,17.47751902236569
1400000US37079950300,11.0,3070.2207093433976,1,28.9,13.2,35154.0,39.00738881918305,14.903108880524188
1400000US37081016006,8.5,1663.03825982152,9,8.8,8.6,65703.0,16.556972439325378,11.990950226244344
1400000US37085071302,9.5,11872.921512300964,0,17.5,5.3,61708.0,21.346608167397907,7.863651704353695
1400000US37067001700,11.0,1716.4003050780022,26,23.9,10.7,34907.0,69.51391334977104,8.4360690383938
1400000US37069060100,10.7,9615.759858566253,0,19.0,11.6,42775.0,37.68971332209106,9.90725126475548
1400000US37097061202,9.4,868.0724276226913,3,7.3,9.3,57736.0,11.76470588235294,1.3965298349555648
1400000US37077970200,10.5,4475.096869554826,2,8.8,11.1,54127.0,52.219917012448136,5.539419087136929
1400000US37075920100,9.7,5039.5083773204615,0,13.5,15.2,46635.0,0.0,0.3523884103367267
1400000US37093970402,13.3,8971.820838051905,0,41.7,22.1,27007.0,28.35130970724191,25.23882896764253
1400000US37067001602,13.1,854.5750797899822,34,39.8,19.4,20273.0,75.76109017106407,17.831255436358365
1400000US37107010700,12.8,1370.0804353044782,7,38.0,9.0,17086.0,61.820851688693104,6.216348507097406
1400000US37093970103,10.0,3175.4739740815508,1,9.5,7.6,60601.0,23.715872281351228,15.79130032392411
1400000US37071032100,10.7,215.0588898481642,19,20.7,19.6,29844.0,27.540650406504064,22.493224932249323
1400000US37107010500,13.2,1446.3019993427306,9,28.4,11.3,31128.0,88.431654676259,2.41726618705036
1400000US37081012511,7.6,2473.7729582513484,42,2.5,0.1,108015.0,1.5589274579089585,6.007067137809187
1400000US37071032703,10.5,1595.0006994782425,24,20.2,7.8,51330.0,18.771165940977266,8.176100628930817
1400000US37071033100,11.2,1002.822386698275,18,17.9,13.8,42689.0,38.612521150592215,22.33502538071066
1400000US37097060601,10.0,855.392744119018,15,15.8,6.4,35594.0,33.24932493249325,17.713771377137714
1400000US37081014501,11.1,837.0870458466449,48,42.2,22.2,22805.0,23.239436619718308,24.383802816901408
1400000US37067002601,8.0,1486.0747567046303,26,16.3,1.9,91691.0,12.995750708215295,0.0
1400000US37081016201,8.1,2295.9218199671586,14,7.0,6.3,105288.0,7.194470625196356,5.513666352497644
1400000US37091950402,11.9,3581.0518603266955,2,22.8,14.3,31144.0,63.58825086001588,4.60439269648055
1400000US37067003106,9.3,8318.306504782719,0,6.3,6.4,73854.0,2.229299363057325,0.0
1400000US37107011100,11.1,675.619571598062,2,18.4,17.2,32360.0,35.69351804344108,9.235505387378144
1400000US37101040400,9.7,6697.034681342665,0,9.5,14.7,51830.0,11.261872455902306,14.495703301673451
1400000US37081015704,8.8,2878.023853194238,5,10.1,7.2,63313.0,21.21164188547928,2.92628914900348
1400000US37085070903,9.2,6879.111351948074,0,7.8,14.9,54679.0,10.567246111619395,14.135407136322051
1400000US37067003107,9.3,1519.9580504270716,15,9.8,8.8,65250.0,7.745504840940526,10.142923005993543
1400000US37065021300,10.4,4167.929071620027,1,15.7,12.9,52909.0,33.89316066369891,10.724403075677865
1400000US37071033202,9.7,1090.7718648069654,8,17.3,9.7,62768.0,11.7831541218638,7.840501792114695
1400000US37085070402,10.1,8310.594805043966,0,18.2,15.3,43117.0,14.46921600472464,16.063782666469805
1400000US37101041102,9.1,371.4816959308714,1,4.3,8.0,86393.0,14.657680028378858,7.073430294430649
1400000US37083930400,11.6,558.8259002717945,6,29.8,19.4,32162.0,39.12609238451935,13.258426966292136
1400000US37097061503,9.0,2237.642084360053,4,3.9,4.6,59808.0,6.926985825086922,2.9152179727199785
1400000US37089930701,8.6,4139.283686536811,2,9.0,9.3,71230.0,3.329571106094808,1.1851015801354403
1400000US37069060802,9.6,3821.423945879736,1,7.9,13.0,48708.0,12.007835455435847,13.124387855044075
1400000US37071033306,9.5,4850.901138984392,1,10.8,5.3,77768.0,0.445859872611465,1.910828025477707
1400000US37089930900,8.8,1097.781017866445,11,8.5,12.9,51795.0,2.7139874739039667,13.01322199025748
1400000US37089931400,9.9,630.3882297918367,3,13.9,33.1,45659.0,3.516942347840051,26.44933354745464
1400000US37081013700,8.5,930.2823029057316,35,11.3,8.1,61836.0,15.384615384615383,4.431991849210392
1400000US37067003805,9.9,432.5708801237984,23,13.7,11.2,42143.0,23.93983327292497,12.830735773831098
1400000US37067001500,11.6,257.4904745175372,24,26.1,26.1,34524.0,52.225074882327775,27.556696619597776
1400000US37067003313,9.6,6035.768804175056,0,19.9,6.5,53244.0,4.6539379474940334,5.429594272076373
1400000US37071032502,8.5,7656.866540685733,0,4.9,5.6,95086.0,3.5875564475664827,1.3798294029101856
1400000US37071030602,9.8,4262.1148011654295,1,14.1,17.5,46813.0,8.538011695906434,1.5594541910331383
1400000US37067001902,10.5,481.99525380749833,38,30.7,23.7,37895.0,17.05913134484563,13.60544217687075
1400000US37081016010,8.7,1828.860250298484,33,7.7,7.1,57520.0,18.924074780618085,3.662724151087371
1400000US37097060100,9.4,86.77768688534252,19,8.9,8.4,39750.0,28.31672784478238,11.239293829750045
1400000US37081013900,13.7,1101.307057072909,50,35.2,15.7,21409.0,79.27616413093591,9.912402028584602
1400000US37071031202,10.0,1326.2954246232855,9,14.2,8.9,46442.0,13.143574717455005,8.246128087065719
1400000US37083930700,10.6,16267.804399995674,0,19.0,8.9,45600.0,41.51268785415127,3.917220990391722
1400000US37081015902,8.3,2017.6029011710928,1,1.9,2.3,119018.0,9.616848515605176,4.592742958639939
1400000US37071033204,11.2,2523.884549085835,13,22.1,18.8,32263.0,37.25545789622909,16.35951233342784
1400000US37097061501,10.2,1686.408709604971,12,16.7,9.7,53438.0,14.988351022521355,4.685477608076624
1400000US37071030902,10.9,1656.9611856308795,14,15.4,12.0,37309.0,32.152300370174515,23.18878900052882
1400000US37081011602,10.3,556.6173759391002,44,19.0,25.5,44250.0,19.83826130907253,38.33712408390195
1400000US37067003906,7.7,1242.123313475771,25,4.5,5.4,128529.0,2.320973676761959,1.726577979054628
1400000US37081011300,12.7,713.9111812273668,50,32.6,15.6,25000.0,81.27463863337714,7.917214191852826
1400000US37081016900,8.9,5084.497375926034,0,8.2,9.3,65929.0,7.551686615886834,5.375408052230686
1400000US37083930502,11.2,6282.630869907375,0,23.9,8.9,34750.0,52.39845261121857,2.7659574468085104
1400000US37067004010,8.2,3812.693289196444,5,3.4,6.4,91006.0,3.3541927409261576,4.881101376720901
1400000US37069060402,11.4,6276.940509412901,0,26.2,16.1,34860.0,44.58266452648475,10.714285714285714
1400000US37077970500,10.0,6448.786092467404,0,5.1,7.8,55458.0,34.30246189917936,16.623681125439624
1400000US37071032600,8.3,1128.0118992486975,13,3.7,3.6,80957.0,12.06538661131292,3.5806953814219
1400000US37067000900,11.1,436.7102673336059,36,34.8,17.2,30540.0,22.945310113046137,17.506874427131073
1400000US37081011500,12.2,895.1358274631459,53,39.1,16.2,26415.0,45.09505703422053,7.110266159695818
1400000US37089931801,7.8,3172.643376314791,7,3.9,5.0,64489.0,0.240128068303095,5.5763073639274285
1400000US37081012604,10.4,1115.5632903123471,47,21.2,16.2,38494.0,57.51695113397241,6.499883095627776
1400000US37085071202,10.2,5466.528690404655,0,13.9,10.8,53409.0,26.856600189933523,21.690408357075025
1400000US37083930300,11.1,1879.3223324532728,4,29.8,15.6,40227.0,24.3953488372093,3.674418604651162
1400000US37067003103,8.9,5563.492129151654,0,7.1,9.9,81985.0,5.7111477210324,11.495515284642138
1400000US37097061101,9.7,5876.982469249922,0,8.3,10.5,57117.0,2.8703703703703702,13.179012345679013
1400000US37081016101,8.8,325.1527474142424,42,11.0,4.6,65104.0,14.845024469820556,4.628874388254486
1400000US37085071303,8.9,8618.70083913499,0,8.2,3.7,85964.0,21.33091034960194,7.0526133610245765
1400000US37111970800,9.7,3810.614197996076,3,23.6,12.7,46042.0,0.2447163515016685,0.9121245828698554
1400000US37119005611,8.9,1004.5168012055416,8,9.8,8.6,53806.0,56.86341798215512,10.432395332875773
1400000US37119001200,8.5,695.8263104258023,56,10.9,16.7,85577.0,22.967359050445104,15.43026706231454
1400000US37127010900,10.6,13122.882551513192,0,15.0,13.1,44457.0,43.09562692796226,1.7419706042460534
1400000US37119005831,8.4,698.3930578284879,12,8.2,10.6,69260.0,12.409689757756055,6.056098597535062
1400000US37147000701,12.5,169.21038601100483,20,33.6,9.6,25601.0,69.33497536945814,2.2167487684729066
1400000US37119001912,11.2,1107.7454564670547,29,20.7,26.5,41806.0,54.46997954518108,18.08446636987125
1400000US37119003017,7.6,2706.0743239566414,6,1.7,1.3,108397.0,3.8177653346907614,2.9015016543649783
1400000US37119003903,13.5,1302.5969890053366,37,48.2,12.9,19443.0,80.6422433288105,7.462686567164178
1400000US37129012105,8.8,4701.963988159654,1,10.1,16.3,64461.0,7.790262172284644,4.186433624635872
1400000US37119001606,9.6,900.5896562856699,39,21.2,39.7,43022.0,22.915298752462245,40.555920332676735
1400000US37151030302,11.4,1473.329697738803,13,39.5,23.9,27574.0,30.53016453382084,19.70749542961609
1400000US37147001001,10.1,5252.821847919216,0,30.0,4.5,74100.0,22.882545624707536,4.4454843238184365
1400000US37133000302,10.3,12574.30684843677,0,15.3,10.5,48171.0,11.57108239095315,11.207592891760903
1400000US37119005827,9.8,559.2338569122531,24,9.6,11.7,47553.0,48.50510024621879,17.446359479423144
1400000US37135012100,8.3,1121.2848914671674,18,17.3,4.8,64453.0,16.523898199875852,3.662321539416512
1400000US37119005846,7.5,2098.2892135438365,5,1.4,0.8,193036.0,5.83292140385566,3.65793376173999
1400000US37151030900,10.2,5165.868301233555,0,15.6,14.7,49063.0,5.86181092541781,0.9728111748565728
1400000US37119001923,10.5,844.8335146487301,19,12.9,24.5,51694.0,33.21723987810187,44.40574662603396
1400000US37119005523,8.5,290.1541380202776,14,20.3,5.5,50147.0,39.34622625363683,3.1319527639911007
1400000US37119005836,8.6,2235.9826049444364,5,10.9,9.4,93444.0,14.046179219351291,16.57504123144585
1400000US37123960200,9.8,5333.216866412728,0,13.9,10.9,42319.0,19.9203187250996,5.449630051223677
1400000US37123960401,10.9,3504.7915919757297,1,22.7,8.0,36464.0,61.55172413793103,0.043103448275862
1400000US37111970500,10.2,3603.714210301655,4,13.7,9.4,38750.0,10.36332601804438,13.655206047305535
1400000US37133000600,7.7,6260.587386540956,0,54.5,0.0,0.0,11.217561157101663,22.82578364803274
1400000US37133001101,9.5,2694.700738521876,1,14.6,9.3,44651.0,15.315142198308992,9.146810146041506
1400000US37133000202,9.5,6331.612568564787,0,7.9,7.0,55731.0,10.375173691523852,12.579898100972672
1400000US37119006212,8.1,846.4303398210706,12,9.3,4.0,88750.0,27.096421742693256,6.419011199125922
1400000US37115010100,10.1,13411.09700799398,0,19.3,11.4,33333.0,0.0783392087739913,0.4308656482569526
1400000US37119006213,8.3,4949.469276401588,1,5.1,4.7,118254.0,10.831234256926953,5.748999851829901
1400000US37119005834,8.6,856.2056232598133,19,12.2,6.1,86477.0,13.3698518969365,6.451612903225806
1400000US37119005301,11.4,537.4924305490183,46,17.1,24.3,33241.0,52.20155403814457,32.87026136096068
1400000US37119003015,7.8,2671.512075872948,12,3.0,6.2,113024.0,5.128720836685439,7.964601769911504
1400000US37125951100,9.5,1248.0959544595405,6,9.6,6.5,57839.0,22.215947594307657,6.302236277388751
1400000US37119005619,9.4,3623.699003510823,4,7.3,14.3,72277.0,55.28688524590165,10.614754098360656
1400000US37119005604,11.8,702.7254348014087,14,49.2,3.8,27344.0,27.444578106203814,4.743083003952568
1400000US37119004305,10.6,845.9446451510483,46,9.3,27.8,45996.0,43.40642835686393,35.19074797236407
1400000US37129011603,9.2,1090.2643242987797,6,10.1,6.7,49889.0,17.12573323131854,0.7906146391226727
1400000US37117970500,10.4,7225.891582624951,0,21.3,10.5,44792.0,25.38635506973238,2.5065963060686016
1400000US37149920304,8.2,2941.0086099286395,1,11.0,7.1,52311.0,5.377094972067039,2.653631284916201
1400000US37127010300,10.5,2741.3538717418587,14,13.7,5.3,38068.0,57.84699640595584,0.0
1400000US37119005617,10.0,2500.417930052074,14,14.4,9.2,63413.0,43.40128755364808,21.67381974248927
1400000US37119005306,11.4,644.0292581674956,47,19.1,32.7,34098.0,39.71896955503513,42.950819672131146
1400000US37119006109,10.7,1209.0877823442506,21,10.5,13.1,38092.0,79.13253012048193,5.445783132530121
1400000US37141920502,10.5,10273.430216497478,0,22.7,19.3,33966.0,4.030922142462727,1.7117614577581448
1400000US37119005840,7.7,1566.138313594087,9,1.6,4.7,110329.0,9.043250327653997,4.281345565749235
1400000US37119003007,7.5,1137.620754394826,5,3.6,1.9,157917.0,7.40900589843188,3.4815134513019705
1400000US37129011902,10.1,177.47131007420552,21,41.6,12.9,30607.0,5.491478739886383,5.164400068858668
1400000US37135010705,9.0,645.6379422555002,16,24.0,11.2,63000.0,11.964636542239688,10.05893909626719
1400000US37133002500,10.4,5422.216241578837,0,27.3,15.4,42425.0,9.889791183294664,10.672853828306264
