GEOID,Asthma_prev,nearest_hw_dist_m,hw_count_5km
1400000US37031970101,9.2,30153.859715792583,0
1400000US37051003402,7.9,4963.015075679207,1
1400000US37021003102,9.0,5553.122370142364,0
1400000US37051003700,9.4,7065.856142235552,0
1400000US37031971001,8.3,8275.417077211754,0
1400000US37021002402,9.1,4846.699796440939,1
1400000US37027031403,11.3,1014.9321568899107,5
1400000US37023020500,9.3,1057.9527781550844,12
1400000US37055970200,8.8,3879.99588475644,1
1400000US37043950200,9.6,9763.448372557796,0
1400000US37025042101,12.5,1133.4709933973609,14
1400000US37053110301,9.1,15030.51727230605,0
1400000US37057061500,11.4,390.90676720712605,13
1400000US37025041303,8.0,1418.4706211493688,4
1400000US37019020202,8.7,8821.573414975508,0
1400000US37051003406,8.4,1800.0835454294042,5
1400000US37037020105,8.2,8392.876715855928,0
1400000US37031971102,8.4,2221.370059532313,4
1400000US37063002019,7.8,4651.972858395814,2
1400000US37051002502,10.0,1039.9141248115743,4
1400000US37021000500,7.9,1108.4870447600722,19
1400000US37035010402,10.3,1043.4028541853045,28
1400000US37053110401,9.3,24333.358390382236,0
1400000US37057061902,10.5,11485.538220853568,0
1400000US37025042604,8.9,795.6463919969609,8
1400000US37025041301,8.7,6966.784193015774,0
1400000US37051002300,11.7,1159.6524632944834,12
1400000US37025041701,9.0,13534.459489677864,0
1400000US37063001711,10.2,57.809560574714304,16
1400000US37027030700,10.2,342.592344202843,10
1400000US37045951200,10.5,2066.497678821326,10
1400000US37057062002,10.6,714.1474505341499,3
1400000US37023020301,10.0,1987.66928993898,2
1400000US37021002605,9.4,6344.950032533764,0
1400000US37055970101,7.9,2460.890221369138,1
1400000US37045950602,10.7,484.50774410036905,1
1400000US37051000600,9.6,1246.4168527840975,28
1400000US37019020102,9.2,3651.7987400544503,3
1400000US37063001802,11.6,1227.377702185995,14
1400000US37015960300,11.9,8950.834479449633,0
1400000US37019020510,9.0,938.027235038178,1
1400000US37031970902,8.1,115.2674135568662,1
1400000US37021002302,8.5,1732.770582676087,9
1400000US37031970801,9.2,7098.5181143630525,0
1400000US37045950400,10.2,299.5260880207383,5
1400000US37025040702,10.3,1420.0491473222728,8
1400000US37045950301,10.5,4679.174395636945,1
1400000US37035010201,9.3,6016.4173152445655,0
1400000US37017950500,10.2,16967.3627460516,0
1400000US37049960102,9.7,7619.612549323556,0
1400000US37049960403,7.9,2183.486864502452,3
1400000US37055970501,9.5,14364.534745213654,0
1400000US37035010101,9.1,4610.026261207674,1
1400000US37019020104,10.2,2508.762517688061,7
1400000US37063001503,9.9,381.7439690236485,26
1400000US37063002008,7.3,1977.6267765060368,16
1400000US37037020103,8.1,7790.508265155343,0
1400000US37039930300,9.5,14161.794967778622,0
1400000US37049960300,10.5,4981.026295974177,1
1400000US37049960401,8.8,3557.05158727903,1
1400000US37051001603,11.4,2283.349646005538,10
1400000US37063000600,9.0,1827.6190968526407,26
1400000US37063001807,10.3,1814.7621038761288,5
1400000US37063001502,9.9,425.2108465166513,21
1400000US37063001705,9.0,1247.5172701778342,24
1400000US37021002505,8.5,2642.479891568997,5
1400000US37063002017,7.8,2433.8668509602903,15
1400000US37025042504,8.3,1260.6301812902025,12
1400000US37023021000,10.0,4616.988656390539,2
1400000US37035010304,9.8,1212.402372361165,26
1400000US37021002703,8.7,6603.634059234084,0
1400000US37041930101,11.0,3320.2845498613938,2
1400000US37021001600,8.4,1754.113433845778,12
1400000US37025042501,8.8,97.84710913604025,17
1400000US37025041000,10.7,1192.085595432238,6
1400000US37017950100,10.6,17237.25893810734,0
1400000US37051000200,14.3,469.1449216694256,17
1400000US37051002401,13.3,2515.690324045369,12
1400000US37035010502,8.3,3552.6768551391283,3
1400000US37035011402,9.8,6727.907134956963,0
1400000US37057061202,9.6,3549.1119249708463,2
1400000US37057061804,9.9,6413.392281640716,0
1400000US37063002026,10.9,1080.1488656562713,27
1400000US37031970402,10.0,884.586866022354,4
1400000US37051003500,10.5,793.1865507811655,6
1400000US37061090200,10.8,8646.192611699378,0
1400000US37031970303,8.9,2356.6650060675165,4
