GEOID,Asthma_prev,nearest_hw_dist_m,hw_count_5km,ratio_poverty,ratio_uninsured,med_income,ratio_black,ratio_hispanic,ln_nearest_hw_dist_m,z_ratio_poverty,z_ratio_uninsured,z_med_income,z_ratio_black,z_ratio_hispanic,ln_nearest_hw_dist_m_x_z_ratio_poverty,ln_nearest_hw_dist_m_x_z_ratio_black
1400000US37001020901,9.3,732.6487938003086,23,11.6,10.4,46522.0,11.890780974750442,21.667645331767467,6.598030431544319,-0.3195790962567325,-0.09942957711122567,-0.410815939842005,-0.4635634297173567,1.4924088425764854,-2.1085926023873522,-3.0586056162261754
1400000US37011930400,8.9,8950.495166028311,0,11.5,10.8,44157.0,9.462738301559792,4.852686308492201,9.09957585497312,-0.3297770786283446,-0.03229720271301593,-0.497860075336456,-0.5816943062278624,-0.5006024901560565,-3.0008315422100567,-5.293171463926397
1400000US37009970300,10.1,16613.844523888372,0,24.9,15.0,40227.0,0.0,0.4663816556548776,9.718051823169732,1.03675255916769,0.6725927284681856,-0.6425042412955225,-1.0420822483738117,-1.0204940266041471,10.075215097795455,-10.127009293701935
1400000US37001021702,10.2,1011.627735362882,19,35.8,5.6,67875.0,6.829691795688034,7.292721747938071,6.920303949406488,2.1483326376734198,-0.905018069889742,0.3750840285355899,-0.709799176486513,-0.21139463206057996,14.867114837130226,-4.912026044325089
1400000US37001021902,9.2,16150.810145503883,0,6.4,11.0,62813.0,16.477410002416043,2.126117419666586,9.689787405682871,-0.8498741795805668,0.0012689844860887907,0.18877645395930623,-0.2404114590995312,-0.8237720374254591,-8.235100121714838,-2.3295359285644803
1400000US37013930400,10.7,1825.037736906023,7,30.6,5.5,30547.0,42.14648602878916,4.085520745131245,7.509903727374018,1.6180375543495855,-0.9218011634892943,-0.9987779121565312,1.0084588691247909,-0.5915316241339704,12.151306260441093,7.573429020143655
1400000US37001021701,7.8,1558.472015657664,10,2.7,1.6,82963.0,9.324009324009324,1.5442890442890442,7.352102591454449,-1.2271995273302183,-1.5763418138718388,0.9303998493982861,-0.5884438481104636,-0.8927338793322814,-9.022496825116173,-4.3262995406183675
1400000US37001021803,9.8,9463.664120034144,0,6.8,15.2,50179.0,3.9741219963031424,3.265557609365373,9.15532057648805,-0.809082250094118,0.7061589156672903,-0.27621957472436975,-0.8487304098881836,-0.6887186478871797,-7.4074073723579295,-7.770398985540424
1400000US37001020300,10.8,1042.12624065183,16,17.3,21.3,40239.0,28.89189189189189,44.054054054054056,6.949977483776044,0.261705898925163,1.7299276252399882,-0.642062579720075,0.3635868327016729,4.145782319189888,1.818850104901252,2.526920300674074
1400000US37005950300,9.7,11469.467703101847,0,18.3,10.9,38304.0,3.4276729559748427,9.21383647798742,9.347530985499748,0.363685722641285,-0.01551410911346357,-0.7132805087609895,-0.8753166411826607,0.01630758375617818,3.399563561373279,-8.182049425578485
1400000US37011930200,8.8,5909.414567367704,0,7.0,17.4,47522.0,1.7035775127768311,0.5536626916524702,8.6844712547027,-0.7886862853508936,1.0753869748574434,-0.3740108085547107,-0.9591985713239922,-1.0101489467478684,-6.849323374108087,-8.330132420215108
1400000US37003040300,9.7,5992.178138356946,0,12.6,5.2,48306.0,1.8963337547408343,0.316055625790139,8.698377124421054,-0.21759927254061046,-0.9721504442879515,-0.345155585625472,-0.9498204561584311,-1.0383115830258076,-1.8927605345579084,-8.261896528155667
1400000US37007920500,10.5,3959.622364857098,2,24.7,12.6,37962.0,60.88753144089113,1.0420409629895797,8.284156454742442,1.0163565944244657,0.2697984820789274,-0.7258678636612441,1.920261674610724,-0.9522633802063213,8.419657042021484,15.90774814652096
1400000US37003040600,9.1,2413.213603205383,1,10.5,5.4,49978.0,9.698681732580038,0.4865034526051475,7.789128882914968,-0.4317569023444666,-0.9385842570888466,-0.2836174061131159,-0.5702150169134407,-1.0181090687043794,-3.3630101584491823,-4.441478257712328
1400000US37001020501,9.9,1199.799496242287,19,12.2,13.0,53929.0,13.275726630007856,14.4802304268133,7.090742860800749,-0.2583912020270593,0.3369308564771372,-0.1382003323970162,-0.3961820587136977,0.6405126625860179,-1.8321855710670945,-2.809225104401495
