GEOID,Asthma_prev,geometry
1400000US37087920600,8.9,POINT (-82.9889112 35.53781132)
1400000US37081010800,9.1,POINT (-79.79200048 36.07783815)
1400000US37103920200,11.5,POINT (-77.3501783 35.02715183)
1400000US37067000301,14.3,POINT (-80.25301013 36.11101159)
1400000US37089931600,8.9,POINT (-82.48552517 35.28884403)
1400000US37071030501,10.0,POINT (-81.29702501 35.38929969)
1400000US37069060700,10.1,POINT (-78.17705184 36.02835227)
1400000US37067002702,11.5,POINT (-80.27692647 36.16200929)
1400000US37081012706,12.9,POINT (-79.74125846 36.09172312)
1400000US37101041502,9.2,POINT (-78.62687844 35.53939332)
1400000US37067002901,10.6,POINT (-80.2290432 36.21429108)
1400000US37081016306,8.7,POINT (-79.96788647 36.01285132)
1400000US37097061406,8.2,POINT (-80.92801416 35.52531329)
1400000US37067003905,9.0,POINT (-80.32526058 36.08948295)
1400000US37099950300,9.6,POINT (-83.22532057 35.40788522)
1400000US37071031101,10.1,POINT (-81.03410348 35.32071803)
1400000US37089930200,9.6,POINT (-82.34349212 35.33681863)
1400000US37067000500,13.8,POINT (-80.22807063 36.11748629)
1400000US37087920102,9.1,POINT (-82.95810674 35.67652661)
1400000US37109070100,9.9,POINT (-81.25346749 35.4682914)
1400000US37097061302,9.8,POINT (-80.81265644 35.67068228)
1400000US37067000801,16.2,POINT (-80.22775235 36.08577423)
1400000US37067002804,9.6,POINT (-80.31211305 36.18441106)
1400000US37097061003,9.7,POINT (-80.90843366 35.82426278)
1400000US37101040902,9.6,POINT (-78.41536477 35.55308188)
1400000US37081014200,12.4,POINT (-79.9892665 35.94642274)
1400000US37067003312,9.0,POINT (-80.08847512 36.05925237)
1400000US37087921100,9.5,POINT (-82.97688607 35.4682549)
1400000US37087921000,9.1,POINT (-82.96022496 35.50514337)
1400000US37081014411,11.8,POINT (-79.98993477 35.98729713)
1400000US37101040301,11.2,POINT (-78.25177802 35.5611508)
1400000US37081016205,8.4,POINT (-79.97582048 36.04490996)
1400000US37081011101,13.0,POINT (-79.75434614 36.06825679)
1400000US37073970100,9.9,POINT (-76.59535029 36.42406277)
1400000US37071030102,9.5,POINT (-81.00073084 35.32655534)
1400000US37081016701,9.7,POINT (-79.84468989 35.98617411)
1400000US37067001800,11.8,POINT (-80.20878797 36.07748107)
1400000US37081015600,8.6,POINT (-79.77502693 36.21862474)
1400000US37081011200,13.8,POINT (-79.77626549 36.06407225)
1400000US37093970202,11.4,POINT (-79.30762281 34.93493809)
1400000US37067003600,9.6,POINT (-80.24387607 36.01874338)
1400000US37085070300,10.5,POINT (-78.60480266 35.34322819)
1400000US37109070300,9.7,POINT (-81.21747638 35.44903757)
1400000US37065021500,10.9,POINT (-77.67368018 35.78719062)
1400000US37077970602,9.5,POINT (-78.60078301 36.08516923)
1400000US37081012805,11.4,POINT (-79.76459975 36.03184372)
1400000US37091950401,10.3,POINT (-77.00861628 36.27045007)
1400000US37067004014,8.7,POINT (-80.3720694 36.02610959)
1400000US37067003310,10.0,POINT (-80.15049361 36.07676397)
1400000US37097061404,8.3,POINT (-80.86630903 35.54899826)
1400000US37083930900,13.1,POINT (-77.66152455 36.19137008)
1400000US37081011905,11.0,POINT (-79.75502209 36.13280923)
1400000US37097061201,9.0,POINT (-80.91251719 35.73698564)
1400000US37091950200,10.6,POINT (-76.85990908 36.32467995)
1400000US37071031800,11.8,POINT (-81.23366999 35.26530838)
1400000US37079950200,10.6,POINT (-77.77684941 35.46690023)
1400000US37071031401,11.1,POINT (-81.16665476 35.28509242)
1400000US37065021200,10.8,POINT (-77.57988041 35.89807623)
1400000US37067001200,7.9,POINT (-80.26839411 36.10931829)
1400000US37071032506,10.1,POINT (-81.12347585 35.23070838)
1400000US37105030401,10.3,POINT (-79.13337366 35.4833181)
1400000US37099950900,8.3,POINT (-83.08452655 35.08690645)
1400000US37089931200,9.6,POINT (-82.46630796 35.31529161)
1400000US37067002001,12.1,POINT (-80.23531428 36.0563685)
1400000US37099940200,11.3,POINT (-83.2477243 35.46650406)
1400000US37081010401,8.2,POINT (-79.80490027 36.08971355)
1400000US37091950100,11.6,POINT (-77.03816053 36.4634991)
1400000US37087920800,8.9,POINT (-83.04792069 35.47780589)
1400000US37071033400,10.7,POINT (-81.20861401 35.18829841)
1400000US37105030200,11.3,POINT (-79.1715494 35.48695685)
1400000US37097061103,9.7,POINT (-81.02568058 35.73665417)
1400000US37081015401,9.3,POINT (-79.66190603 36.16116386)
1400000US37081016408,8.0,POINT (-79.93290635 36.02137078)
1400000US37071030301,10.0,POINT (-81.18448642 35.38114328)
1400000US37081015100,9.3,POINT (-79.61359786 36.20868648)
1400000US37071031703,9.9,POINT (-81.25977336 35.245316)
1400000US37069060301,9.6,POINT (-78.26709667 36.11895218)
1400000US37081013602,11.0,POINT (-80.00967826 35.97721016)
1400000US37101040202,9.8,POINT (-78.29863916 35.68606459)
1400000US37085070600,10.3,POINT (-78.78113242 35.29597522)
1400000US37081012610,9.9,POINT (-79.83281601 36.03389251)
1400000US37089930402,9.3,POINT (-82.40382965 35.38869097)
1400000US37067002807,9.9,POINT (-80.2712063 36.23347304)
1400000US37071031600,10.8,POINT (-81.28672375 35.26765111)
1400000US37085070801,9.9,POINT (-78.7671305 35.44244854)
1400000US37085070100,10.9,POINT (-78.61817768 35.2818432)
1400000US37099950500,9.2,POINT (-83.28512482 35.3213208)
1400000US37081015706,8.4,POINT (-79.80075203 36.16232568)
1400000US37107011001,9.9,POINT (-77.68263393 35.25705784)
1400000US37101041400,10.6,POINT (-78.5287697 35.3848061)
1400000US37099950600,10.6,POINT (-83.18656666 35.25975979)
1400000US37067003702,9.8,POINT (-80.27851785 36.03775384)
1400000US37081016503,9.4,POINT (-79.90362846 36.04835136)
1400000US37081010404,7.5,POINT (-79.79929215 36.09968485)
1400000US37081010900,9.4,POINT (-79.78148993 36.08229879)
1400000US37067003315,9.5,POINT (-80.06639415 36.09662422)
1400000US37071033305,9.8,POINT (-81.17509248 35.18655562)
1400000US37081015402,10.5,POINT (-79.70416889 36.12574925)
1400000US37067003002,10.5,POINT (-80.17417274 36.15062746)
1400000US37105030502,9.9,POINT (-79.18475724 35.42363001)
1400000US37069060502,9.1,POINT (-78.43851716 36.03362133)
1400000US37069060501,8.7,POINT (-78.5125601 36.05039597)
1400000US37067000100,8.6,POINT (-80.2468533 36.09765376)
1400000US37089931300,9.2,POINT (-82.44651082 35.30434666)
1400000US37089930600,8.6,POINT (-82.51342198 35.43232738)
1400000US37105030101,9.8,POINT (-79.19296208 35.48003496)
1400000US37093970201,10.6,POINT (-79.36186362 35.03874032)
1400000US37081012703,8.8,POINT (-79.79285132 36.1205417)
1400000US37085071102,9.9,POINT (-78.9456456 35.38573461)
1400000US37097060802,9.7,POINT (-80.77533913 35.91746208)
1400000US37105030601,8.5,POINT (-79.24795192 35.52499564)
1400000US37067003403,10.6,POINT (-80.18242287 36.05623927)
1400000US37067003806,9.0,POINT (-80.34715788 36.04204472)
1400000US37101041202,10.5,POINT (-78.40877457 35.40004573)
1400000US37067004012,9.1,POINT (-80.38568698 36.05872572)
1400000US37081010601,9.5,POINT (-79.83895872 36.06774276)
1400000US37081012803,10.6,POINT (-79.72461442 36.06413523)
1400000US37101041002,9.4,POINT (-78.47364195 35.67243048)
1400000US37081012505,7.7,POINT (-79.85399303 36.08363739)
1400000US37077970702,12.0,POINT (-78.74762151 36.14163899)
1400000US37071031302,10.4,POINT (-81.10667429 35.27069331)
1400000US37083931100,11.6,POINT (-77.40773037 36.11357778)
1400000US37067002904,9.8,POINT (-80.18242779 36.21682825)
1400000US37081016008,8.3,POINT (-79.9335658 36.1344022)
1400000US37067000600,13.3,POINT (-80.22950124 36.10806171)
1400000US37081017100,8.6,POINT (-79.71059589 35.99402139)
1400000US37067003202,9.9,POINT (-80.05426352 36.12260613)
1400000US37081012612,11.4,POINT (-79.81593287 36.01721927)
1400000US37071031900,12.8,POINT (-81.19055489 35.27036684)
1400000US37101040100,10.5,POINT (-78.15753156 35.58225557)
1400000US37097060400,11.6,POINT (-80.92489935 35.78140666)
1400000US37067002604,8.8,POINT (-80.33688147 36.14914804)
1400000US37105030701,9.3,POINT (-79.12429939 35.5685259)
1400000US37081014503,12.3,POINT (-79.96308157 35.96010934)
1400000US37071030801,10.7,POINT (-81.3218428 35.28650761)
1400000US37105030402,10.6,POINT (-79.1682152 35.44595084)
1400000US37085071001,8.9,POINT (-78.82712556 35.50543155)
1400000US37107010200,12.6,POINT (-77.54270685 35.2668614)
1400000US37085071203,9.9,POINT (-78.98237504 35.23844523)
1400000US37097061301,9.9,POINT (-80.81351518 35.71604797)
1400000US37101040700,10.5,POINT (-78.31443248 35.51999346)
1400000US37099950200,9.3,POINT (-83.104985 35.41004755)
1400000US37093970102,9.6,POINT (-79.12801838 35.00668697)
1400000US37081016303,8.4,POINT (-80.02751329 36.01998401)
1400000US37067003308,8.8,POINT (-80.12918949 36.09328815)
1400000US37097061401,8.0,POINT (-80.93504804 35.56405093)
1400000US37083930200,9.7,POINT (-77.64075025 36.45614415)
1400000US37081015800,8.3,POINT (-79.89794833 36.20120537)
1400000US37097061205,8.9,POINT (-80.94598272 35.68599543)
1400000US37071032200,9.5,POINT (-81.08539642 35.24998108)
1400000US37065020900,13.0,POINT (-77.51760316 35.87580728)
1400000US37085071402,10.1,POINT (-79.11064471 35.24552682)
1400000US37067003701,11.4,POINT (-80.26968853 36.05616365)
1400000US37079950300,11.0,POINT (-77.65286385 35.41402402)
1400000US37081016006,8.5,POINT (-79.88299097 36.13432696)
1400000US37085071302,9.5,POINT (-79.04359441 35.31559236)
1400000US37067001700,11.0,POINT (-80.19974096 36.11442226)
1400000US37069060100,10.7,POINT (-78.27242298 36.20560869)
1400000US37097061202,9.4,POINT (-80.88604194 35.69192589)
1400000US37077970200,10.5,POINT (-78.57225838 36.35323472)
1400000US37075920100,9.7,POINT (-83.79688074 35.40331955)
1400000US37093970402,13.3,POINT (-79.23204255 34.88985788)
1400000US37067001602,13.1,POINT (-80.22093654 36.12260812)
1400000US37107010700,12.8,POINT (-77.59900029 35.26664923)
1400000US37093970103,10.0,POINT (-79.10038698 34.97637743)
1400000US37071032100,10.7,POINT (-81.14791781 35.26912105)
1400000US37107010500,13.2,POINT (-77.56986726 35.28334273)
1400000US37081012511,7.6,POINT (-79.85608724 36.09823914)
1400000US37071032703,10.5,POINT (-81.16365436 35.25716112)
1400000US37071033100,11.2,POINT (-81.22505727 35.25043406)
1400000US37097060601,10.0,POINT (-80.8474367 35.79381701)
1400000US37081014501,11.1,POINT (-80.00941248 35.92569106)
1400000US37067002601,8.0,POINT (-80.29653307 36.12099139)
1400000US37081016201,8.1,POINT (-79.99947089 36.12637667)
1400000US37091950402,11.9,POINT (-76.93491955 36.28218631)
1400000US37067003106,9.3,POINT (-80.0991692 36.2316984)
1400000US37107011100,11.1,POINT (-77.78240238 35.29622505)
1400000US37101040400,9.7,POINT (-78.23254969 35.51325481)
1400000US37081015704,8.8,POINT (-79.85436145 36.15670405)
1400000US37085070903,9.2,POINT (-78.74712964 35.47468243)
1400000US37067003107,9.3,POINT (-80.09135888 36.14918049)
1400000US37065021300,10.4,POINT (-77.63326529 35.87951081)
1400000US37071033202,9.7,POINT (-81.18460897 35.21433065)
1400000US37085070402,10.1,POINT (-78.63715938 35.41012969)
1400000US37101041102,9.1,POINT (-78.56162418 35.61184185)
1400000US37083930400,11.6,POINT (-77.64680448 36.43885564)
1400000US37097061503,9.0,POINT (-80.79544242 35.5591001)
1400000US37089930701,8.6,POINT (-82.59503193 35.41781075)
1400000US37069060802,9.6,POINT (-78.27468056 35.89435275)
1400000US37071033306,9.5,POINT (-81.14340163 35.16631451)
1400000US37089930900,8.8,POINT (-82.48202969 35.34608853)
1400000US37089931400,9.9,POINT (-82.40890362 35.27576688)
1400000US37081013700,8.5,POINT (-80.02426958 35.96808586)
1400000US37067003805,9.9,POINT (-80.32271014 36.06428965)
1400000US37067001500,11.6,POINT (-80.23983926 36.15171466)
1400000US37067003313,9.6,POINT (-80.0682524 36.0277462)
1400000US37071032502,8.5,POINT (-81.06329591 35.18428626)
1400000US37071030602,9.8,POINT (-81.41593646 35.39678488)
1400000US37067001902,10.5,POINT (-80.24633872 36.07103874)
1400000US37081016010,8.7,POINT (-79.901835 36.10756687)
1400000US37097060100,9.4,POINT (-80.87416096 35.7942431)
1400000US37081013900,13.7,POINT (-79.98719734 35.95901369)
1400000US37071031202,10.0,POINT (-81.04335907 35.26707023)
1400000US37083930700,10.6,POINT (-77.84119634 36.43971939)
1400000US37081015902,8.3,POINT (-80.00525193 36.18619709)
1400000US37071033204,11.2,POINT (-81.21656089 35.22863553)
1400000US37097061501,10.2,POINT (-80.79416931 35.59922086)
1400000US37071030902,10.9,POINT (-81.1597698 35.30845596)
1400000US37081011602,10.3,POINT (-79.84354729 36.05292358)
1400000US37067003906,7.7,POINT (-80.3234367 36.10074643)
1400000US37081011300,12.7,POINT (-79.78230484 36.0497244)
1400000US37081016900,8.9,POINT (-79.74283588 35.93511994)
1400000US37083930502,11.2,POINT (-77.72505837 36.44748388)
1400000US37067004010,8.2,POINT (-80.3798613 36.10896479)
1400000US37069060402,11.4,POINT (-78.40717105 36.11407206)
1400000US37077970500,10.0,POINT (-78.56159093 36.24427488)
1400000US37071032600,8.3,POINT (-81.12992412 35.25259128)
1400000US37067000900,11.1,POINT (-80.24909082 36.08422545)
1400000US37081011500,12.2,POINT (-79.80926473 36.056789)
1400000US37089931801,7.8,POINT (-82.51600465 35.35183276)
1400000US37081012604,10.4,POINT (-79.81283905 36.04075083)
1400000US37085071202,10.2,POINT (-78.94888506 35.24221261)
1400000US37083930300,11.1,POINT (-77.66275691 36.46745185)
1400000US37067003103,8.9,POINT (-80.07657309 36.18365292)
1400000US37097061101,9.7,POINT (-81.05256346 35.80459945)
1400000US37081016101,8.8,POINT (-79.88867626 36.09872132)
1400000US37085071303,8.9,POINT (-79.02058751 35.28174735)
1400000US37111970800,9.7,POINT (-82.1882677 35.58797769)
1400000US37119005611,8.9,POINT (-80.69805636 35.330414)
1400000US37119001200,8.5,POINT (-80.78881418 35.22627748)
1400000US37127010900,10.6,POINT (-78.0071392 36.08963104)
1400000US37119005831,8.4,POINT (-80.83691961 35.08086352)
1400000US37147000701,12.5,POINT (-77.39091424 35.61300057)
1400000US37119001912,11.2,POINT (-80.73153528 35.21505067)
1400000US37119003017,7.6,POINT (-80.79969431 35.09955934)
1400000US37119003903,13.5,POINT (-80.92047479 35.207795)
1400000US37129012105,8.8,POINT (-77.91187824 34.09057125)
1400000US37119001606,9.6,POINT (-80.76251444 35.21843767)
1400000US37151030302,11.4,POINT (-79.78308914 35.72021809)
1400000US37147001001,10.1,POINT (-77.24754516 35.59319144)
1400000US37133000302,10.3,POINT (-77.55947103 34.67169862)
1400000US37119005827,9.8,POINT (-80.87664398 35.11110063)
1400000US37135012100,8.3,POINT (-79.01583826 35.92607287)
1400000US37119005846,7.5,POINT (-80.78342889 35.03897344)
1400000US37151030900,10.2,POINT (-79.61089382 35.61183308)
1400000US37119001923,10.5,POINT (-80.71738525 35.21157838)
1400000US37119005523,8.5,POINT (-80.75645357 35.32385211)
1400000US37119005836,8.6,POINT (-80.87445931 35.04909746)
1400000US37123960200,9.8,POINT (-79.88127029 35.4118628)
1400000US37123960401,10.9,POINT (-80.01418005 35.18801112)
1400000US37111970500,10.2,POINT (-82.00440781 35.6578335)
1400000US37133000600,7.7,POINT (-77.3350086 34.66309032)
1400000US37133001101,9.5,POINT (-77.48736808 34.76530487)
1400000US37133000202,9.5,POINT (-77.52196456 34.82520896)
1400000US37119006212,8.1,POINT (-80.86786875 35.41421937)
1400000US37115010100,10.1,POINT (-82.64811408 35.9600508)
1400000US37119006213,8.3,POINT (-80.93530407 35.38825701)
1400000US37119005834,8.6,POINT (-80.71225694 35.10882938)
1400000US37119005301,11.4,POINT (-80.80468748 35.26298385)
1400000US37119003015,7.8,POINT (-80.76346561 35.12447529)
1400000US37125951100,9.5,POINT (-79.42295925 35.12488158)
1400000US37119005619,9.4,POINT (-80.66892465 35.25145544)
1400000US37119005604,11.8,POINT (-80.74049391 35.30368645)
1400000US37119004305,10.6,POINT (-80.91386736 35.24958055)
1400000US37129011603,9.2,POINT (-77.88675561 34.30692207)
1400000US37117970500,10.4,POINT (-77.11023886 35.77983341)
1400000US37149920304,8.2,POINT (-82.27072793 35.2075789)
1400000US37127010300,10.5,POINT (-77.84411492 35.92594738)
1400000US37119005617,10.0,POINT (-80.70669598 35.24388511)
1400000US37119005306,11.4,POINT (-80.78155383 35.26083542)
1400000US37119006109,10.7,POINT (-80.85260565 35.31939768)
1400000US37141920502,10.5,POINT (-78.10778935 34.39679169)
1400000US37119005840,7.7,POINT (-80.834737 35.05971838)
1400000US37119003007,7.5,POINT (-80.81328327 35.1212184)
1400000US37129011902,10.1,POINT (-77.86326395 34.21467927)
1400000US37135010705,9.0,POINT (-79.08086785 35.9174212)
1400000US37133002500,10.4,POINT (-77.26110974 34.72256414)
1400000US37117970400,11.5,POINT (-77.26603742 35.95029374)
1400000US37129010700,10.6,POINT (-77.9284717 34.19830152)
1400000US37139960502,9.1,POINT (-76.27891073 36.33391839)
1400000US37123960100,10.0,POINT (-79.78061392 35.38538263)
1400000US37113970600,9.2,POINT (-83.33290922 35.08459946)
1400000US37131920402,9.5,POINT (-77.84061762 36.5253998)
1400000US37119006106,9.4,POINT (-80.85759124 35.35496848)
1400000US37115010500,9.4,POINT (-82.69904184 35.77918962)
1400000US37119003807,10.6,POINT (-80.89010592 35.15198048)
1400000US37121950300,10.1,POINT (-82.07007831 35.94389586)
1400000US37119002903,7.7,POINT (-80.81590815 35.15509794)
1400000US37151031304,10.4,POINT (-79.87801395 35.87116772)
1400000US37129012006,8.4,POINT (-77.90261635 34.18693981)
1400000US37129010400,8.6,POINT (-77.91191897 34.22942896)
1400000US37119005709,8.1,POINT (-80.69841108 35.1324289)
1400000US37127010502,9.6,POINT (-77.82820674 35.96932014)
1400000US37113970501,8.4,POINT (-83.22211317 35.09584916)
1400000US37139960501,9.5,POINT (-76.27062946 36.36848706)
1400000US37119001603,9.6,POINT (-80.76211496 35.2286045)
1400000US37147001100,9.8,POINT (-77.22496395 35.51336163)
1400000US37127011101,9.5,POINT (-77.91922108 35.96356858)
1400000US37119006302,7.9,POINT (-80.80798853 35.39769915)
1400000US37119005401,11.2,POINT (-80.85401623 35.28962539)
1400000US37145920500,9.5,POINT (-78.88719175 36.29700963)
1400000US37133002800,9.3,POINT (-77.19196366 34.66576887)
1400000US37137950101,9.9,POINT (-76.90157887 35.1383134)
1400000US37131920100,10.6,POINT (-77.25404007 36.46341767)
1400000US37119003011,7.2,POINT (-80.84333604 35.13230859)
1400000US37147001600,10.2,POINT (-77.48306009 35.52981383)
1400000US37129011703,7.8,POINT (-77.81171691 34.24043902)
1400000US37149920104,8.5,POINT (-82.18138643 35.24558204)
1400000US37145920100,10.1,POINT (-78.86529386 36.43570997)
1400000US37131920401,12.1,POINT (-77.68601339 36.51121282)
1400000US37119003106,8.9,POINT (-80.86969863 35.14445817)
1400000US37151031200,10.5,POINT (-79.59882768 35.86310823)
1400000US37139960200,11.4,POINT (-76.20932315 36.28294971)
1400000US37119005828,8.1,POINT (-80.86568556 35.10645253)
1400000US37119004500,12.3,POINT (-80.8725803 35.25319239)
1400000US37127010602,10.4,POINT (-77.79176428 35.99352779)
1400000US37119000500,8.8,POINT (-80.84860687 35.23307697)
1400000US37119003805,6.8,POINT (-80.9130613 35.17913434)
1400000US37119002200,7.7,POINT (-80.80503997 35.18273762)
1400000US37119006108,9.7,POINT (-80.87851821 35.32094965)
1400000US37119000800,12.3,POINT (-80.81938134 35.22819395)
1400000US37135011901,8.4,POINT (-79.04756113 35.95012717)
1400000US37151031100,11.0,POINT (-79.7262349 35.77428228)
1400000US37119005610,10.2,POINT (-80.70666547 35.32150917)
1400000US37147000301,9.0,POINT (-77.35194597 35.5805277)
1400000US37119006407,8.4,POINT (-80.85406099 35.45106123)
1400000US37119005715,9.0,POINT (-80.58752141 35.20863143)
1400000US37133000103,9.4,POINT (-77.31966683 34.85195448)
1400000US37119005915,9.0,POINT (-80.93345727 35.13482007)
1400000US37147002001,11.8,POINT (-77.43772609 35.68092208)
1400000US37133002202,10.6,POINT (-77.36804065 34.74615073)
1400000US37129012010,8.5,POINT (-77.87738946 34.16465235)
1400000US37119001507,11.9,POINT (-80.74331111 35.24623913)
1400000US37141920101,8.2,POINT (-77.67338955 34.34407768)
1400000US37119006214,8.5,POINT (-80.89171098 35.39766094)
1400000US37119001509,11.4,POINT (-80.76003749 35.25812227)
1400000US37135011400,10.3,POINT (-79.04713879 35.92526811)
1400000US37145920300,11.3,POINT (-78.97041767 36.41894264)
1400000US37119002906,7.6,POINT (-80.8372935 35.16045901)
1400000US37119005916,10.9,POINT (-80.9118325 35.1326709)
1400000US37133001000,8.7,POINT (-77.45093536 34.71623774)
1400000US37127010503,9.5,POINT (-77.85876559 35.9867714)
1400000US37119005817,7.8,POINT (-80.78220148 35.07461511)
1400000US37119006210,7.9,POINT (-80.89714162 35.42595317)
1400000US37119003108,10.0,POINT (-80.86990461 35.1305588)
1400000US37119005510,10.4,POINT (-80.82684215 35.32446739)
1400000US37119002702,8.0,POINT (-80.83795303 35.18229849)
1400000US37119005711,8.2,POINT (-80.68521583 35.16411413)
1400000US37119005717,9.4,POINT (-80.71277029 35.15384817)
1400000US37141920402,9.6,POINT (-77.99268229 34.57247127)
1400000US37133000403,8.3,POINT (-77.44078678 34.48789906)
1400000US37125950200,10.5,POINT (-79.66270492 35.44811743)
1400000US37119005514,8.8,POINT (-80.78364805 35.33532236)
1400000US37133000401,8.8,POINT (-77.53274717 34.5465542)
1400000US37117970200,10.6,POINT (-77.07559781 35.82008)
1400000US37127010504,9.8,POINT (-77.87490643 35.94380045)
1400000US37147001402,10.2,POINT (-77.38360413 35.4324528)
1400000US37131920200,10.9,POINT (-77.28347811 36.29835623)
1400000US37145920200,9.6,POINT (-79.03973478 36.47201178)
1400000US37135010901,9.2,POINT (-79.02998001 36.09397203)
1400000US37147000601,11.5,POINT (-77.41457237 35.60487801)
1400000US37119001802,8.7,POINT (-80.77902118 35.19429899)
1400000US37119005918,8.6,POINT (-80.97979771 35.09043268)
1400000US37119004100,9.9,POINT (-80.87079466 35.23107569)
1400000US37141920602,9.9,POINT (-77.91952572 34.40643717)
1400000US37119003103,8.4,POINT (-80.86181993 35.16720941)
1400000US37133001500,11.4,POINT (-77.42362325 34.77305843)
1400000US37129012103,8.2,POINT (-77.87767592 34.1437198)
1400000US37125950302,8.7,POINT (-79.61365206 35.21894403)
1400000US37129012203,8.2,POINT (-77.9209903 33.98224861)
1400000US37119005811,8.2,POINT (-80.75202064 35.13828421)
1400000US37119006203,8.1,POINT (-80.89699233 35.49922793)
1400000US37135011205,7.4,POINT (-79.04147902 35.96121409)
1400000US37139960702,9.5,POINT (-76.1680603 36.17914135)
1400000US37119005908,8.0,POINT (-81.02463384 35.12398211)
1400000US37135010706,7.6,POINT (-79.08645102 35.93601332)
1400000US37119003700,11.1,POINT (-80.87392797 35.20429642)
1400000US37119003500,7.6,POINT (-80.84565564 35.2075565)
1400000US37127010200,12.5,POINT (-77.82255338 35.9092331)
1400000US37129010300,11.2,POINT (-77.90864869 34.24963741)
1400000US37121950100,9.4,POINT (-82.24105624 36.08592039)
1400000US37113970302,9.1,POINT (-83.42896646 35.188887)
1400000US37119002400,8.2,POINT (-80.81682769 35.20724902)
1400000US37125951200,10.1,POINT (-79.50682437 35.10597106)
1400000US37147002002,10.6,POINT (-77.36540748 35.75051359)
1400000US37147000201,11.2,POINT (-77.34567033 35.60871979)
1400000US37133001200,9.4,POINT (-77.45365489 34.82049543)
1400000US37135010902,9.0,POINT (-79.05580381 36.03138262)
1400000US37149920101,9.3,POINT (-82.03491712 35.25051757)
1400000US37141920204,10.3,POINT (-77.73883567 34.59519094)
1400000US37119005509,9.0,POINT (-80.80219668 35.36432165)
1400000US37119005848,7.9,POINT (-80.74266449 35.0901217)
1400000US37119005519,8.8,POINT (-80.74153564 35.36869124)
1400000US37109070901,9.2,POINT (-81.1543415 35.53481501)
1400000US37135010703,8.8,POINT (-79.08441426 35.90976247)
1400000US37119001918,10.9,POINT (-80.75545781 35.19868865)
1400000US37119005620,9.7,POINT (-80.67793474 35.2273001)
1400000US37119000100,7.9,POINT (-80.84415908 35.22592383)
1400000US37119006304,8.0,POINT (-80.80862242 35.43436112)
1400000US37119005914,8.6,POINT (-80.96811349 35.12193136)
1400000US37119005404,10.5,POINT (-80.81488669 35.28575946)
1400000US37119001922,10.6,POINT (-80.70510844 35.2185262)
1400000US37119006404,7.5,POINT (-80.79892627 35.47618723)
1400000US37119004303,10.2,POINT (-80.93234083 35.25527036)
1400000US37111970100,9.8,POINT (-82.02585477 35.80612215)
1400000US37147001302,9.3,POINT (-77.3946286 35.52037316)
1400000US37149920301,9.6,POINT (-82.2256748 35.23619799)
1400000US37123960500,10.7,POINT (-79.79404512 35.23832503)
1400000US37119006104,9.9,POINT (-80.90932235 35.30858064)
1400000US37139960300,14.6,POINT (-76.23153496 36.28945694)
1400000US37135011602,11.7,POINT (-79.04611764 35.90351282)
1400000US37129011300,9.7,POINT (-77.95021595 34.22789572)
1400000US37147000100,12.8,POINT (-77.37264806 35.60618381)
1400000US37129010800,11.1,POINT (-77.94322291 34.18471507)
1400000US37119005911,8.4,POINT (-81.02736983 35.07608154)
1400000US37109071101,9.1,POINT (-81.0270723 35.50609487)
1400000US37119005815,8.5,POINT (-80.79813947 35.08627087)
1400000US37119005844,7.6,POINT (-80.82303456 35.02604884)
1400000US37125950702,7.6,POINT (-79.45228773 35.16803327)
1400000US37119003006,7.9,POINT (-80.82973583 35.13328069)
1400000US37119003203,8.5,POINT (-80.86330431 35.17731891)
1400000US37151030202,9.3,POINT (-79.8049435 35.66013757)
1400000US37119001701,10.4,POINT (-80.78960073 35.21198006)
1400000US37119005521,9.2,POINT (-80.7214255 35.34305686)
1400000US37135011203,8.8,POINT (-79.20775837 35.94500364)
1400000US37119002004,8.4,POINT (-80.78089103 35.14691862)
1400000US37119005910,9.0,POINT (-80.99864014 35.10950763)
1400000US37111970700,9.8,POINT (-82.18098671 35.68314426)
1400000US37119002701,7.9,POINT (-80.83090907 35.20052028)
1400000US37119005830,8.7,POINT (-80.85688509 35.07362211)
1400000US37119005824,9.6,POINT (-80.896687 35.10790779)
1400000US37129011000,13.0,POINT (-77.93425347 34.21531129)
1400000US37139960600,9.5,POINT (-76.3037554 36.26878905)
1400000US37151030801,9.9,POINT (-79.72245668 35.68056316)
1400000US37119000400,8.1,POINT (-80.85673213 35.22024457)
1400000US37119005511,9.3,POINT (-80.80802766 35.33427161)
1400000US37129011705,8.6,POINT (-77.79838741 34.26746121)
1400000US37127011200,9.3,POINT (-77.90304651 35.86938466)
1400000US37119004200,12.7,POINT (-80.88299055 35.24486843)
1400000US37119001504,11.8,POINT (-80.7606011 35.24296861)
1400000US37119005614,9.1,POINT (-80.69403398 35.3015859)
1400000US37125950602,8.8,POINT (-79.45487765 35.23066102)
1400000US37147001301,9.6,POINT (-77.4215763 35.52775855)
1400000US37119006006,10.1,POINT (-80.95321484 35.26201689)
1400000US37109071001,9.3,POINT (-81.15318116 35.44342024)
1400000US37129011606,9.4,POINT (-77.8554921 34.26191676)
1400000US37125950900,8.8,POINT (-79.39305389 35.17582406)
1400000US37147000603,10.2,POINT (-77.41711697 35.56143395)
1400000US37119005000,11.7,POINT (-80.83959786 35.25277873)
1400000US37147000400,11.3,POINT (-77.36450282 35.59716109)
1400000US37119005305,10.8,POINT (-80.78493393 35.27223974)
