GEOID,Asthma_prev,geometry
1400000US37027031201,10.3,POINT (-81.39235086 35.93474773)
1400000US37025040701,10.3,POINT (-80.58176415 35.49919545)
1400000US37031970803,8.1,POINT (-77.05844226 34.69537866)
1400000US37051003201,9.0,POINT (-79.02649385 35.00270541)
1400000US37019020601,9.7,POINT (-78.41274424 34.07817796)
1400000US37023021202,10.0,POINT (-81.48296924 35.70252882)
1400000US37051001500,10.2,POINT (-78.87324641 34.98550908)
1400000US37023020100,10.8,POINT (-81.67917432 35.82494956)
1400000US37051002001,9.5,POINT (-78.96572242 35.06834963)
1400000US37025041503,8.7,POINT (-80.58060562 35.32380191)
1400000US37019020204,9.4,POINT (-78.08999713 34.02495888)
1400000US37061090801,10.9,POINT (-78.10040444 34.87867414)
1400000US37063001900,8.2,POINT (-78.75010884 35.97610067)
1400000US37065020300,11.9,POINT (-77.75775569 35.93609855)
1400000US37051002700,9.6,POINT (-78.70531333 35.12043953)
1400000US37019020509,8.3,POINT (-78.51108705 33.89842902)
1400000US37019020306,8.5,POINT (-78.00406177 33.95438543)
1400000US37035011504,8.7,POINT (-80.99495851 35.5781695)
1400000US37049961303,9.9,POINT (-76.7609587 34.90148417)
1400000US37051001200,12.3,POINT (-78.87779576 35.09106035)
1400000US37021003201,8.4,POINT (-82.48394513 35.54121808)
1400000US37029950102,9.5,POINT (-76.04766466 36.27588643)
1400000US37063000102,9.8,POINT (-78.90217421 36.02929324)
1400000US37049960600,10.6,POINT (-77.07693659 35.11544303)
1400000US37035011300,10.7,POINT (-81.1940096 35.67057558)
1400000US37023021400,10.5,POINT (-81.71223419 35.7285953)
1400000US37049961100,8.8,POINT (-77.01079009 34.88873455)
1400000US37063001002,12.7,POINT (-78.86979646 35.9956481)
1400000US37045951501,10.0,POINT (-81.69830879 35.24784493)
1400000US37051003102,9.3,POINT (-79.0179054 34.96297909)
1400000US37057060900,10.4,POINT (-80.09778572 35.86649057)
1400000US37063001707,7.7,POINT (-78.95989588 36.04718282)
1400000US37051003305,10.6,POINT (-79.00388979 35.09248909)
1400000US37037020401,10.4,POINT (-79.46310792 35.71689902)
1400000US37051980200,8.4,POINT (-78.93384416 35.16168646)
1400000US37027030500,9.2,POINT (-81.50704366 35.91964985)
1400000US37057060301,9.2,POINT (-80.27386804 35.96586995)
1400000US37063002200,9.1,POINT (-78.90178042 35.99942594)
1400000US37031970604,7.8,POINT (-76.82390011 34.73467106)
1400000US37051000900,10.1,POINT (-78.91525105 35.07177145)
1400000US37027031100,10.1,POINT (-81.46298416 35.99905942)
1400000US37039930100,10.2,POINT (-83.78491597 35.20665645)
1400000US37021000900,11.7,POINT (-82.55905888 35.57876487)
1400000US37027031202,10.6,POINT (-81.44794583 35.87336155)
1400000US37063000301,9.9,POINT (-78.91200443 36.01738055)
1400000US37065020200,13.0,POINT (-77.7838257 35.90943739)
1400000US37065020400,12.0,POINT (-77.75418006 35.95813181)
1400000US37025040800,10.5,POINT (-80.61798914 35.49061778)
1400000US37031970501,9.9,POINT (-76.80717761 34.75039224)
1400000US37047930900,11.6,POINT (-78.73844179 34.31995917)
1400000US37021000700,9.8,POINT (-82.54538443 35.59043169)
1400000US37035011503,8.8,POINT (-80.99297131 35.65408032)
1400000US37035010700,10.3,POINT (-81.37479677 35.72583954)
1400000US37057061701,9.5,POINT (-80.3260222 35.80613957)
1400000US37063001708,10.6,POINT (-78.88605652 36.06765676)
1400000US37021001801,8.9,POINT (-82.52222703 35.6035398)
1400000US37013930700,9.1,POINT (-76.70389985 35.4642631)
1400000US37021001300,9.8,POINT (-82.6227691 35.58065437)
1400000US37045950800,10.5,POINT (-81.51360224 35.34252796)
1400000US37031970101,9.2,POINT (-76.36047579 34.89280085)
1400000US37051003402,7.9,POINT (-79.02856272 35.15544335)
1400000US37021003102,9.0,POINT (-82.30686885 35.6655056)
1400000US37051003700,9.4,POINT (-78.80687051 35.21528741)
1400000US37031971001,8.3,POINT (-76.8877103 34.68807302)
1400000US37021002402,9.1,POINT (-82.6992744 35.48998351)
1400000US37027031403,11.3,POINT (-81.45198793 35.81836309)
1400000US37023020500,9.3,POINT (-81.69864193 35.75200868)
1400000US37055970200,8.8,POINT (-75.67810629 36.03294385)
1400000US37043950200,9.6,POINT (-83.8835145 35.02340994)
1400000US37025042101,12.5,POINT (-80.58237742 35.39487692)
1400000US37053110301,9.1,POINT (-76.05078547 36.46753343)
1400000US37057061500,11.4,POINT (-80.26115031 35.79764502)
1400000US37025041303,8.0,POINT (-80.73113422 35.39388013)
1400000US37019020202,8.7,POINT (-77.99388751 34.09468446)
1400000US37051003406,8.4,POINT (-78.99183755 35.14806106)
1400000US37037020105,8.2,POINT (-79.11067956 35.83607485)
1400000US37031971102,8.4,POINT (-76.70374141 34.69980507)
1400000US37063002019,7.8,POINT (-78.98776429 35.8877357)
1400000US37051002502,10.0,POINT (-78.86582361 35.13130067)
1400000US37021000500,7.9,POINT (-82.54249114 35.62301888)
1400000US37035010402,10.3,POINT (-81.32372055 35.74593696)
1400000US37053110401,9.3,POINT (-75.9063688 36.30998442)
1400000US37057061902,10.5,POINT (-80.13407084 35.74803338)
1400000US37025042604,8.9,POINT (-80.65643255 35.32993419)
1400000US37025041301,8.7,POINT (-80.74731309 35.4727327)
1400000US37051002300,11.7,POINT (-78.94359138 35.09966514)
1400000US37025041701,9.0,POINT (-80.40450979 35.3979627)
1400000US37063001711,10.2,POINT (-78.92964094 36.05881987)
1400000US37027030700,10.2,POINT (-81.51072142 35.82918748)
1400000US37045951200,10.5,POINT (-81.56028118 35.26710965)
1400000US37057062002,10.6,POINT (-80.1057242 35.61269591)
1400000US37023020301,10.0,POINT (-81.81611835 35.70701482)
1400000US37021002605,9.4,POINT (-82.68836392 35.61770677)
1400000US37055970101,7.9,POINT (-75.74181196 36.14098978)
1400000US37045950602,10.7,POINT (-81.412154 35.19051258)
1400000US37051000600,9.6,POINT (-78.91755699 35.03392305)
1400000US37019020102,9.2,POINT (-78.09310442 34.287252)
1400000US37063001802,11.6,POINT (-78.85123933 35.98795357)
1400000US37015960300,11.9,POINT (-77.16444723 36.06866989)
1400000US37019020510,9.0,POINT (-78.47680959 33.89364351)
1400000US37031970902,8.1,POINT (-77.042635 34.66594014)
1400000US37021002302,8.5,POINT (-82.62442058 35.51848712)
1400000US37031970801,9.2,POINT (-77.11480499 34.75827163)
1400000US37045950400,10.2,POINT (-81.36655523 35.23954583)
1400000US37025040702,10.3,POINT (-80.5943183 35.48502855)
1400000US37045950301,10.5,POINT (-81.44298078 35.35315974)
1400000US37035010201,9.3,POINT (-81.20203873 35.78619829)
1400000US37017950500,10.2,POINT (-78.77762689 34.54040571)
1400000US37049960102,9.7,POINT (-77.00317801 35.20759013)
1400000US37049960403,7.9,POINT (-77.09344364 35.08139233)
1400000US37055970501,9.5,POINT (-75.85770457 35.77526983)
1400000US37035010101,9.1,POINT (-81.13680722 35.76706196)
1400000US37019020104,10.2,POINT (-78.00938269 34.24892954)
1400000US37063001503,9.9,POINT (-78.91565244 36.00683784)
1400000US37063002008,7.3,POINT (-78.95472869 35.94201726)
1400000US37037020103,8.1,POINT (-79.05609213 35.83862472)
1400000US37039930300,9.5,POINT (-84.1234565 35.19296699)
1400000US37049960300,10.5,POINT (-77.29802907 35.22078302)
1400000US37049960401,8.8,POINT (-77.15935174 35.10723212)
1400000US37051001603,11.4,POINT (-78.93163276 34.99581106)
1400000US37063000600,9.0,POINT (-78.93781473 35.98630754)
1400000US37063001807,10.3,POINT (-78.8228594 35.98404728)
1400000US37063001502,9.9,POINT (-78.94776063 36.00971075)
1400000US37063001705,9.0,POINT (-78.92885943 36.03654091)
1400000US37021002505,8.5,POINT (-82.66820257 35.56800454)
1400000US37063002017,7.8,POINT (-78.97833188 35.98450594)
1400000US37025042504,8.3,POINT (-80.64673446 35.39124759)
1400000US37023021000,10.0,POINT (-81.47277871 35.75240396)
1400000US37035010304,9.8,POINT (-81.27553721 35.73579083)
1400000US37021002703,8.7,POINT (-82.48771011 35.6958287)
1400000US37041930101,11.0,POINT (-76.62703503 36.05942737)
1400000US37021001600,8.4,POINT (-82.56316801 35.65196348)
1400000US37025042501,8.8,POINT (-80.64713495 35.42290312)
1400000US37025041000,10.7,POINT (-80.63847374 35.48954406)
1400000US37017950100,10.6,POINT (-78.41611141 34.62729489)
1400000US37051000200,14.3,POINT (-78.87349909 35.03746853)
1400000US37051002401,13.3,POINT (-78.93148515 35.10767846)
1400000US37035010502,8.3,POINT (-81.33316426 35.78473666)
1400000US37035011402,9.8,POINT (-81.12655122 35.64829597)
1400000US37057061202,9.6,POINT (-80.29535927 35.86224877)
1400000US37057061804,9.9,POINT (-80.29599494 35.70026005)
1400000US37063002026,10.9,POINT (-78.89745469 35.94540188)
1400000US37031970402,10.0,POINT (-76.72097853 34.72495841)
1400000US37051003500,10.5,POINT (-78.97688481 35.17312605)
1400000US37061090200,10.8,POINT (-78.08863074 35.10257412)
1400000US37031970303,8.9,POINT (-76.67315837 34.71449501)
1400000US37019020402,8.7,POINT (-78.29591871 33.91938951)
1400000US37063001501,10.9,POINT (-78.94085513 36.00129551)
1400000US37025042602,9.0,POINT (-80.6935416 35.36964324)
1400000US37097060902,10.1,POINT (-80.93877547 35.92735735)
1400000US37067001400,11.9,POINT (-80.25535261 36.14223383)
1400000US37099950800,9.0,POINT (-83.12844788 35.18632626)
1400000US37081016407,8.4,POINT (-79.94102581 36.03044361)
1400000US37107011002,9.6,POINT (-77.70684309 35.32351531)
1400000US37067000802,13.1,POINT (-80.23127538 36.07657807)
1400000US37067002806,11.2,POINT (-80.27603062 36.18639574)
1400000US37081015705,9.4,POINT (-79.84152866 36.12959964)
1400000US37107010400,13.5,POINT (-77.57308304 35.26296287)
1400000US37071031102,10.0,POINT (-81.01806572 35.28978424)
1400000US37067000400,12.7,POINT (-80.24190229 36.120282)
1400000US37067002809,8.8,POINT (-80.33905387 36.22017695)
1400000US37081015703,8.7,POINT (-79.81097207 36.13305529)
1400000US37081014300,12.0,POINT (-80.01089752 35.94140044)
1400000US37091950300,11.3,POINT (-77.10454339 36.30704174)
1400000US37069060801,10.0,POINT (-78.25028362 35.94662374)
1400000US37081010702,12.3,POINT (-79.80637242 36.06879537)
1400000US37077970704,7.2,POINT (-78.79348344 36.15522168)
1400000US37089931901,8.5,POINT (-82.56863696 35.29328631)
1400000US37109070202,8.8,POINT (-81.18872894 35.49453261)
1400000US37097061601,11.1,POINT (-80.81922608 35.58641695)
1400000US37081011904,10.9,POINT (-79.77411788 36.13447542)
1400000US37087920500,9.5,POINT (-82.91603662 35.5454036)
1400000US37089930100,8.9,POINT (-82.33888718 35.4354612)
1400000US37081014408,11.9,POINT (-80.0410086 35.93366986)
1400000US37067003404,12.9,POINT (-80.19153925 36.0670674)
1400000US37085070500,10.1,POINT (-78.66629585 35.29888099)
1400000US37081012503,8.7,POINT (-79.81480042 36.11443707)
1400000US37071032800,10.7,POINT (-81.18082315 35.23919982)
1400000US37071030101,9.0,POINT (-80.99636481 35.375993)
1400000US37071030802,10.6,POINT (-81.26695493 35.30106145)
1400000US37081012609,10.2,POINT (-79.85537649 36.0265248)
1400000US37067000302,12.4,POINT (-80.25651421 36.11934205)
1400000US37067003311,9.0,POINT (-80.12891868 36.06085301)
1400000US37077970102,9.9,POINT (-78.72738562 36.389494)
1400000US37107010900,11.0,POINT (-77.59304463 35.34243636)
1400000US37099950400,9.0,POINT (-83.19240619 35.3610689)
1400000US37065021400,10.7,POINT (-77.72967363 35.85226234)
1400000US37081016409,8.5,POINT (-79.93680329 36.00529554)
1400000US37109070201,9.5,POINT (-81.22968045 35.49173808)
1400000US37089931500,7.7,POINT (-82.44693274 35.26432328)
1400000US37071032401,8.7,POINT (-81.04825059 35.22829733)
1400000US37097060300,12.1,POINT (-80.89695427 35.76462476)
1400000US37085070401,9.9,POINT (-78.69170111 35.38381591)
1400000US37067003201,9.6,POINT (-80.0940727 36.12512118)
1400000US37067003703,9.3,POINT (-80.28102146 36.01218772)
1400000US37101041503,9.6,POINT (-78.60007938 35.47872213)
1400000US37081014407,9.2,POINT (-80.03832174 35.97802307)
1400000US37081012608,11.3,POINT (-79.85358783 36.04287829)
1400000US37081012510,7.9,POINT (-79.8576923 36.11785953)
1400000US37071030205,10.0,POINT (-81.12707899 35.38353223)
1400000US37081016102,9.6,POINT (-79.90143113 36.08279374)
1400000US37081010403,8.9,POINT (-79.8152325 36.10486685)
1400000US37071031003,9.2,POINT (-81.05761474 35.31008592)
1400000US37081016003,8.4,POINT (-79.94710017 36.15994841)
1400000US37071032301,9.5,POINT (-81.0592582 35.25102556)
1400000US37085070200,11.3,POINT (-78.56740141 35.32669578)
1400000US37097061303,8.8,POINT (-80.79268016 35.62759691)
1400000US37101041001,9.8,POINT (-78.43783378 35.63830525)
1400000US37093970300,11.1,POINT (-79.22404814 34.98313619)
1400000US37107011200,10.2,POINT (-77.7240357 35.12514023)
1400000US37071030502,9.6,POINT (-81.32774785 35.33526272)
1400000US37081016405,10.3,POINT (-79.93360281 36.06277462)
1400000US37067002808,9.2,POINT (-80.3193267 36.23878572)
1400000US37067004007,8.3,POINT (-80.4541356 36.06780171)
1400000US37101040203,8.8,POINT (-78.38194741 35.68310679)
1400000US37081014409,9.6,POINT (-80.02183857 36.00124075)
1400000US37105030503,10.3,POINT (-79.19495271 35.36826767)
1400000US37097061204,8.3,POINT (-80.90666884 35.62905392)
1400000US37067000200,10.3,POINT (-80.24817006 36.10548533)
1400000US37067002801,9.0,POINT (-80.39405888 36.22614831)
1400000US37071031701,10.0,POINT (-81.28297305 35.19198155)
1400000US37067003003,9.8,POINT (-80.15251389 36.13331849)
1400000US37071033500,9.9,POINT (-81.10900041 35.34030203)
1400000US37067004015,8.8,POINT (-80.36811626 35.99743566)
1400000US37087920700,9.0,POINT (-83.10535991 35.51618477)
1400000US37067003309,10.5,POINT (-80.17945558 36.09222425)
1400000US37105030102,8.3,POINT (-79.21194687 35.48368809)
1400000US37081011000,14.6,POINT (-79.7691376 36.077918)
1400000US37097061405,8.4,POINT (-80.88701871 35.56197199)
1400000US37067001100,9.5,POINT (-80.26221307 36.09504854)
1400000US37067003500,11.5,POINT (-80.20883199 36.03399069)
1400000US37071030302,10.3,POINT (-81.15805037 35.33811155)
1400000US37083931000,10.5,POINT (-77.53517444 36.26608883)
1400000US37077970400,11.4,POINT (-78.58354323 36.30072061)
1400000US37097060603,10.9,POINT (-80.82984042 35.75952718)
1400000US37081012804,11.5,POINT (-79.79120471 36.02401966)
1400000US37089930501,8.8,POINT (-82.49626278 35.3978866)
1400000US37071031402,9.6,POINT (-81.14789519 35.29522532)
1400000US37071030402,9.7,POINT (-81.23745772 35.32476069)
1400000US37067004103,8.9,POINT (-80.3727443 36.13434041)
1400000US37081010300,10.4,POINT (-79.77472009 36.09358211)
1400000US37071033304,8.7,POINT (-81.14147713 35.20311045)
1400000US37081015500,10.8,POINT (-79.75022133 36.16798599)
1400000US37067002703,10.8,POINT (-80.28414477 36.14657959)
1400000US37101041501,9.6,POINT (-78.51073144 35.48475101)
1400000US37105030300,12.0,POINT (-79.17406933 35.46904909)
1400000US37067002701,10.8,POINT (-80.30932926 36.16277665)
1400000US37097061002,9.7,POINT (-80.97658425 35.85087079)
1400000US37081013601,12.2,POINT (-79.9934186 35.97493586)
1400000US37065020600,11.5,POINT (-77.69428738 35.99852819)
1400000US37081012611,10.8,POINT (-79.82524561 36.02413494)
1400000US37081016410,9.5,POINT (-79.93851428 35.97496945)
1400000US37097061104,9.4,POINT (-80.96706692 35.75732967)
1400000US37065021100,10.5,POINT (-77.56542074 35.93315532)
1400000US37081016305,8.1,POINT (-79.98513007 36.02720108)
1400000US37067002100,9.0,POINT (-80.28521372 36.07447023)
1400000US37081015200,9.6,POINT (-79.56872876 36.12242508)
1400000US37107011400,10.2,POINT (-77.55255988 35.19639035)
1400000US37087920200,9.7,POINT (-82.82710933 35.57223493)
1400000US37089930401,9.1,POINT (-82.4441091 35.38228587)
1400000US37071030203,9.5,POINT (-81.0782344 35.38765206)
1400000US37085070902,9.3,POINT (-78.69820121 35.48921478)
1400000US37081016505,9.1,POINT (-79.9146124 36.02822927)
1400000US37069060600,9.6,POINT (-78.34284777 35.99464309)
1400000US37067002501,7.8,POINT (-80.28289292 36.10440801)
1400000US37087921200,9.7,POINT (-83.01066559 35.42417245)
1400000US37097061502,8.9,POINT (-80.77520541 35.57792815)
1400000US37083930800,12.5,POINT (-77.87600745 36.25335887)
1400000US37107010100,11.4,POINT (-77.49684711 35.35090642)
1400000US37065020800,11.2,POINT (-77.45182996 35.90350223)
1400000US37067003904,8.8,POINT (-80.35496008 36.06964182)
1400000US37089931100,9.4,POINT (-82.46640903 35.32579445)
1400000US37073970200,10.1,POINT (-76.71355256 36.46655528)
1400000US37101040201,10.0,POINT (-78.23597005 35.71851499)
1400000US37071031500,12.5,POINT (-81.2136692 35.28366947)
1400000US37077970601,9.7,POINT (-78.6024475 36.16360341)
1400000US37081012705,11.9,POINT (-79.74534755 36.10145988)
1400000US37071030700,10.1,POINT (-81.37677116 35.36536742)
1400000US37097060901,9.5,POINT (-80.91956661 36.01403287)
1400000US37101040500,10.1,POINT (-78.18425874 35.4420411)
1400000US37071031201,9.1,POINT (-81.02426173 35.27317413)
1400000US37097061203,8.8,POINT (-80.87505948 35.62854029)
1400000US37071032000,11.9,POINT (-81.17596675 35.2735168)
1400000US37097061304,8.8,POINT (-80.8402636 35.61471531)
1400000US37067002502,7.8,POINT (-80.29912085 36.09940446)
1400000US37079950102,9.4,POINT (-77.56485895 35.47597746)
1400000US37081010602,11.3,POINT (-79.82304564 36.06824028)
1400000US37085070700,10.2,POINT (-78.79273095 35.37026605)
1400000US37101041300,10.4,POINT (-78.36055465 35.33624216)
1400000US37073970300,10.3,POINT (-76.84949345 36.46236511)
1400000US37081012601,9.9,POINT (-79.86925404 36.06164926)
1400000US37083930100,12.3,POINT (-77.59569783 36.39629746)
1400000US37081016007,8.6,POINT (-79.87616602 36.12114959)
1400000US37089931000,8.7,POINT (-82.44334722 35.33788999)
1400000US37081010500,8.4,POINT (-79.81847897 36.08130416)
1400000US37067003402,9.4,POINT (-80.13998466 36.03910993)
1400000US37075920200,9.7,POINT (-83.75699458 35.32858887)
1400000US37087920101,9.1,POINT (-83.04398673 35.6429992)
1400000US37081016005,8.1,POINT (-79.88978065 36.15992447)
1400000US37067004013,8.7,POINT (-80.39616926 36.03375437)
1400000US37105030501,8.4,POINT (-79.11618036 35.41874404)
1400000US37071030901,10.1,POINT (-81.18137808 35.31301113)
1400000US37069060302,11.7,POINT (-78.31304711 36.07224276)
1400000US37071031704,10.2,POINT (-81.25594194 35.21648069)
1400000US37067002903,10.7,POINT (-80.20288339 36.16997211)
1400000US37097061102,9.3,POINT (-81.00468863 35.78910027)
1400000US37097061403,9.1,POINT (-80.85710501 35.58145216)
1400000US37081010200,11.2,POINT (-79.77607805 36.10623654)
1400000US37089931700,8.1,POINT (-82.50495062 35.3085839)
1400000US37081016103,9.7,POINT (-79.88000065 36.07784897)
1400000US37081012704,10.8,POINT (-79.76754812 36.11892268)
1400000US37089932000,8.6,POINT (-82.47085071 35.207107)
1400000US37105030702,9.5,POINT (-79.05351217 35.49643297)
1400000US37077970603,9.4,POINT (-78.70809036 36.11021263)
1400000US37069060401,10.3,POINT (-78.48994256 36.12780762)
1400000US37081016011,9.8,POINT (-79.92731899 36.0798813)
1400000US37081016304,8.0,POINT (-80.00435424 36.02194841)
1400000US37101040302,10.4,POINT (-78.29656766 35.58244119)
1400000US37081017200,9.2,POINT (-79.61614596 36.02754003)
1400000US37065021600,10.5,POINT (-77.62397473 35.74240364)
1400000US37067003903,10.9,POINT (-80.32389444 36.07881572)
1400000US37101040600,11.2,POINT (-78.29886836 35.456686)
1400000US37071032702,8.8,POINT (-81.16225892 35.22791962)
1400000US37067002002,11.1,POINT (-80.25199012 36.0542286)
1400000US37077970300,11.1,POINT (-78.63813583 36.28122911)
1400000US37095920100,10.2,POINT (-76.24858517 35.53179011)
1400000US37083930600,11.6,POINT (-77.73364347 36.34268516)
1400000US37081015901,8.8,POINT (-79.97134116 36.23423171)
1400000US37071033203,10.7,POINT (-81.20624037 35.24120585)
1400000US37081011601,10.2,POINT (-79.82337457 36.05357323)
1400000US37081014502,10.2,POINT (-79.9680643 35.93336143)
1400000US37075920300,10.7,POINT (-83.90537579 35.29695356)
1400000US37067002603,8.7,POINT (-80.31761918 36.13376913)
1400000US37097060200,13.5,POINT (-80.87386103 35.76469284)
1400000US37089930502,8.6,POINT (-82.4559887 35.42778762)
1400000US37079950101,10.7,POINT (-77.6915977 35.55688022)
1400000US37081016502,8.5,POINT (-79.89008363 36.0018722)
1400000US37101040800,9.7,POINT (-78.36119175 35.49975013)
1400000US37105030602,9.1,POINT (-79.28595232 35.45209955)
1400000US37087920900,9.8,POINT (-82.9957504 35.49305502)
1400000US37085070802,10.3,POINT (-78.74997485 35.40538172)
1400000US37067004104,8.6,POINT (-80.37297472 36.16789211)
1400000US37081012508,8.9,POINT (-79.82986117 36.10282128)
1400000US37067001601,11.3,POINT (-80.21232108 36.14057573)
1400000US37097061402,8.5,POINT (-80.90343934 35.59026557)
1400000US37071031004,9.3,POINT (-81.0542116 35.28891606)
1400000US37081012707,13.0,POINT (-79.7465279 36.08141276)
1400000US37085071204,9.0,POINT (-78.93931583 35.29638035)
1400000US37103920300,10.7,POINT (-77.51047813 35.08799672)
1400000US37081010100,12.3,POINT (-79.76110847 36.09315215)
1400000US37087921302,9.4,POINT (-82.82852225 35.42162799)
1400000US37067001901,12.3,POINT (-80.22677871 36.06489855)
1400000US37071031001,10.8,POINT (-81.08310148 35.29364884)
1400000US37085071301,9.6,POINT (-79.04248129 35.35959931)
1400000US37069060200,9.8,POINT (-78.12112975 36.15059817)
1400000US37081016702,9.4,POINT (-79.84631322 35.94448679)
1400000US37081016203,7.9,POINT (-80.02352942 36.07010256)
1400000US37085071002,9.3,POINT (-78.90043669 35.51558475)
1400000US37067003004,9.2,POINT (-80.12850447 36.11908004)
1400000US37101040901,9.2,POINT (-78.36588679 35.58444275)
1400000US37085071101,9.9,POINT (-78.94602567 35.45149801)
1400000US37081012617,10.6,POINT (-79.86858104 36.04133378)
1400000US37081014412,9.4,POINT (-79.97463276 35.99567428)
1400000US37085071401,10.1,POINT (-79.12369971 35.31499546)
1400000US37081016204,7.8,POINT (-79.98751807 36.06411368)
1400000US37107010300,15.9,POINT (-77.57204691 35.25043421)
1400000US37067003108,10.6,POINT (-80.05234686 36.15036202)
1400000US37087921301,9.0,POINT (-82.92036766 35.40218666)
1400000US37089930703,8.9,POINT (-82.60180018 35.32679799)
1400000US37081015707,8.9,POINT (-79.82461634 36.14628652)
1400000US37093970401,12.1,POINT (-79.14406178 34.92020025)
1400000US37081014410,9.9,POINT (-80.00901463 35.99464842)
1400000US37067003804,9.0,POINT (-80.32104682 36.03855459)
1400000US37067004102,9.7,POINT (-80.41655399 36.17131266)
1400000US37081012607,9.5,POINT (-79.88317647 36.04340296)
1400000US37077970101,10.3,POINT (-78.61506323 36.47429841)
1400000US37081014000,10.5,POINT (-80.02428235 35.94864595)
1400000US37081016600,9.7,POINT (-79.91368635 35.93887447)
1400000US37071032505,9.7,POINT (-81.1418663 35.23823999)
1400000US37067003105,9.8,POINT (-80.14051155 36.19347844)
1400000US37085070904,9.3,POINT (-78.77072445 35.50414042)
1400000US37097060801,10.1,POINT (-80.76585057 36.00188543)
1400000US37067000700,12.6,POINT (-80.23109571 36.09824121)
1400000US37107010600,10.1,POINT (-77.59243565 35.27985957)
1400000US37081010701,8.8,POINT (-79.80425378 36.07667775)
1400000US37081017000,9.1,POINT (-79.61039049 35.94798246)
1400000US37085071201,9.9,POINT (-78.88602696 35.28418879)
1400000US37071033307,9.7,POINT (-81.09734061 35.17856283)
1400000US37071031301,9.7,POINT (-81.11958178 35.29392316)
1400000US37067003307,9.0,POINT (-80.10183262 36.1026448)
1400000US37067001300,10.6,POINT (-80.27617771 36.12959564)
1400000US37081012509,7.8,POINT (-79.83832768 36.09752704)
1400000US37101041101,9.0,POINT (-78.48507258 35.59635931)
1400000US37107010800,9.8,POINT (-77.60978584 35.29533167)
1400000US37081013800,12.9,POINT (-79.99063132 35.96862382)
1400000US37089930300,9.1,POINT (-82.39861638 35.33567032)
1400000US37071032507,8.9,POINT (-81.10792641 35.2318272)
1400000US37099950700,9.7,POINT (-83.03616339 35.27792853)
1400000US37081011400,13.9,POINT (-79.79814832 36.05389565)
1400000US37067003314,9.1,POINT (-80.05497862 36.06733777)
1400000US37077970701,9.5,POINT (-78.7443951 36.23805881)
1400000US37071033303,8.4,POINT (-81.13773184 35.2207793)
1400000US37103920100,10.8,POINT (-77.17676476 34.93898129)
1400000US37097061408,8.8,POINT (-80.76474991 35.53279494)
1400000US37067004011,9.0,POINT (-80.39294077 36.08837501)
1400000US37097060500,9.3,POINT (-80.89846658 35.79223671)
1400000US37087920400,9.6,POINT (-82.86222767 35.52878824)
1400000US37089930702,8.5,POINT (-82.61343605 35.3734335)
1400000US37067003908,7.9,POINT (-80.33648197 36.11261823)
1400000US37097060703,9.2,POINT (-80.83456855 35.8581819)
1400000US37071032508,8.9,POINT (-81.07866607 35.22121579)
1400000US37093970101,10.4,POINT (-79.1832383 35.02802804)
1400000US37101041201,10.1,POINT (-78.4260008 35.47982658)
1400000US37089930800,8.8,POINT (-82.50481539 35.37348877)
1400000US37077970703,10.9,POINT (-78.77873447 36.11092737)
1400000US37081016009,8.4,POINT (-79.90858709 36.12853873)
1400000US37071030601,9.7,POINT (-81.36608293 35.40317051)
1400000US37067001000,9.4,POINT (-80.26490783 36.07843284)
1400000US37097060702,9.5,POINT (-80.76827797 35.84116258)
1400000US37097061407,8.8,POINT (-80.84590031 35.52343607)
1400000US37065021000,11.6,POINT (-77.52249213 35.90646862)
1400000US37081011102,12.1,POINT (-79.75799768 36.05425291)
1400000US37089931902,8.6,POINT (-82.54270359 35.24642105)
1400000US37081016506,8.7,POINT (-79.90156137 36.02411866)
1400000US37097060602,8.5,POINT (-80.81581956 35.79354982)
1400000US37067004005,8.3,POINT (-80.40059216 36.00488745)
1400000US37067004009,8.6,POINT (-80.44581606 36.11152481)
1400000US37067003803,9.3,POINT (-80.30978958 36.02238988)
1400000US37097061001,9.2,POINT (-80.89217003 35.86072934)
1400000US37071032302,10.5,POINT (-81.02334425 35.24601227)
1400000US37097061602,8.7,POINT (-80.82515481 35.55686084)
1400000US37071032900,10.4,POINT (-81.19708877 35.25289721)
1400000US37065020700,11.0,POINT (-77.6147406 36.05481747)
1400000US37081012504,9.6,POINT (-79.8587859 36.07520608)
1400000US37081014406,11.2,POINT (-79.96112305 35.98097676)
1400000US37071032402,8.6,POINT (-81.0244517 35.19112981)
1400000US37071030204,9.0,POINT (-81.05277477 35.3524424)
1400000US37067002200,8.3,POINT (-80.2848544 36.08549947)
1400000US37071032704,9.9,POINT (-81.16004821 35.24607361)
1400000US37081015300,9.1,POINT (-79.64240169 36.09565548)
1400000US37087920300,9.8,POINT (-82.81427585 35.52320947)
1400000US37081016406,9.2,POINT (-79.95013625 36.04949303)
1400000US37107011300,11.0,POINT (-77.64824191 35.21306078)
1400000US37101041103,9.0,POINT (-78.51889757 35.56175381)
1400000US37085070901,9.5,POINT (-78.72336758 35.51573185)
1400000US37081016800,9.9,POINT (-79.77701342 35.98428707)
1400000US37089931802,8.2,POINT (-82.52383865 35.33350766)
1400000US37097060701,9.8,POINT (-80.77009831 35.77057428)
1400000US37067003909,8.3,POINT (-80.34762093 36.0959267)
1400000US37083930501,11.8,POINT (-77.68208128 36.44973681)
1400000US37071030401,9.6,POINT (-81.23601757 35.37234923)
