GEOID,ratio_white,ratio_black,ratio_asian,ratio_hispanic,ratio_other_race,ratio_male,ratio_female,ratio_poverty,ratio_unemployed,ratio_uninsured,med_income
1400000US37051003204,35.89682350131359,41.41390016718415,4.59756388822546,13.924050632911392,3.439216622880344,51.3,48.7,16.2,7.1,11.4,49658.0
1400000US37051003205,31.231700175678316,46.78899082568808,4.938512590279133,11.536209252391178,4.977552215498731,48.1,51.9,10.8,6.1,5.5,59783.0
1400000US37051003302,20.502365030174523,60.46321970314794,1.2069809166530745,12.983200130484423,4.583265372696134,44.2,55.8,23.0,5.1,11.4,36396.0
1400000US37051003304,27.863029269678886,47.7976697925547,4.57516339869281,14.46433645922137,4.646206308610401,49.1,50.9,15.3,5.3,11.5,48975.0
1400000US37051003305,26.992371368284367,46.485960071416976,4.431098847589677,12.481739977276415,9.381593897094628,48.0,52.0,22.2,1.7,9.8,34060.0
1400000US37051003307,19.905548996458087,59.10271546635183,3.5891381345926803,11.759149940968122,5.64344746162928,48.9,51.1,17.2,7.1,8.0,46667.0
1400000US37051003309,41.96455850901314,31.622364802933088,5.545371219065078,12.496180873816073,8.371524595172625,47.7,52.3,10.0,2.9,9.0,56304.0
1400000US37051003310,21.135218907400237,51.12359550561798,4.010073614877954,14.432390546299883,8.814413018209995,46.6,53.4,17.0,8.0,13.7,41935.0
1400000US37051003311,26.620450606585788,49.53206239168111,1.2824956672443677,16.08318890814558,5.684575389948007,46.5,53.5,14.6,5.3,21.0,38140.0
1400000US37051003312,30.95487932843652,44.04137310748013,5.006745615350022,14.630490181382102,5.366511767351222,47.0,53.0,8.8,4.5,7.6,54692.0
1400000US37051003313,22.254901960784316,51.81372549019608,1.997549019607843,18.75,4.191176470588235,50.2,49.8,9.6,5.2,6.6,68264.0
1400000US37051003314,23.772643738514045,52.927277500656345,1.3914413231819376,16.40850616959832,5.27697558414282,48.7,51.3,17.5,5.1,11.4,52836.0
1400000US37051003401,51.070244196563166,17.123907145010552,1.2662044015676817,23.545372324389508,6.6023515224600535,55.6,44.4,7.2,3.0,4.4,41591.0
1400000US37051003402,58.3793738489871,13.54906603525388,1.8679294922388845,14.575111812680872,11.628518810839251,90.2,9.8,0.0,0.0,0.0,0.0
1400000US37051003403,47.40604104219507,17.63892091307355,1.0836984090385058,26.631311966797327,6.640534931980632,60.4,39.6,13.0,4.2,1.5,36958.0
1400000US37051003404,65.7026325546904,14.275120504263995,1.5943641082684463,14.200964034111976,4.226918798665183,97.6,2.4,0.0,0.0,0.0,0.0
1400000US37051003405,59.49037961518461,10.036401456058243,5.408216328653146,19.760790431617263,5.30421216848674,51.4,48.6,8.7,6.5,1.6,36148.0
1400000US37051003406,69.36662606577345,8.404384896467722,1.6443361753958587,14.25091352009744,6.333739342265529,66.1,33.9,5.2,1.5,4.1,70893.0
1400000US37051003407,45.88769143505388,24.27680090754396,1.7583664208735112,22.688598979013047,5.388542257515598,89.4,10.6,0.0,0.0,0.0,0.0
1400000US37051003408,54.37169581130541,17.588450589670597,1.3826758845058966,20.65880439202928,5.856039040260268,54.1,45.9,6.6,6.8,0.0,41458.0
1400000US37051003500,32.655269422202984,42.99935078987232,3.635576714996754,14.715429560701146,5.994373512226791,49.9,50.1,19.4,5.2,11.6,39293.0
1400000US37051003600,37.33873940287505,39.29229635090306,2.432731293770733,10.85514190932547,9.638776262440103,48.6,51.4,22.1,5.7,13.9,36120.0
1400000US37051003700,66.29339305711086,20.32474804031355,1.5537513997760355,7.068868980963046,4.479283314669653,47.7,52.3,9.4,4.3,5.6,73404.0
1400000US37051003800,12.636165577342048,75.70806100217865,0.2541757443718228,3.522149600580973,7.879448075526508,55.8,44.2,34.4,6.7,16.4,25241.0
1400000US37051980100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US37051980200,64.85260770975057,13.83219954648526,0.0,6.802721088435375,14.5124716553288,93.2,6.8,0.0,0.0,0.0,0.0
1400000US37053110101,90.17951425554382,5.913410770855332,1.0559662090813091,2.428722280887012,0.0,53.9,46.1,7.3,3.5,6.9,68438.0
1400000US37053110102,96.5205288796103,0.0,0.208768267223382,0.4871259568545582,2.783576896311761,49.2,50.8,13.0,1.8,17.4,44216.0
1400000US37053110200,87.51256281407035,5.314070351758795,0.5150753768844221,2.6256281407035176,4.032663316582914,51.5,48.5,6.6,1.5,11.1,90141.0
1400000US37053110301,83.64969801553063,6.859361518550474,0.7333908541846419,4.551337359792925,3.2571182053494394,45.8,54.2,10.1,2.8,8.9,74032.0
1400000US37053110302,86.96356275303644,8.124156545209177,0.3778677462887989,1.322537112010796,1.4035087719298245,49.8,50.2,9.5,4.3,16.6,58485.0
1400000US37053110401,90.17881705639614,3.1636863823933976,0.2200825309491059,4.979367262723521,1.4580467675378266,45.6,54.4,11.0,2.9,16.4,64028.0
1400000US37053110402,84.2196388820183,6.035122433836261,0.0,9.102151867425178,0.6430868167202572,53.5,46.5,16.0,3.5,17.0,59792.0
1400000US37053990100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US37055970101,94.68494468494468,0.6734006734006733,0.913900913900914,0.7455507455507455,2.982202982202982,48.2,51.8,4.7,0.9,4.1,95665.0
1400000US37055970102,96.97493517718236,0.864304235090752,0.0,1.0371650821089022,1.1235955056179776,50.6,49.4,4.3,2.3,8.6,71492.0
1400000US37055970200,92.6875393990334,0.5673460811094768,0.0,5.925614624921202,0.8194998949359109,46.9,53.1,9.7,5.2,16.7,54396.0
1400000US37055970300,87.28670253651038,0.2459646425826287,1.7986164488854726,9.961568024596463,0.7071483474250576,53.8,46.2,11.7,0.6,13.7,59317.0
1400000US37055970400,92.57998638529612,1.6678012253233492,0.0,2.042205582028591,2.042205582028591,45.1,54.9,7.4,1.6,10.9,65565.0
1400000US37055970501,93.00373134328358,0.0,0.0,6.996268656716417,0.0,48.8,51.2,4.0,2.1,21.2,47426.0
1400000US37055970502,85.50287750068512,0.0,0.0,11.153740750890655,3.3433817484242256,50.2,49.8,18.2,6.9,16.5,47618.0
1400000US37055970601,72.8218966846569,9.88177846312002,1.5934207144692882,12.85016705217168,2.8527370855821124,51.2,48.8,8.9,3.5,15.4,51656.0
1400000US37055970602,90.73093220338984,0.0,0.0,9.26906779661017,0.0,50.8,49.2,5.4,0.7,15.1,54737.0
1400000US37055990100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US37055990200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US37057060101,54.70715055695293,19.726913402802733,8.46209126841538,9.66582824290334,7.43801652892562,40.3,59.7,7.2,0.9,5.7,48892.0
1400000US37057060102,90.18833135782958,4.056367707098644,1.000921901751613,3.160806005531411,1.3696826023969444,47.1,52.9,6.1,1.3,4.9,73393.0
1400000US37057060201,85.33565066261134,13.317401694547035,0.2389745817944818,0.8472735172713448,0.0,52.7,47.3,2.3,2.8,9.0,67100.0
1400000US37057060202,78.57437165224556,8.240626287597857,0.0,12.566955088586733,0.6180469715698393,49.9,50.1,9.2,5.4,15.2,46384.0
1400000US37057060203,91.3610835811034,2.6098447307565245,0.0,6.029071688140072,0.0,45.4,54.6,11.3,3.4,11.3,61944.0
1400000US37057060301,93.47372810675564,3.5654712260216845,0.0,0.7089241034195163,2.064220183486239,49.9,50.1,8.2,1.8,7.3,66875.0
1400000US37057060302,91.4102879645582,4.405611617031751,0.3445729756337681,3.6426285995569776,0.196898843219296,46.4,53.6,11.5,2.2,8.8,75139.0
1400000US37057060303,95.21329365079364,0.0496031746031746,0.8432539682539683,3.869047619047619,0.0248015873015873,48.9,51.1,5.1,1.4,5.2,57730.0
1400000US37057060304,98.07427785419532,1.3480055020632735,0.3576341127922971,0.0,0.2200825309491059,51.1,48.9,14.5,5.6,10.7,62898.0
1400000US37057060400,89.94575745834948,0.0,5.327392483533514,4.010073614877954,0.7167764432390547,50.1,49.9,14.7,5.2,11.8,53304.0
1400000US37057060500,95.1753605127292,0.0,2.599252269894962,0.9257610824283424,1.299626134947481,50.8,49.2,20.1,3.0,8.3,55890.0
1400000US37057060601,85.08810572687224,1.0572687224669604,0.2202643171806167,9.911894273127754,3.41409691629956,47.0,53.0,7.6,5.2,10.7,61786.0
1400000US37057060602,87.73333333333333,8.304761904761905,0.0,3.695238095238095,0.2666666666666666,47.6,52.4,5.5,4.1,8.7,66591.0
1400000US37057060700,43.320544122776425,24.0320892919428,0.0,30.69410533658877,1.953261248692013,48.5,51.5,13.4,4.9,20.4,43362.0
1400000US37057060800,43.9691817215728,40.59511158342189,1.2752391073326248,8.953241232731136,5.207226354941551,43.8,56.2,25.4,2.7,10.3,35964.0
1400000US37057060900,68.33499501495514,11.405782652043868,3.2701894317048854,15.51345962113659,1.4755732801595214,47.2,52.8,10.9,2.7,15.2,42729.0
1400000US37057061000,61.27581271723573,20.588836638724185,0.0204457166223676,16.35657329789409,1.7583316295236149,42.0,58.0,16.6,4.3,13.0,35000.0
1400000US37057061100,90.7574704656011,2.501737317581654,0.0,6.476719944405837,0.2640722724113968,48.3,51.7,16.4,1.4,9.5,50971.0
1400000US37057061201,63.48429856398927,12.750512860975224,12.324443743096102,8.821208773867761,1.2782073536373677,48.0,52.0,23.9,7.5,20.2,31824.0
1400000US37057061202,94.59107201042684,0.0,0.0,5.115672857608342,0.2932551319648094,47.3,52.7,7.4,2.8,6.2,52578.0
1400000US37057061300,58.20060266896255,17.477399913904435,0.0,14.1196728368489,10.202324580284117,49.5,50.5,21.4,3.5,9.5,40173.0
1400000US37057061400,30.43616682585164,43.07545367717288,0.0,20.78955746577523,5.698822031200255,53.7,46.3,40.1,9.6,31.0,19959.0
1400000US37057061500,44.285940719606906,40.0063401489935,0.0,9.32001902044698,6.387700110952607,48.3,51.7,27.1,5.3,13.7,26256.0
1400000US37057061600,46.137339055794,22.42489270386266,4.363376251788269,26.03719599427754,1.0371959942775395,49.1,50.9,28.9,2.1,17.7,31556.0
1400000US37057061701,88.53817320970606,3.2945354113237326,2.8013414874728744,3.886368119944762,1.4795817715525743,53.2,46.8,8.4,2.7,13.2,60056.0
1400000US37057061702,88.50733868734423,3.821656050955414,0.0,6.9509831071725285,0.7200221545278316,51.2,48.8,20.6,6.0,12.5,46097.0
1400000US37057061703,89.11808040412545,1.9995790359924224,0.0,7.408966533361398,1.4733740265207325,53.2,46.8,20.0,3.5,11.5,55734.0
1400000US37057061802,92.14147909967846,2.495176848874598,0.0,3.279742765273312,2.083601286173633,51.3,48.7,8.9,3.6,9.3,54332.0
1400000US37057061803,76.05407145156099,13.55004827808175,4.859993562922433,4.602510460251046,0.9333762471837788,48.5,51.5,7.6,2.7,10.4,49289.0
1400000US37057061804,88.08743169398907,7.697111631537861,0.0,4.028103044496487,0.1873536299765807,49.0,51.0,16.5,1.8,11.3,54282.0
1400000US37057061901,97.10144927536231,0.0345065562456866,0.0,1.828847481021394,1.0351966873706004,49.9,50.1,9.8,4.3,11.3,49128.0
1400000US37057061902,94.07858328721638,0.996126175982291,0.0,0.1291274672569636,4.796163069544365,50.7,49.3,17.9,2.3,6.3,44461.0
1400000US37057062001,93.90649235541768,0.0,1.1300686904498116,2.791934411699535,2.171504542432971,52.9,47.1,11.4,4.1,13.5,50394.0
1400000US37057062002,97.22428748451053,0.0,0.644361833952912,0.5700123915737298,1.5613382899628252,49.3,50.7,16.7,2.2,11.3,42895.0
1400000US37059080100,82.09455415918612,5.529622980251347,0.0,6.295631358467984,6.0801915020945545,49.5,50.5,14.4,3.0,14.6,55507.0
1400000US37059080200,93.02585084619676,1.2832434442997955,0.7253115119955366,4.0915008368978985,0.8740933606100056,46.9,53.1,6.6,1.1,5.7,60709.0
1400000US37059080300,86.85263391864859,3.756390308957546,0.9779951100244498,7.835074460991331,0.577906201378084,45.3,54.7,11.6,1.5,8.5,87928.0
1400000US37059080400,95.63792750358388,1.0853983207044848,1.4949825926684417,1.0649191071062871,0.7167724759369241,45.8,54.2,3.5,2.4,4.8,62155.0
1400000US37059080500,74.39050701186623,9.94606256742179,0.0,11.45631067961165,3.4951456310679614,51.1,48.9,15.4,2.9,10.2,50472.0
1400000US37059080600,72.67950963222417,6.354766074555918,1.851388541406055,15.46159619714786,3.6527395546659993,46.4,53.6,15.9,1.4,7.9,50809.0
1400000US37059080700,82.66799733865602,7.60146373918829,0.4324683965402528,3.709248170326015,5.588822355289421,54.8,45.2,22.0,3.6,12.4,45990.0
1400000US37061090100,42.757957701345866,7.701345866267892,0.7904293954283274,47.767571031830805,0.9826960051271096,52.3,47.7,30.5,6.8,23.9,35300.0
1400000US37061090200,42.85714285714285,28.168446504130568,0.9067096514205116,25.97219423735644,2.095506749949627,48.4,51.6,21.4,5.0,22.0,44444.0
1400000US37061090300,32.842888550651104,40.23338406900051,0.0676475562320311,20.158971757145277,6.0882800608828,45.2,54.8,18.1,4.9,18.3,35135.0
1400000US37061090400,42.197276407802725,34.67059256532941,1.674641148325359,18.641884431358115,2.8156054471843945,49.7,50.3,16.8,1.4,16.9,40889.0
1400000US37061090501,80.49284852662416,11.821471652593486,0.0,6.169222815784939,1.516457004997415,50.5,49.5,11.9,4.9,7.5,54042.0
1400000US37061090502,60.46410756885708,14.487096074604208,0.0,23.790934721318585,1.257861635220126,50.9,49.1,13.4,4.4,21.0,44375.0
1400000US37061090600,77.37451737451737,11.583011583011585,0.0,10.604890604890604,0.4375804375804376,50.9,49.1,15.3,4.0,12.3,50433.0
1400000US37061090701,60.56491037479631,32.31939163498099,0.0,6.355241716458447,0.7604562737642585,43.9,56.1,17.0,4.7,12.5,46317.0
1400000US37061090702,50.18220467658669,34.37594898269056,0.0,12.60249013058002,2.839356210142727,46.8,53.2,19.8,4.0,12.6,35641.0
1400000US37061090801,22.830003275466755,21.290533901080902,0.0,53.160825417622014,2.718637405830331,46.3,53.7,21.9,5.6,22.2,40863.0
1400000US37061090802,58.889867841409696,28.634361233480178,0.158590308370044,9.726872246696034,2.4845814977973566,47.2,52.8,16.0,4.4,15.4,35781.0
1400000US37063000101,33.36507936507937,51.5873015873016,0.0,13.523809523809524,1.5238095238095235,43.3,56.7,23.3,2.4,12.9,55667.0
1400000US37063000102,38.26185101580136,24.040632054176072,3.137697516930023,27.765237020316025,6.794582392776524,49.4,50.6,19.2,4.1,27.2,43561.0
1400000US37063000200,50.732874663475926,19.29404726293748,0.2093927609931199,27.221058929105595,0.8076577924020341,55.1,44.9,18.5,3.0,34.9,60000.0
1400000US37063000301,45.35909281814364,34.69130617387653,3.5699286014279714,13.77572448551029,2.6039479210415792,47.8,52.2,21.9,4.7,12.1,41588.0
1400000US37063000302,64.10054988216811,9.112333071484684,3.168368682901283,18.172296412673475,5.446451950772453,40.5,59.5,11.5,2.6,10.7,84826.0
1400000US37063000401,83.41379310344827,4.689655172413794,2.034482758620689,6.896551724137931,2.9655172413793105,53.5,46.5,6.1,5.4,6.9,95375.0
1400000US37063000402,78.77620881471972,3.594351732991014,5.733846812152333,7.830551989730424,4.065040650406504,51.0,49.0,27.2,2.5,6.4,47000.0
1400000US37063000500,29.03795233892321,50.52956751985879,7.7007943512797885,10.789938217122682,1.9417475728155336,50.2,49.8,32.6,2.1,16.8,31892.0
1400000US37063000600,52.997819767441854,18.005087209302324,2.2165697674418605,18.859011627906977,7.921511627906977,51.5,48.5,14.1,2.7,16.9,47500.0
1400000US37063000700,68.6040195545899,16.757197175448127,3.96523628462792,6.708310700706138,3.503530689842477,49.6,50.4,12.6,2.4,6.2,61729.0
1400000US37063000900,13.684210526315791,53.80116959064327,0.9356725146198832,29.239766081871345,2.3391812865497075,49.1,50.9,22.4,2.5,28.8,32500.0
1400000US37063001001,12.574203993524016,58.47274689692391,0.5666486778197518,26.227738801942795,2.1586616297895307,46.6,53.4,28.2,8.0,30.7,30595.0
1400000US37063001002,7.87388298769179,36.99207553532288,2.9674591131343786,48.76074860900354,3.152925307705277,42.3,57.7,45.5,2.4,28.7,21107.0
1400000US37063001100,17.404963870562362,62.26830034558593,0.0,19.50989632422243,0.8168394596292806,52.2,47.8,33.3,4.6,22.5,24209.0
1400000US37063001301,3.3285094066570187,82.41678726483357,0.361794500723589,12.807525325615051,1.085383502170767,44.0,56.0,25.1,5.9,23.1,31683.0
1400000US37063001303,12.772898368883313,77.66624843161857,2.1831869510664994,3.6888331242158094,3.6888331242158094,40.2,59.8,17.2,5.1,8.0,37540.0
1400000US37063001304,2.1108179419525066,68.30841395485196,0.0,18.762826150688948,10.817941952506596,46.2,53.8,29.7,6.1,23.9,30332.0
1400000US37063001400,1.543596161869003,81.14309553608678,0.0,16.14518147684606,1.1681268251981645,40.6,59.4,33.6,4.4,18.4,27628.0
1400000US37063001501,46.41275465013286,25.80454679657514,17.271922054915855,8.562149394744612,1.948627103631532,46.8,53.2,39.1,1.9,1.7,0.0
1400000US37063001502,23.53238866396761,27.26045883940621,23.954116059379217,18.62348178137652,6.443994601889338,50.6,49.4,40.6,3.2,15.9,27097.0
1400000US37063001503,47.423277359583096,23.85639837869137,19.803126809496234,7.527504342790967,1.1001737116386796,49.0,51.0,0.0,0.0,1.2,0.0
1400000US37063001601,52.21445221445221,31.87257187257187,1.5384615384615383,10.582750582750585,3.791763791763792,47.5,52.5,14.8,5.2,6.9,69556.0
1400000US37063001603,67.55015375604042,19.285400497876704,2.2111582955044664,7.526724264167521,2.928686484111876,48.5,51.5,3.5,2.0,5.3,86638.0
1400000US37063001604,77.30763203259677,12.411847672778562,3.3066917411064094,3.05594734367654,2.914903620122238,46.1,53.9,5.3,0.2,1.9,104314.0
1400000US37063001705,62.35643564356435,9.405940594059404,4.05940594059406,22.574257425742577,1.603960396039604,40.6,59.4,9.1,3.4,11.4,65612.0
1400000US37063001706,54.12516444277391,24.88254087577523,10.148468333020109,7.009960533734261,3.8338658146964857,45.8,54.2,13.6,1.5,9.7,56468.0
1400000US37063001707,82.03246294989415,9.484827099506,4.318983768525053,2.9640084685956247,1.1997177134791814,44.4,55.6,5.9,3.7,4.8,94893.0
1400000US37063001708,16.949475691134413,64.8045757864633,0.7244995233555768,15.672068636796949,1.6968541468064824,43.7,56.3,10.3,3.4,13.9,55094.0
1400000US37063001709,10.697874784606547,71.76909821941413,0.8759333716255026,14.46008041355543,2.197013210798392,45.8,54.2,24.8,5.3,16.0,34662.0
1400000US37063001710,27.58479771148345,49.77523498161013,3.4940743767879034,16.73477727829996,2.411115651818553,42.2,57.8,15.4,2.5,14.1,48238.0
1400000US37063001711,24.32250839865621,49.003359462486,2.1500559910414334,22.284434490481523,2.2396416573348263,45.3,54.7,17.8,5.3,25.1,40278.0
1400000US37063001801,26.583894174982596,42.17915989788814,0.0116036203295428,30.830819215595263,0.3945230912044558,49.2,50.8,13.7,3.3,21.3,55434.0
1400000US37063001802,7.277428888067972,52.32114271641424,0.9112178303164634,36.11624184213767,3.373968723063662,43.0,57.0,17.7,6.0,29.0,38741.0
1400000US37063001806,35.39644012944984,50.44498381877023,0.0,9.951456310679612,4.207119741100324,49.5,50.5,8.7,1.6,9.6,59601.0
1400000US37063001807,21.161989167897588,55.450516986706056,0.1969473165928114,21.634662727720336,1.5460364352535698,50.6,49.4,9.0,4.7,11.1,76318.0
1400000US37063001808,40.078793120015376,45.11386566733929,6.65897953300663,6.572499279331219,1.5758624003074857,48.9,51.1,2.7,1.0,4.8,101791.0
1400000US37063001809,40.59835933730095,44.57133665755188,0.4342930673958501,11.935016889174843,2.058870838024771,47.3,52.7,7.3,5.0,4.7,53658.0
1400000US37063001900,75.80353100950657,12.494341330918967,6.1566319601629695,3.7573562698053418,1.7881394296061566,45.9,54.1,5.6,1.9,2.7,82946.0
1400000US37063002007,63.76930998970134,28.135942327497425,1.1740473738414006,4.716786817713698,2.203913491246138,51.3,48.7,5.7,2.7,2.4,82039.0
1400000US37063002008,83.57771260997067,7.266210492016943,1.9550342130987293,2.313457152166829,4.887585532746823,49.9,50.1,0.0,1.5,4.2,135403.0
1400000US37063002009,2.375296912114014,72.80285035629454,0.0,19.67537608867775,5.146476642913698,48.9,51.1,21.6,3.4,16.0,35247.0
1400000US37063002013,53.23787134002992,31.267364821543065,1.837999572558239,9.254114126950205,3.9752083778585168,46.7,53.3,5.0,2.7,7.0,95773.0
1400000US37063002015,39.37252197896915,27.116014480262024,3.568350284433718,26.63333907946906,3.3097741768660573,46.9,53.1,23.7,4.0,24.8,43180.0
1400000US37063002016,30.429864253393664,25.622171945701357,9.7473604826546,31.73076923076923,2.4698340874811464,51.7,48.3,25.0,2.2,30.0,44159.0
1400000US37063002017,75.05221932114883,6.657963446475196,12.114882506527415,1.2010443864229765,4.765013054830288,46.5,53.5,10.9,2.5,2.0,81396.0
1400000US37063002018,58.297694795034936,21.31010743715448,4.829456555752581,11.108793157400648,4.453948054657348,44.4,55.6,9.0,2.9,5.5,86444.0
1400000US37063002019,75.98736176935229,14.43522906793049,7.523696682464455,1.1255924170616114,0.9281200631911533,47.6,52.4,6.7,1.8,5.3,75931.0
1400000US37063002020,62.40429818670249,21.63868368032237,9.536601746138349,1.6924110141034252,4.728005372733378,48.5,51.5,1.1,2.6,3.0,145179.0
1400000US37063002021,47.07117852975496,31.971995332555423,10.245040840140025,9.334889148191364,1.02683780630105,41.4,58.6,8.9,3.7,4.4,69375.0
1400000US37063002022,44.698070139033,37.55965968043162,7.055405685826935,2.3863872172649927,3.112678979041295,46.7,53.3,11.5,3.5,8.7,57679.0
1400000US37063002023,57.77304533008822,23.577730453300884,9.97870398539702,5.6282324307879525,2.646790386370551,49.4,50.6,3.9,1.3,5.4,74545.0
1400000US37063002024,69.21867630875649,17.229995283760417,5.769533092281088,3.9616412513755694,2.766860556516271,45.2,54.8,8.3,2.5,2.4,83742.0
1400000US37063002025,32.52297657871331,47.64304773198933,9.73910465461014,9.412985472872814,0.6818855618144086,46.7,53.3,7.2,2.8,8.0,81292.0
1400000US37063002026,13.240131578947366,63.85690789473685,1.9462719298245617,14.967105263157896,3.3305921052631584,42.9,57.1,14.7,3.5,19.5,51049.0
1400000US37063002027,36.26384025740513,42.4718463139964,11.82927983344374,8.630642566480553,0.8043910286741742,49.4,50.6,15.7,1.6,11.0,66140.0
1400000US37063002028,40.43721203803548,34.90834231938045,12.675227918831483,6.960101950789138,4.421135182825213,48.3,51.7,5.0,3.4,9.1,80789.0
1400000US37063002100,61.77173913043477,28.8695652173913,0.6086956521739131,5.217391304347826,3.532608695652174,67.5,32.5,2.9,2.0,4.1,87867.0
1400000US37063002200,58.24964131994261,27.929220468675275,3.825920612147298,7.125777140124343,2.534672405547585,51.8,48.2,20.7,4.3,11.4,70043.0
1400000US37063002300,17.085119412124925,55.48071034905082,3.184323331292101,23.02510716472749,1.224739742804654,62.5,37.5,15.9,1.2,14.6,48194.0
1400000US37063980100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US37065020200,16.897328612809783,77.95300933376247,0.3540392661731574,1.9633086578693275,2.6070164145477954,46.8,53.2,25.2,4.2,9.5,31925.0
1400000US37065020300,9.831985065339142,86.45509230450114,0.6845052893590542,1.078614395353661,1.9498029454470027,41.4,58.6,21.3,7.9,11.4,35547.0
1400000US37065020400,3.725656223539373,93.96697713801862,0.0,1.143099068585944,1.1642675698560545,47.1,52.9,30.1,3.2,10.3,29892.0
1400000US37065020600,23.73096446700508,60.23688663282572,0.0,13.705583756345176,2.326565143824028,54.1,45.9,11.3,8.3,18.6,35398.0
1400000US37065020700,31.438998957247133,64.49426485922837,0.0,1.094890510948905,2.9718456725755997,49.3,50.7,17.4,3.2,9.6,46818.0
1400000US37065020800,53.64019253910951,44.01323706377858,0.0,1.7749699157641396,0.5716004813477737,50.7,49.3,21.9,4.4,11.2,38088.0
1400000US37065020900,13.013168086754453,82.95894655305965,0.0,3.13710302091402,0.8907823392718823,47.0,53.0,24.7,3.3,8.6,33910.0
1400000US37065021000,28.84231536926148,61.97604790419161,0.5988023952095809,7.351962741184298,1.2308715901530274,42.7,57.3,36.4,6.2,9.3,27383.0
1400000US37065021100,42.01946472019465,42.45742092457421,0.0,13.990267639902676,0.97323600973236,48.0,52.0,19.7,4.7,12.3,43786.0
1400000US37065021200,47.02455264253017,50.291302538493554,0.0,1.4565126924677487,1.227632126508531,45.2,54.8,25.4,4.2,3.2,27446.0
1400000US37065021300,53.682719546742206,33.89316066369891,0.0,10.724403075677865,1.69971671388102,45.2,54.8,15.7,3.4,12.9,52909.0
1400000US37065021400,80.86245772266065,18.63021420518602,0.0,0.0,0.5073280721533258,44.4,55.6,17.2,4.2,10.7,41801.0
1400000US37065021500,52.37518910741301,41.240544629349465,0.0,5.4160363086232985,0.9682299546142208,48.7,51.3,14.1,3.1,8.3,39731.0
1400000US37065021600,66.18632707774799,27.144772117962468,1.3404825737265416,4.2560321715817695,1.0723860589812333,44.3,55.7,17.0,7.0,11.1,42283.0
1400000US37067000100,62.88793103448276,26.379310344827587,2.155172413793104,5.689655172413794,2.3706896551724137,64.6,35.4,13.8,1.3,7.6,55485.0
1400000US37067000200,47.09141274238228,41.366574330563246,1.8467220683287169,3.878116343490305,5.8171745152354575,75.4,24.6,46.7,12.1,30.3,21742.0
1400000US37067000301,5.920344456404736,87.89020452099031,0.0,1.829924650161464,4.359526372443487,42.7,57.3,38.3,7.3,13.6,16952.0
1400000US37067000302,1.3583441138421737,78.84864165588615,0.0,15.265200517464423,4.527813712807244,44.3,55.7,19.6,8.4,13.4,22425.0
1400000US37067000400,0.9553245293621804,79.60101152008991,0.0,11.351503231244733,8.092160719303175,48.3,51.7,34.5,8.5,25.2,22872.0
1400000US37067000500,0.836635843240863,75.69352708058125,0.0,20.431527961250552,2.8621752531924263,46.4,53.6,45.4,6.9,23.9,20243.0
1400000US37067000600,1.814962372731297,75.52014165559983,0.0,19.256308100929616,3.408587870739265,48.6,51.4,30.9,8.1,17.2,21197.0
1400000US37067000700,18.588025022341377,67.42627345844504,0.0,9.204647006255586,3.5299374441465594,51.9,48.1,32.9,3.7,16.3,26528.0
1400000US37067000801,14.298323036187114,70.13827596351868,3.295086790232421,8.914386584289497,3.3539276257722856,43.7,56.3,65.7,6.5,8.7,11850.0
1400000US37067000802,21.569400630914824,58.1230283911672,2.8391167192429023,14.235015772870662,2.917981072555205,45.8,54.2,47.4,3.4,13.8,18622.0
1400000US37067000900,51.2985029025359,22.945310113046137,5.132905591200734,17.506874427131073,3.1164069660861595,43.2,56.8,34.8,6.1,17.2,30540.0
1400000US37067001000,51.76013595532897,24.496236950716195,3.3503277494537507,19.39791211459092,0.9953872299101724,48.7,51.3,19.0,5.4,14.8,44750.0
1400000US37067001100,67.99846331156358,22.66615443718786,1.114099116404149,7.568190549366117,0.6530925854782943,52.7,47.3,25.3,3.9,15.2,38938.0
1400000US37067001200,89.55298844801607,7.533902561526871,0.7031642390758412,1.0045203415369162,1.2054244098442994,50.8,49.2,9.8,0.6,1.6,108065.0
1400000US37067001300,63.18613289310772,22.926124638877425,8.460586050350805,3.2397853900123814,2.187371027651672,46.9,53.1,31.5,2.3,5.4,57909.0
1400000US37067001400,13.238121395221093,59.76380115352925,0.137324910738808,20.406481735786876,6.454270804723977,57.3,42.7,31.3,4.2,15.7,30417.0
1400000US37067001500,17.09456568249893,52.225074882327775,0.727428326914848,27.556696619597776,0.8344030808729139,52.6,47.4,26.1,6.3,26.1,34524.0
1400000US37067001601,9.828009828009828,85.31941031941031,0.0921375921375921,4.33046683046683,0.42997542997543,43.2,56.8,17.1,2.6,14.9,41474.0
1400000US37067001602,6.320672658741665,75.76109017106407,0.0,17.831255436358365,0.0869817338358944,45.0,55.0,39.8,2.5,19.4,20273.0
