GEOID,ratio_white,ratio_black,ratio_asian,ratio_hispanic,ratio_other_race,ratio_male,ratio_female,ratio_poverty,ratio_unemployed,ratio_uninsured,med_income
1400000US37001021902,78.54554240154627,16.477410002416043,0.0,2.126117419666586,2.850930176371104,50.8,49.2,6.4,2.0,11.0,62813.0
1400000US37001022001,74.55489614243324,11.770524233432244,1.6567754698318498,11.449060336300692,0.5687438180019783,49.4,50.6,6.6,3.8,7.0,62453.0
1400000US37001022002,73.31984715666442,7.889413351314903,0.0,15.801303663744662,2.9894358282760174,47.2,52.8,11.1,4.2,12.1,45049.0
1400000US37003040100,92.16924534259552,4.483738553836438,0.0,0.6315124723713293,2.715503631196716,51.9,48.1,14.4,4.0,17.7,53909.0
1400000US37003040200,89.51406649616368,4.42455242966752,0.0,4.245524296675192,1.815856777493606,52.7,47.3,10.3,2.1,7.8,48623.0
1400000US37003040300,96.52338811630848,1.8963337547408343,0.0,0.316055625790139,1.2642225031605565,48.6,51.4,12.6,2.2,5.2,48306.0
1400000US37003040400,72.45969531134448,16.314154710841592,1.2720011832569147,5.235911847359858,4.71823694719716,46.6,53.4,13.5,3.5,7.9,39489.0
1400000US37003040500,84.44982896237173,1.097491448118586,0.0,14.18187001140251,0.2708095781071836,47.3,52.7,10.3,2.4,10.8,39367.0
1400000US37003040600,86.03264281230383,9.698681732580038,2.824858757062147,0.4865034526051475,0.9573132454488386,59.3,40.7,10.5,3.4,5.4,49978.0
1400000US37003040700,95.52982558991646,0.0,1.8027260735746735,2.4476036933900045,0.2198446431188626,50.5,49.5,9.5,3.1,8.7,69338.0
1400000US37005950100,91.838717512752,0.2914743745445713,0.242895312120476,7.165411707554044,0.4615010930289046,52.3,47.7,26.1,2.9,12.2,42318.0
1400000US37005950200,80.97547830773377,3.7456211263810295,0.9700889248181084,12.880625168418216,1.4281864726488818,47.9,52.1,26.9,1.1,10.6,32388.0
1400000US37005950300,87.35849056603774,3.4276729559748427,0.0,9.21383647798742,0.0,46.3,53.7,18.3,1.9,10.9,38304.0
1400000US37007920100,47.08017156054108,48.43286044209832,0.0,0.0,4.486967997360607,48.6,51.4,14.8,3.7,7.0,34745.0
1400000US37007920200,42.15842636895268,49.22913343965976,3.349282296650718,4.57203615098352,0.6911217437533227,50.8,49.2,17.4,2.5,13.9,45234.0
1400000US37007920300,65.66168623265742,26.74759871931697,0.8004268943436499,4.255602988260406,2.5080042689434365,58.4,41.6,13.4,2.2,9.8,50659.0
1400000US37007920400,17.165354330708663,82.51968503937009,0.0,0.0,0.3149606299212598,41.5,58.5,25.7,8.4,13.0,26753.0
1400000US37007920500,34.94430470715056,60.88753144089113,2.443406395975566,1.0420409629895797,0.6827164929931728,49.6,50.4,24.7,5.6,12.6,37962.0
1400000US37007920600,39.27524646949108,42.84572342126299,1.9184652278177456,14.441779909405808,1.465494271249667,57.8,42.2,9.0,7.1,11.2,40680.0
1400000US37009970200,92.0554428668019,0.7099391480730223,0.0,6.25422582826234,0.9803921568627452,52.2,47.8,18.1,1.6,12.5,38169.0
1400000US37009970300,97.86241741158182,0.0,0.0,0.4663816556548776,1.671200932763311,51.5,48.5,24.9,2.0,15.0,40227.0
1400000US37009970400,89.64008749254326,0.8948101014118115,1.212964804136011,6.780672101809506,1.4714655000994237,47.2,52.8,15.7,3.3,12.0,42266.0
1400000US37009970500,89.58725809213907,1.781126905292002,0.0,6.199691728035623,2.1750299708854257,44.6,55.4,20.8,4.0,16.9,35753.0
