GEOID,Asthma_prev,nearest_hw_dist_m,hw_count_5km,ratio_poverty,ratio_uninsured,med_income,ratio_black,ratio_hispanic,ln_nearest_hw_dist_m,z_ratio_poverty,z_ratio_uninsured,z_med_income,z_ratio_black,z_ratio_hispanic,ln_nearest_hw_dist_m_x_z_ratio_poverty,ln_nearest_hw_dist_m_x_z_ratio_black,x,y
1400000US37005950100,10.1,8101.887494493178,0,26.1,12.2,42318.0,0.2914743745445713,7.165411707554044,8.999975757937973,1.1591283476270366,0.2026661076807177,-0.5655447117737902,-1.0279012277000463,-0.2264841932605084,10.432127028982029,-9.251086130855096,429602.32044794766,304987.4858976866
1400000US37001021703,9.0,2590.933120950549,13,5.6,7.4,69870.0,14.216604244694132,2.6997503121098627,7.860159255036874,-0.9314580385534644,-0.6029223850977983,0.448510265453742,-0.3504058050509284,-0.7557815740597678,-7.321408522414506,-2.7542454315897014,563042.868083884,255575.10201071002
1400000US37001020100,10.4,119.14097400139929,27,20.8,11.3,34205.0,28.04337111877772,9.462789551503205,4.788665836609056,0.61863528193159,0.0516182652847461,-0.8641447419076087,0.3223039904468331,0.0458150179490754,2.9624376399068164,1.5434061080555217,569471.0467446777,259832.7577442075
1400000US37001020901,9.3,732.6487938003086,23,11.6,10.4,46522.0,11.890780974750442,21.667645331767467,6.598030431544319,-0.3195790962567325,-0.0994295771112256,-0.410815939842005,-0.4635634297173567,1.4924088425764854,-2.108592602387352,-3.0586056162261754,572002.4372707792,255768.70477980905
1400000US37011930400,8.9,8950.495166028311,0,11.5,10.8,44157.0,9.462738301559792,4.852686308492201,9.09957585497312,-0.3297770786283446,-0.0322972027130159,-0.497860075336456,-0.5816943062278624,-0.5006024901560565,-3.0008315422100567,-5.293171463926397,340926.7301261008,252370.94952148615
1400000US37009970300,10.1,16613.844523888372,0,24.9,15.0,40227.0,0.0,0.4663816556548776,9.718051823169732,1.03675255916769,0.6725927284681856,-0.6425042412955225,-1.0420822483738117,-1.0204940266041471,10.075215097795455,-10.127009293701937,371612.9033206197,305251.3023725666
1400000US37001021702,10.2,1011.627735362882,19,35.8,5.6,67875.0,6.829691795688034,7.292721747938071,6.920303949406488,2.14833263767342,-0.905018069889742,0.3750840285355899,-0.709799176486513,-0.2113946320605799,14.867114837130226,-4.912026044325089,563862.702775363,260000.8869505269
1400000US37001021902,9.2,16150.810145503883,0,6.4,11.0,62813.0,16.477410002416043,2.126117419666586,9.689787405682871,-0.8498741795805668,0.0012689844860887,0.1887764539593062,-0.2404114590995312,-0.8237720374254591,-8.235100121714838,-2.3295359285644803,579961.6871534953,237193.17015089825
1400000US37013930400,10.7,1825.037736906023,7,30.6,5.5,30547.0,42.14648602878916,4.085520745131245,7.509903727374018,1.6180375543495855,-0.9218011634892944,-0.9987779121565312,1.0084588691247909,-0.5915316241339704,12.151306260441093,7.573429020143655,786951.6756137308,203172.36801681135
1400000US37001021701,7.8,1558.472015657664,10,2.7,1.6,82963.0,9.324009324009324,1.5442890442890442,7.352102591454449,-1.2271995273302183,-1.5763418138718388,0.930399849398286,-0.5884438481104636,-0.8927338793322814,-9.022496825116171,-4.326299540618368,561900.2390251284,259931.05400092853
1400000US37001021803,9.8,9463.664120034144,0,6.8,15.2,50179.0,3.9741219963031424,3.265557609365373,9.15532057648805,-0.809082250094118,0.7061589156672903,-0.2762195747243697,-0.8487304098881836,-0.6887186478871797,-7.4074073723579295,-7.770398985540424,566471.3354852902,236154.37705444364
1400000US37001020300,10.8,1042.12624065183,16,17.3,21.3,40239.0,28.89189189189189,44.054054054054056,6.949977483776044,0.261705898925163,1.7299276252399882,-0.642062579720075,0.3635868327016729,4.145782319189888,1.818850104901252,2.526920300674074,573879.9257599695,260617.49858521303
1400000US37005950300,9.7,11469.467703101847,0,18.3,10.9,38304.0,3.4276729559748427,9.21383647798742,9.347530985499748,0.363685722641285,-0.0155141091134635,-0.7132805087609895,-0.8753166411826607,0.0163075837561781,3.399563561373279,-8.182049425578485,410085.1349918542,306262.01581790275
1400000US37011930200,8.8,5909.414567367704,0,7.0,17.4,47522.0,1.7035775127768311,0.5536626916524702,8.6844712547027,-0.7886862853508936,1.0753869748574434,-0.3740108085547107,-0.9591985713239922,-1.0101489467478684,-6.849323374108087,-8.330132420215108,354070.2008258736,259180.7468193026
1400000US37003040300,9.7,5992.178138356946,0,12.6,5.2,48306.0,1.8963337547408343,0.316055625790139,8.698377124421054,-0.2175992725406104,-0.9721504442879516,-0.345155585625472,-0.9498204561584312,-1.0383115830258076,-1.8927605345579084,-8.261896528155667,403921.01378009253,239474.8393510449
1400000US37007920500,10.5,3959.622364857098,2,24.7,12.6,37962.0,60.88753144089113,1.0420409629895797,8.284156454742442,1.0163565944244657,0.2697984820789274,-0.7258678636612441,1.920261674610724,-0.9522633802063212,8.419657042021484,15.90774814652096,508986.3797731539,133105.59867525086
1400000US37003040600,9.1,2413.213603205383,1,10.5,5.4,49978.0,9.698681732580038,0.4865034526051475,7.789128882914968,-0.4317569023444666,-0.9385842570888466,-0.2836174061131159,-0.5702150169134407,-1.0181090687043794,-3.3630101584491823,-4.441478257712328,411395.5766373913,235583.0396040861
1400000US37001020501,9.9,1199.799496242287,19,12.2,13.0,53929.0,13.275726630007856,14.4802304268133,7.090742860800749,-0.2583912020270593,0.3369308564771372,-0.1382003323970162,-0.3961820587136977,0.6405126625860179,-1.8321855710670945,-2.809225104401495,566621.7366490748,262533.8370974777
1400000US37003040700,9.3,1326.0157658056364,1,9.5,8.7,69338.0,0.0,2.4476036933900045,7.190687915049602,-0.5337367260605886,-0.384742168303617,0.4289299356089014,-1.0420822483738117,-0.7856675266763199,-3.837934225902015,-7.493288229869285,401672.088691257,232966.69070579295
1400000US37007920200,10.7,994.5703090824068,1,17.4,13.9,45234.0,49.22913343965976,4.57203615098352,6.903315747913761,0.271903881296775,0.487978698873109,-0.45822094894004,1.3530489193324102,-0.5338668557530073,1.877038345674901,9.340523912525123,508858.4057710363,150241.7525749167
1400000US37001020801,9.9,1257.6285096753093,25,8.0,11.0,50655.0,17.218543046357617,17.03792895845876,7.137777922731491,-0.6867064616347716,0.0012689844860887,-0.2587003322316177,-0.2043533217947744,0.9436666668406102,-4.901558221253732,-1.4586286287435846,569036.2828775304,255115.68137550147
1400000US37007920400,12.3,5717.908527186592,0,25.7,13.0,26753.0,82.51968503937009,0.0,8.651533249240558,1.1183364181405877,0.3369308564771372,-1.1384165802605255,2.9727247526340475,-1.0757724203137076,9.675324705379886,25.718627038253874,511069.6089959208,140464.10551894284
1400000US37009970700,8.7,5190.924915816047,0,8.2,8.7,53401.0,0.5162523900573613,3.537284894837476,8.55485979676473,-0.6663104968915473,-0.384742168303617,-0.1576334417167076,-1.016965166202443,-0.6565118754169685,-5.700192882019828,-8.699994415055441,383278.76924785157,288699.06760705035
1400000US37001021102,10.2,1471.8303001340028,8,22.1,12.1,33715.0,24.04274265360641,9.85455624814485,7.294941202856349,0.7512090527625487,0.1858830140811653,-0.8821792562383829,0.1276625401948351,0.0922495923725522,5.480025870956205,0.9312907245286076,575237.5903504526,254143.68137308687
1400000US37013930300,12.0,640.1900936146145,7,27.9,13.7,27050.0,42.03015616585891,21.24394184168013,6.463325970857182,1.342692030316056,0.454412511674004,-1.1274854562681993,1.0027991050588492,1.4421889249249755,8.678256270404724,6.4814174992792,784996.1785344379,202086.05025596387
1400000US37001021801,9.1,5309.214830355068,0,11.7,12.5,59561.0,5.187319884726225,2.573075339645945,8.577387571111581,-0.3093811138851203,0.2530153884793751,0.0690861670130252,-0.7897050346249952,-0.7707958631427629,-2.6536817209748875,-6.773606148836675,564935.4087422828,248126.16600490714
1400000US37003040100,9.8,8401.386388961784,0,14.4,17.7,53909.0,4.483738553836438,0.6315124723713293,9.036271038408389,-0.0340355898515908,1.1257362556561008,-0.1389364350227621,-0.8239361790081452,-1.000921716695826,-0.3075548148510764,-7.445310631868172,422622.3644318986,248826.0635784033
1400000US37009970200,9.8,14401.338756080078,0,18.1,12.5,38169.0,0.7099391480730223,6.25422582826234,9.5751458859931,0.3432897578980607,0.2530153884793751,-0.7182492014847741,-1.0075417789014276,-0.3344834920480059,3.2870495130411834,-9.647359519214174,381834.9895740454,311134.8325793744
1400000US37001021206,9.4,903.8859581164346,6,10.1,9.6,62623.0,27.003380393716448,8.013521574865779,6.807808922628593,-0.4725488318309154,-0.2336943259076451,0.1817834790147203,0.2717056145324417,-0.1259610474939992,-3.2170221537162247,1.8497199069422416,582041.9648536068,259140.80862484805
1400000US37001021300,10.0,10906.183350597534,0,8.8,8.9,61203.0,28.148886673313395,4.187437686939183,9.297176874147544,-0.6051226026618739,-0.351175981104512,0.1295201925867624,0.3274376090114574,-0.5794518076004005,-5.625931867491947,3.044245366227487,581162.3032410077,270184.43553061184
1400000US37001021600,10.8,3942.1988076559087,6,11.7,8.3,53342.0,11.690718919634582,5.732821395471998,8.279747553011306,-0.3093811138851203,-0.4518745427018264,-0.1598049444626579,-0.4732969925530845,-0.3962835203471961,-2.5615975206382373,-3.918779615939012,563443.5761988399,265012.9373187667
1400000US37001020601,8.1,1065.5310542683667,27,4.2,2.5,89306.0,0.9315772566655958,3.629938965628011,6.972166655413757,-1.0742297917560353,-1.425293971475867,1.1638547971535935,-0.9967584824111044,-0.6455299507596601,-7.489709134333493,-6.9495662545675225,566088.6306315935,259729.69345586604
1400000US37001022001,9.6,5209.415329994237,0,6.6,7.0,62453.0,11.770524233432244,11.449060336300692,8.558414849419295,-0.8294782148373424,-0.670054759496008,0.1755266066958803,-0.4694142470918092,0.2812399261214577,-7.099018671133719,-4.017441862839518,579468.0986541539,249459.95028689926
1400000US37001021000,12.3,871.8836710682518,18,40.2,19.4,23947.0,35.95898974743686,24.706176544136035,6.771802295034375,2.597043862024357,1.411048846848492,-1.2416917786526736,0.70742035477235,1.8525540640266016,17.58666758516148,4.790510782001431,573752.1633379478,258248.30822454233
1400000US37001021802,9.6,10845.88392482786,0,9.7,9.5,52132.0,2.8319529788939355,0.4541811381244991,9.291633121851577,-0.5133407613173643,-0.2504774195071975,-0.204339153320284,-0.904300037489658,-1.0219401062329818,-4.7697740206529256,-8.402424180430529,569925.513289314,243298.4578134298
1400000US37011930302,10.1,12481.24543409998,0,20.8,12.6,36552.0,0.1948558067030397,1.363990646921278,9.432062548343453,0.61863528193159,0.2697984820789274,-0.777763098776329,-1.0326019836761804,-0.914103943257509,5.835006673790844,-9.739566497577258,338436.3881960152,264342.38299474644
1400000US37011930301,10.0,9715.055711499665,0,18.9,22.9,31180.0,0.8302583025830259,8.979089790897909,9.18153502410106,0.424873616870958,1.9984571228328265,-0.975480264051674,-1.001687924955528,-0.0115160230122481,3.900991994117196,-9.197032766198294,344891.65889814496,266038.83606223867
1400000US37001021901,9.5,5559.794611935943,0,7.9,9.5,71639.0,3.7559659680431614,5.16704710520855,8.623496292848953,-0.6969044440063837,-0.2504774195071975,0.5136185427009656,-0.8593442937045407,-0.4633425343300995,-6.009752889359011,-7.410552331042009,575246.9308911955,247119.55152100368
1400000US37003040500,9.8,4065.371256660412,3,10.3,10.8,39367.0,1.097491448118586,14.18187001140251,8.310506297609878,-0.4521528670876909,-0.0322972027130159,-0.6741566542025956,-0.9886863059710924,0.6051491693815801,-3.757619249414618,-8.21648377213341,420328.5371687813,236412.56484990637
1400000US37001020400,11.8,2799.327835590877,11,26.8,16.6,32773.0,58.58286391935962,21.0495108212274,7.937491773449081,1.230514224228322,0.9411222260610246,-0.916849689911014,1.808133334614932,1.4191437764556478,9.767196531924384,14.352043468805078,570670.5941978426,263186.7403186087
1400000US37013930100,10.0,25805.545651237,0,13.4,7.6,42730.0,29.75306163421,5.741818911865088,10.158383446143713,-0.1360154135677128,-0.5693561978986935,-0.550380997683425,0.4054850816935993,-0.3952170799168,-1.3816967256066446,4.11907294153449,818545.2109791618,208443.23486823903
1400000US37001020701,9.2,994.3943120446136,30,8.8,6.9,55715.0,11.321134124271063,9.149406796702191,6.903138952167233,-0.6051226026618739,-0.6868378530955603,-0.0724663679179086,-0.491278297537266,0.0086709856063961,-4.177245409271997,-3.3913623520839047,566297.9308685379,257455.28141086802
1400000US37003040400,10.2,7269.414873715186,0,13.5,7.9,39489.0,16.314154710841592,5.235911847359858,8.89156863543512,-0.1258174311961006,-0.5190069171000362,-0.6696664281855457,-0.2483542728324238,-0.4551802657605905,-1.1187143250142648,-2.208259062793077,413248.66207951284,242880.25359615264
1400000US37001021204,9.7,3273.3489860672066,3,12.1,8.3,56515.0,15.47427652733119,10.269292604501608,8.093874345429175,-0.2685891843986714,-0.4518745427018264,-0.0430222628880731,-0.2892166296087806,0.1414066707318321,-2.1739271090641528,-2.340883058662001,581261.1981190364,254803.10937367007
1400000US37001020200,11.7,1255.182908996361,24,33.0,16.8,29797.0,29.24505252870755,28.389934033716106,7.135832964607205,1.8627891312682785,0.9746884132601292,-1.0263817606220018,0.3807690577246045,2.289175432750069,13.2925520890162,2.717104394013657,571817.0592611108,259877.4693163935
1400000US37001020802,12.3,582.8977219615722,26,27.0,25.3,28391.0,37.54860524091293,35.36770921386306,6.3697258338630975,1.2509101889715464,2.401251369222085,-1.0781297752119376,0.7847594697856153,3.116223836022593,7.967954946534628,4.9987026680621405,571085.2177196015,258335.23083778142
1400000US37001020702,10.9,565.5211839474789,26,24.8,11.2,34102.0,31.329690346083787,17.911353976927746,6.339514474203997,1.026554576796078,0.0348351716851935,-0.8679356704302,0.4821923544782799,1.0471903184707616,6.507857598159095,3.05686541056556,567932.7555406567,256642.51918612572
1400000US37001020502,11.2,1061.296340572851,14,22.3,16.1,38775.0,34.72083748753739,23.454636091724826,6.96818820296487,0.771605017505773,0.8572067580632624,-0.6959452919246738,0.6471808815001668,1.70421386875309,5.37668898033223,4.509678183653868,568850.4860755394,262332.91574275366
1400000US37001020902,9.4,2854.254122125309,12,7.6,7.6,62500.0,12.11332755131541,9.135588320323793,7.956916127629984,-0.7274983911212204,-0.5693561978986935,0.1772564478663831,-0.4527359337905717,0.0070331356428533,-5.788643681137304,-3.6023818531358205,572297.4688612039,253251.9252004087
1400000US37011930100,10.1,15865.252688768338,0,22.0,15.6,40134.0,1.84873949579832,7.450980392156863,9.671949660167012,0.7410110703909363,0.7732912900655,-0.6459271185052409,-0.9521360462375622,-0.192636853882569,7.16702177044761,-9.209011908840152,348500.4659782124,275329.80732321105
1400000US37021002000,9.9,166.7789145639693,25,16.3,17.1,41574.0,25.34905367669873,3.0251318647223084,5.1226471279966335,0.159726075209041,1.0250376940587866,-0.5929277294515372,0.1912181225810572,-0.717215371137651,0.8182203204357683,0.979542966460761,290256.2242207758,206730.68832626895
1400000US37063000900,11.8,642.8511544714705,22,22.4,28.8,32500.0,53.80116959064327,29.239766081871345,6.46746757279339,0.781802999877385,2.98865964520642,-0.9268974907524454,1.5754909068299636,2.3899027018768177,5.056285550019582,10.189436351153642,619872.6567632663,249603.9571257742
1400000US37051001601,9.9,637.6564993677345,6,13.1,14.2,48634.0,31.1084305052942,8.604744672295938,6.459366750165625,-0.1666093606825494,0.5383279796717662,-0.3330835025632394,0.4714274617448661,-0.0558856859233572,-1.076190964659212,3.0451228715097653,614491.2169187062,135526.31202547907
1400000US37025042200,8.9,1865.1228322951529,6,9.6,6.2,64327.0,10.217945089159354,6.113784319275403,7.531618205765552,-0.5235387436889765,-0.8043195082924274,0.2444994227282698,-0.5449514430356822,-0.3511294748666131,-3.94309393339152,-4.104366209625753,467800.01096421166,183299.42439701888
1400000US37027030100,11.3,1256.5136059956792,17,22.4,23.2,26737.0,25.40381791483113,17.217327459618208,7.136891721792639,0.781802999877385,2.048806403631484,-1.1390054623611223,0.1938825516388501,0.9649300695875987,5.57964335789756,1.3837187777913436,380258.8568497052,243284.160623069
1400000US37037020600,10.0,4542.533757033576,1,11.9,14.6,52431.0,15.654520917678813,5.8415268941584735,8.421460348849978,-0.2889851491418957,0.6054603540699759,-0.193334419065383,-0.2804472500369271,-0.3833990827156444,-2.4336769749049725,-2.361775396129997,584329.4456661678,206229.78850080003
1400000US37039930602,9.6,19948.21376063605,0,14.4,10.7,42568.0,0.0,1.851851851851852,9.900945011046964,-0.0340355898515908,-0.0490802963125685,-0.5563434289519666,-1.0420822483738117,-0.8562796625749743,-0.3369845035391486,-10.317599038137292,131911.96573369158,156229.8813383295
1400000US37045950500,10.6,1267.5024365095628,4,21.0,14.0,34292.0,25.4380664652568,2.02416918429003,7.145592299817596,0.6390312466748144,0.5047617924726614,-0.8609426954856141,0.1955488367192857,-0.835855563063334,4.566256755582392,1.3973122618996168,395804.5647783463,166503.57724678214
1400000US37063001301,11.8,218.3935890669877,23,25.1,23.1,31683.0,82.41678726483357,12.807525325615051,5.39086732711789,1.0571485239109146,2.032023310031932,-0.9569672830141648,2.9677184961826297,0.4422534685913666,5.698947437462255,15.998576677154375,618688.2951563979,247401.86399374375
1400000US37057060400,9.6,2498.994664534246,5,14.7,11.8,53304.0,0.0,4.010073614877954,7.824043876667713,-0.0034416427367543,0.1355337332825082,-0.1612035394515751,-1.0420822483738117,-0.6004740774226653,-0.0269275637801804,-8.153297234373245,498528.2477406501,238073.42155210435
1400000US37045951300,9.4,1833.915119951769,7,16.1,8.5,48720.0,7.74818401937046,8.820477343479764,7.514753503261748,0.1393301104658167,-0.4183083555027217,-0.3299182612725321,-0.6651120329491602,-0.0303157360998173,1.0470314357328423,-4.998152979666244,374455.473282007,176921.61253800459
1400000US37015960100,10.5,14974.01845007791,0,15.0,13.1,42672.0,48.13034188034188,0.6054131054131053,9.614138655041517,0.0271523043780823,0.3537139500766895,-0.552515695298088,1.2995897229855862,-1.0040151725914297,0.2610460190947746,12.49443579145042,804330.0715524254,266968.31575394614
1400000US37021002603,10.4,9845.540525002752,0,21.1,12.8,36557.0,1.964379256155055,6.469355683603981,9.194875456739682,0.6492292290464267,0.3033646692780324,-0.7775790731198925,-0.9465098575378164,-0.3089849916287354,5.969581903957014,-8.70304025863664,266540.69674311095,216888.48443855214
1400000US37049961201,10.2,2064.338976271537,3,9.4,4.6,41667.0,9.903622465935529,17.68029245596544,7.6330496450816065,-0.5439347084322008,-1.0728490058852662,-0.5895048522418187,-0.5602440931190181,1.0198035000313672,-4.151880633145978,-4.276370976141187,799879.2650776239,132811.2536714065
1400000US37035010501,8.3,661.2243620793627,25,4.6,8.0,77179.0,7.259528130671507,1.6593207155820584,6.495604414045852,-1.0334378622695863,-0.5022238235004838,0.7175189700325759,-0.6888864703103338,-0.879099625202206,-6.712803539800435,-4.474733997324271,397667.17794152955,224536.6445773114
1400000US37021000300,10.3,276.2782886721926,26,31.4,8.9,44551.0,20.617696160267112,1.961602671118531,5.625021654108206,1.699621413322483,-0.351175981104512,-0.483358853609262,-0.0389752824492465,-0.8432713271831129,9.56040725372496,-0.2192368077519955,286160.0784180894,211738.75793045995
1400000US37023021201,9.9,5681.328615197486,0,23.7,13.8,40347.0,0.0,2.121374865735768,8.645116395165843,0.9143767707083436,0.4711956052735567,-0.6380876255410473,-1.0420822483738117,-0.8243341537955992,7.9048936118095,-9.008922330527724,375073.1293403611,219120.18669911867
1400000US37031970103,9.6,9203.23612377443,0,25.8,16.8,51995.0,0.0,0.0,9.127419105299722,1.1285344005122,0.9746884132601292,-0.2093814563066433,-1.0420822483738117,-1.0757724203137076,10.300606448223023,-9.51152142310082,834437.0688727,113799.58925421849
1400000US37051003403,10.5,3658.793199629473,2,13.0,1.5,36958.0,17.63892091307355,26.631311966797327,8.205161921965589,-0.1768073430541616,-1.5931249074713911,-0.7628202154736875,-0.183900795811978,2.080732836814444,-1.450732878751914,-1.5089358072156114,608002.6972280458,154310.8978418291
1400000US37035011102,9.2,2322.132467062,13,12.9,14.3,54118.0,7.756485464737323,14.43097379741885,7.750671755278043,-0.1870053254257738,0.5551110732713188,-0.1312441625837175,-0.6647081450651787,0.6346744669377586,-1.449416893864124,-5.151934645459941,399283.7009717198,217212.46740015468
1400000US37035010202,9.6,2126.24433287631,13,13.5,10.9,54968.0,5.023839981393186,11.919990696592626,7.662582680665152,-0.1258174311961006,-0.0155141091134635,-0.0999598009895174,-0.7976587763305342,0.3370574600024785,-0.9640864692090202,-6.11212632459091,407877.3222477458,222735.09583463133
1400000US37051003314,10.5,2011.56094473566,3,17.5,11.4,52836.0,52.927277500656345,16.40850616959832,7.607163291932659,0.2821018636683873,0.0684013588842985,-0.1784283408940288,1.53297368103916,0.8690636452368955,2.145994941883948,11.661581113899985,605081.5189723857,143725.37958357934
1400000US37051002100,9.8,395.0598561555889,27,15.2,13.8,43191.0,27.81974472518885,9.976556394894503,5.981565351740235,0.0475482691213066,0.4711956052735567,-0.5334138321599823,0.3114239584864302,0.1067097926460426,0.2844130791112281,1.8628027597842205,615150.5212587118,147096.53102139191
1400000US37047931200,10.5,3382.2778480498173,1,20.0,11.7,38566.0,35.04407165197612,5.885698038100654,8.126600296076163,0.5370514229586923,0.1187506396829556,-0.7036375643637183,0.6629071022889931,-0.3781636497696188,4.364402252824234,5.387181053732722,625498.4417425508,44011.405081886965
1400000US37063001604,8.0,3409.472479107848,4,5.3,1.9,104314.0,12.411847672778562,3.05594734367654,8.13460611760256,-0.9620519856683007,-1.5259925330731814,1.7162262075133063,-0.4382121183758597,-0.7135629329310308,-7.825913968069051,-3.564682978947846,613640.8537937499,259934.27164777793
1400000US37025042502,9.4,1655.0243434333297,20,12.5,22.8,51944.0,29.172932330827063,7.781954887218045,7.412175034978058,-0.2277972549122226,1.9816740292332744,-0.2112585180022953,0.3772602140441359,-0.1534077413650007,-1.6884731258969097,2.7963187402284237,462346.45872078097,184854.21963510488
1400000US37051001700,10.7,1993.2994163479057,18,19.5,11.5,42260.0,35.45524268653446,14.144844965487016,7.598048097899005,0.4860615111006313,0.0851844524838509,-0.5676794093884532,0.68291169085921,0.6007607354875469,3.693118739880068,5.188795873765813,614883.9078308209,139774.33228605575
1400000US37063002009,11.3,996.4483633247722,22,21.6,16.0,35247.0,72.80285035629454,19.67537608867775,6.905200381333654,0.7002191409044877,0.8404236644637098,-0.8257937951062481,2.4999743307845765,1.2562729606016223,4.835153478790792,17.262823702258004,618808.4521377361,245231.54014946517
1400000US37031970504,8.6,2835.857720911886,3,8.2,9.7,77250.0,2.63724434876211,16.146393972012916,7.950452282304103,-0.6663104968915473,-0.2169112323080927,0.7201321343539738,-0.913773141647011,0.8379965115310064,-5.297469810734583,-7.264909759515668,819710.2595029774,112927.3330568879
