GEOID,nearest_hw_dist_m,hw_count_5km
1400000US37129011605,974.7503983867646,23
1400000US37001021207,1812.8577288851168,6
1400000US37025042102,653.3280668216936,11
1400000US37133001200,2524.6142512660617,4
1400000US37133001300,1933.3134225824617,11
1400000US37049961201,2064.338976271537,3
1400000US37151031000,3323.636062280503,1
1400000US37183052807,2669.2166168450526,2
1400000US37141920501,20162.012560348463,0
1400000US37101040800,2155.348534460385,4
1400000US37045951602,4185.855146548237,4
1400000US37045951602,4185.855146548237,4
1400000US37183053606,1835.5990180637186,20
1400000US37183980100,1225.7209523444994,16
1400000US37051003407,1693.0591422384116,8
1400000US37125950801,2301.4931823462016,7
1400000US37173960302,7131.225542157717,0
1400000US37119005839,1366.411334488404,10
1400000US37183053201,2964.911640179536,1
1400000US37183053206,805.5012707112437,7
1400000US37183053803,1212.300822547715,2
1400000US37183054006,973.8281613610841,21
1400000US37119005512,1225.192839838676,30
1400000US37183053602,1041.25394503828,24
1400000US37071031001,1521.3153614261264,4
1400000US37055990200,17951.23561020621,0
1400000US37119001917,1403.2583584309264,10
1400000US37119001701,813.8165780899334,50
1400000US37181960700,1100.630068928133,6
1400000US37127011101,1463.3761211453243,4
1400000US37025042602,1597.1256185368813,8
1400000US37145920400,658.3387958976915,2
1400000US37023020301,1987.6692899389798,2
