GEOID,nearest_hw_dist_m,hw_count_5km
1400000US37151030600,6060.58494211915,0
1400000US37037020800,3001.957219585014,1
1400000US37037020106,11675.002892467815,0
1400000US37087921000,2788.2587793359035,2
1400000US37067001400,307.4857811341732,30
1400000US37153970700,1479.5627217860026,2
1400000US37119005520,1899.6502130157064,10
1400000US37067003108,2697.9769155435606,13
1400000US37099940200,6486.983485874775,0
1400000US37023021202,4277.316637858709,1
1400000US37195001700,6032.978805246739,0
1400000US37063002020,1709.1276919293807,14
1400000US37081017200,3287.592570494151,5
1400000US37071031301,2702.6965616727084,9
1400000US37159051303,861.9074041392971,10
1400000US37159051801,7117.36530403448,0
1400000US37183054206,1347.085617338517,7
1400000US37183980200,2681.4018602836977,10
1400000US37019020402,9567.097522605543,0
1400000US37181960900,4047.5723028922102,1
1400000US37119003201,364.15383634739914,33
1400000US37119003006,1595.9013610676907,8
1400000US37119001200,695.8263104258023,56
1400000US37179020315,2411.60694193214,4
1400000US37183052705,967.7667230725868,35
1400000US37183053525,888.532067222868,17
1400000US37137950202,25805.40734067087,0
1400000US37099950300,5789.322201183558,0
1400000US37099950900,22490.49871279342,0
1400000US37131920401,7192.21855343548,0
1400000US37195001600,5984.504209884259,0
1400000US37149920304,2941.0086099286395,1
1400000US37191001101,4118.832916496138,1
1400000US37069060502,3870.991489398108,3
1400000US37047931000,3602.8050418383523,1
1400000US37067001601,501.7443029770952,23
1400000US37001020602,1402.5188296066992,26
1400000US37147000502,1038.984022692525,20
1400000US37037020105,8392.876715855928,0
1400000US37037020104,4875.91670704906,1
1400000US37071030801,1289.297706588016,3
1400000US37071032402,5873.572801074484,0
1400000US37071033307,5708.710312216542,0
1400000US37047931100,9337.416394495755,0
1400000US37003040500,4065.3712566604117,3
1400000US37003040200,4549.374560276976,1
1400000US37163970600,854.7216095539179,9
1400000US37045951501,4900.268090755467,1
1400000US37097061502,431.19203923937414,5
1400000US37119006405,1273.7802140580402,9
1400000US37071030102,379.37956266538265,7
1400000US37071030301,6901.200093674887,0
1400000US37119005847,1711.6119275694825,4
1400000US37069060600,9757.328555740833,0
1400000US37159051101,3627.6245497816253,1
1400000US37097061503,2237.642084360053,4
1400000US37141920203,7751.547195954263,0
1400000US37119005908,3923.1101185981547,13
1400000US37119005824,1222.8071150692563,30
1400000US37151030700,14250.561282078004,0
1400000US37091950401,2694.3160273599387,2
1400000US37155960600,7183.633861988794,0
1400000US37151031200,2189.9480395388923,2
1400000US37179020313,1200.861175240041,8
1400000US37087920300,2422.544493974162,1
1400000US37119005907,1682.0956852508245,20
1400000US37199960101,9149.24292897278,0
1400000US37021003102,5553.122370142364,0
1400000US37047930400,8055.732186909129,0
1400000US37183051000,585.7058023615614,40
1400000US37057060800,441.8054438430848,12
1400000US37189920500,1475.1346326996313,11
1400000US37071030402,4213.179795616726,5
1400000US37071031401,1243.996798305642,24
1400000US37071033500,2572.7128868387085,2
1400000US37039930200,123.40144426997436,1
1400000US37039930602,19948.21376063605,0
1400000US37071030802,1595.5072685770874,7
1400000US37173940100,3462.4460264932172,1
1400000US37183053524,713.2923144200361,15
1400000US37183053111,3988.255182175023,2
1400000US37183053005,1445.428601434419,11
1400000US37081016405,1085.6181771625909,57
1400000US37097061602,837.1665858099848,5
1400000US37129010100,618.2498791221784,23
1400000US37071032703,1595.0006994782423,24
1400000US37183053725,1285.8614166220166,17
1400000US37119005912,132.05072548388483,28
1400000US37119005616,1960.155826626497,15
1400000US37119005833,1709.8868968404727,15
1400000US37199960102,6620.216137321768,0
1400000US37011930400,8950.495166028311,0
1400000US37047930300,17519.665927282946,0
1400000US37119001921,1243.0701104985676,21
1400000US37169070504,6634.39542754032,0
1400000US37169070700,1994.0682517987343,1
1400000US37025042402,957.8566637114433,18
1400000US37067003803,2376.3927239594705,12
1400000US37133000500,9858.550545319018,0
1400000US37119005611,1004.5168012055417,8
1400000US37183054204,1568.2943035854562,7
1400000US37063001900,3001.4829864234434,1
1400000US37045951502,7698.648746962384,0
1400000US37171931101,7984.438263079748,0
1400000US37171930902,2167.211091919054,3
1400000US37113970302,4414.067781086793,1
1400000US37179020204,8082.25585353719,0
1400000US37021000300,276.2782886721926,26
1400000US37067001901,544.1096941608184,32
1400000US37015960100,14974.01845007791,0
1400000US37119001923,844.8335146487301,19
1400000US37119004700,335.75738655770573,74
1400000US37051000200,469.1449216694256,17
1400000US37143920201,12037.562868684272,0
1400000US37053110402,15868.299389400046,0
1400000US37053110301,15030.51727230605,0
1400000US37169070400,7952.907887383525,0
1400000US37081012505,1595.204100594674,54
1400000US37069060802,3821.423945879736,1
1400000US37183053203,1884.6124336394087,6
1400000US37183053425,455.65937293199005,13
1400000US37021000100,52.780173903582046,28
1400000US37113970100,11159.807094074189,0
1400000US37039930500,4763.641519694,1
1400000US37131920100,4686.596820683554,1
1400000US37067000200,762.0501502456128,40
1400000US37031970403,731.1570603413536,3
1400000US37081016701,2276.2153957751484,5
1400000US37159051102,2181.508256658449,5
1400000US37119005716,1628.6165504063813,22
1400000US37119005910,1156.472703350987,23
1400000US37119006107,1881.6926240970713,17
1400000US37045951300,1833.915119951769,7
1400000US37031970601,7868.4493121141395,0
1400000US37081016103,827.8875208507338,47
1400000US37083930200,1393.619521022102,7
1400000US37135011902,1177.6417983261524,17
1400000US37031970200,8587.555532210055,0
1400000US37119005917,436.69950293767613,38
1400000US37063980100,476.31969100294003,56
1400000US37081014501,837.0870458466449,48
1400000US37085070901,8342.307496047286,0
1400000US37183052302,982.7810772739961,40
1400000US37183053523,958.2709128707395,20
1400000US37119000900,342.41264851278254,66
1400000US37133000800,487.41828401101543,2
1400000US37119005916,1603.3790170523114,44
1400000US37183053007,3042.819438418638,8
1400000US37063000102,999.3017658143726,28
1400000US37063001502,425.2108465166513,21
1400000US37063001707,2132.314754007981,9
1400000US37063001806,3564.265054104016,2
1400000US37119005519,1872.8051482078235,8
1400000US37119005509,2460.486794628587,13
1400000US37119005610,1717.729014357669,13
1400000US37195001400,2767.6633694912325,7
1400000US37119005609,1813.7048787645913,14
1400000US37187950300,19295.93274201028,0
1400000US37045951503,2802.3255392043857,1
1400000US37183052101,1476.376574544587,30
1400000US37183054011,1159.9864416400644,16
1400000US37183053105,1463.4647427122,6
1400000US37147001600,6727.339867774325,0
1400000US37119002905,1418.0558295778646,21
1400000US37183053717,229.77978889875052,10
1400000US37155960900,1388.1404537524154,8
1400000US37133000401,7669.534736847102,0
1400000US37021003002,2581.8143976185997,2
1400000US37153970900,1137.3916671594352,7
1400000US37089930502,2331.2601885996364,5
1400000US37159050500,536.7568329689753,14
1400000US37097061101,5876.982469249922,0
1400000US37097061201,2155.115880258909,5
1400000US37027031202,1570.7649312326134,5
1400000US37027030400,455.11512078078357,16
1400000US37097060802,4732.868235224282,1
1400000US37097060902,10097.929459713392,0
1400000US37051003700,7065.856142235552,0
1400000US37061090702,1004.6512575126441,2
1400000US37151030503,6584.264625810309,0
1400000US37063001604,3409.472479107848,4
1400000US37087920200,1036.6011485128172,2
1400000US37051002600,8756.981124158225,0
1400000US37061090100,14828.370201709382,0
1400000US37051003201,2647.884706220571,4
1400000US37183054013,1707.6168779170275,11
1400000US37157041602,5613.271613341197,0
1400000US37125950702,2700.8092185546584,8
1400000US37119001507,770.5789596228534,25
1400000US37119001504,961.3841801574906,31
1400000US37183054113,2386.969912007377,8
1400000US37105030200,726.1825498415083,11
1400000US37089930402,5374.195574388398,0
1400000US37089931901,1482.2629480010883,1
1400000US37063001809,1321.3844708807135,33
1400000US37165010102,2457.9929007896085,4
1400000US37161961102,3610.232682313676,1
1400000US37085070300,3864.5332234240013,6
1400000US37123960402,3699.173141905606,2
1400000US37027030800,4018.5237887276267,2
1400000US37067002604,1974.5710857178672,8
1400000US37067003403,704.1051095203203,16
1400000US37147001800,1198.5866293897723,3
1400000US37085071002,10592.109014157013,0
1400000US37085071101,13223.61286251685,0
1400000US37101040700,433.39146723941326,9
1400000US37183053505,826.0407701040414,14
1400000US37057061202,3549.1119249708463,2
1400000US37031970801,7098.5181143630525,0
1400000US37021002302,1732.770582676087,9
1400000US37031970901,3479.9477057067093,1
1400000US37109071101,1919.7230112258305,5
1400000US37151031400,486.6419531495745,13
1400000US37021001802,2330.874740169765,11
1400000US37031970703,4145.6640993655255,1
1400000US37123960500,13356.82052948864,0
1400000US37123960200,5333.2168664127275,0
1400000US37189920703,2283.9556143879654,11
1400000US37057061701,1969.6361391422734,6
1400000US37057062002,714.1474505341499,3
1400000US37057060303,2907.261725470903,1
1400000US37179020311,2487.0039883354693,6
1400000US37179020308,2431.7293820993127,9
1400000US37179020310,4840.235438609947,2
1400000US37183052903,2796.6679827500116,6
1400000US37183053900,7879.996299707135,0
1400000US37183054302,1470.3597508319676,4
1400000US37105030401,1737.9720830081542,12
1400000US37155961602,13634.62436880311,0
1400000US37081016303,3650.429745486846,6
1400000US37191000101,8595.00656353649,0
1400000US37129010800,815.3871042201399,17
1400000US37129011606,1156.9064589819232,18
1400000US37021002505,2642.479891568997,5
1400000US37183052507,1160.7847083847028,12
1400000US37183053720,3015.986218388076,6
1400000US37191000500,770.0170215006381,11
1400000US37191000304,4742.782946835548,1
1400000US37135011102,5790.123546584567,0
1400000US37077970400,1174.680219218535,6
1400000US37183053405,984.7019488525116,19
1400000US37135010704,3860.260651161358,5
1400000US37063001304,603.3265084886275,23
1400000US37179021004,4947.63327742186,1
1400000US37129011607,155.11849815132965,8
1400000US37129010600,1049.6428694820943,32
1400000US37027030600,1720.7347831674263,13
1400000US37019020308,11714.560585041569,0
1400000US37019020601,11285.076406691456,0
1400000US37019020603,1809.528338934093,1
1400000US37027031201,8960.538443233285,0
1400000US37019020303,7160.404955544832,0
1400000US37019020304,5171.738641321869,0
1400000US37019020102,3651.7987400544507,3
1400000US37119005401,1817.072722705066,41
1400000US37119006106,2035.386187096613,16
1400000US37081013800,312.16295167364325,37
1400000US37081014300,943.8929062482814,55
1400000US37183053707,1423.5016994785296,17
1400000US37179020602,2557.670016615963,8
1400000US37179021013,1133.4489542406068,3
1400000US37059080300,567.8118466858182,2
1400000US37101040400,6697.034681342665,0
1400000US37153970100,18264.31366511517,0
1400000US37129012202,1902.99438260768,1
1400000US37155961302,2090.5659187865676,7
1400000US37081011905,1951.9876078148427,12
1400000US37155961801,7919.9765394297865,0
1400000US37081015901,1409.7909397418862,1
1400000US37081016003,4062.75088131633,1
1400000US37159051400,3547.288966163976,6
1400000US37109070902,7271.175977100667,0
1400000US37067001602,854.5750797899822,34
1400000US37119005713,2502.084250234409,5
1400000US37119006105,1176.583331639226,2
1400000US37101040302,2985.0725636648694,3
1400000US37031971102,2221.3700595323126,4
1400000US37105030503,8046.342432233061,0
1400000US37179020312,1022.7368986009553,10
1400000US37049961100,7754.435392723186,0
1400000US37081015200,3065.952376519837,1
1400000US37081010401,813.0269352238624,50
1400000US37097061002,3273.91972481079,2
1400000US37081016008,2620.1459066911652,9
1400000US37081016006,1663.0382598215201,9
1400000US37081016011,377.5136224794983,58
1400000US37081016406,318.7742698436801,40
1400000US37097061205,5274.256665334881,0
1400000US37035011602,7861.172114011054,0
1400000US37179020203,6610.779964934204,0
1400000US37125950502,8847.188195748737,0
1400000US37033930300,24359.712539197364,0
1400000US37033930400,17868.60578377564,0
1400000US37119005909,880.0753145602756,26
1400000US37013930100,25805.545651236996,0
1400000US37013930600,7646.390399508459,0
1400000US37069060801,457.17642827598485,1
1400000US37051002800,8001.331663226004,0
1400000US37051001604,2395.661113089205,7
1400000US37051003102,2133.2440021492653,2
1400000US37183053714,485.4901766613825,14
1400000US37119005823,2769.231791158722,2
1400000US37119006005,1873.1741619477154,13
1400000US37001020300,1042.1262406518301,16
1400000US37115010600,6110.512611272541,0
1400000US37129011400,861.8135035538196,21
1400000US37183054205,1341.4165488068713,5
1400000US37183054301,6002.213628944509,0
1400000US37049960401,3557.0515872790306,1
1400000US37171930502,1900.1162134588515,11
1400000US37049961202,630.3836771106049,4
1400000US37013930900,10403.232362609035,0
1400000US37151031305,1531.5910116571852,1
1400000US37107010700,1370.0804353044782,7
1400000US37107011001,1109.137629604811,1
1400000US37155960702,4062.7936399351356,4
1400000US37155960401,7048.706014537725,0
1400000US37165010200,2255.8501444937433,6
1400000US37129010700,605.5863648356001,26
1400000US37035011000,607.6624815888069,30
1400000US37061090802,8757.670621489853,0
1400000US37065020600,7021.193307161554,0
1400000US37065020400,491.80607919739253,13
1400000US37065020200,3519.083724029759,12
1400000US37093970102,3296.1676686325986,1
1400000US37161960900,1880.011989374865,5
1400000US37127010503,1753.8056644195804,9
1400000US37127010800,8130.451970354663,0
1400000US37127010900,13122.882551513192,0
1400000US37097061104,3292.6277740261967,2
1400000US37097061405,3302.214678392285,4
1400000US37045950102,9909.110690140307,0
1400000US37125950402,8495.917816825064,0
1400000US37035010201,6016.4173152445655,0
1400000US37093970401,8954.506810153884,0
1400000US37093970101,6421.617948625997,0
1400000US37093970202,3647.68280678359,1
1400000US37049960500,3143.8998954321346,3
1400000US37045950602,484.50774410036905,1
1400000US37157040101,9919.244359454666,0
1400000US37021001000,1506.6100684427759,25
1400000US37093970103,3175.4739740815508,1
1400000US37157041002,5486.2866744334415,0
1400000US37071032900,703.8779745515284,24
1400000US37069060100,9615.759858566253,0
1400000US37135011800,678.5708092614486,19
1400000US37089931600,3428.0789440376902,5
1400000US37061090501,6302.270767840036,0
1400000US37119004000,468.08977839667745,39
1400000US37119004000,468.08977839667745,39
1400000US37183054004,853.3512676236743,29
1400000US37197050200,11185.334915755875,0
1400000US37195001300,1366.206758071456,2
1400000US37197050400,8511.391413578976,0
1400000US37157041200,1794.1178310232606,6
1400000US37157040602,5007.040091602789,0
1400000US37157040501,4283.8680927246605,1
1400000US37129010400,1384.2326956496336,40
1400000US37071033100,1002.822386698275,18
1400000US37157041300,4343.1522669802525,1
1400000US37159051902,7295.47449928817,0
1400000US37183052802,361.4679259204338,20
1400000US37183054111,4985.581199016355,1
1400000US37085070200,4134.533072194293,3
1400000US37183052701,326.95345789045325,32
1400000US37115010400,8089.052262033911,0
1400000US37115010700,5621.387093278936,0
1400000US37159051501,1516.7319069675182,8
1400000US37057060202,3793.0455939978583,3
1400000US37027031000,13225.670877066941,0
1400000US37063002021,2001.331649902165,16
1400000US37161960700,3121.6576113250812,5
1400000US37161960500,1195.9252819324622,5
1400000US37057061500,390.90676720712605,13
1400000US37057061600,1432.6846862168882,11
1400000US37067002601,1486.0747567046303,26
1400000US37081010800,870.1559813802926,57
1400000US37021002604,3857.814511567059,1
1400000US37021002607,2143.6693773685524,6
1400000US37067000801,360.84755019848865,34
1400000US37067000802,173.72288240647927,38
1400000US37057060301,4345.788906427725,1
1400000US37021003202,5191.139529687017,0
1400000US37021003203,3596.437346130133,1
1400000US37081012601,362.4871997506567,49
1400000US37089930703,3349.9832469937724,1
1400000US37183053512,629.7718335953048,20
1400000US37055970502,48507.33554178838,0
1400000US37035010502,3552.6768551391283,3
1400000US37035010402,1043.4028541853045,28
1400000US37035011102,2322.1324670619993,13
1400000US37035011402,6727.907134956963,0
1400000US37035011402,6727.907134956963,0
1400000US37035011504,2446.262076460477,1
1400000US37127011200,7986.1565389655325,0
1400000US37035011801,2264.7498686486138,1
1400000US37067003202,439.89708031016437,25
1400000US37005950200,3919.3527491779855,1
1400000US37019020404,6353.355255033488,0
1400000US37183052808,2432.4436503553893,4
1400000US37183052808,2432.4436503553893,4
1400000US37019020202,8821.573414975508,0
1400000US37081016408,2877.3550098763285,19
1400000US37081016503,222.04026102627208,47
1400000US37051002502,1039.9141248115745,4
1400000US37081016505,2561.520604049905,31
1400000US37111970901,7395.137655409564,0
1400000US37163970301,9543.099325725096,0
1400000US37067001300,472.43467031122145,36
1400000US37191000602,9672.824922176276,0
1400000US37191000601,2905.832987713643,3
1400000US37081017100,2356.6092948511896,1
1400000US37151031501,2369.4024817685186,4
1400000US37067004012,1737.3983873725988,8
1400000US37067003106,8318.306504782719,0
1400000US37057060900,1593.3753130208283,14
1400000US37057061400,359.43830966706383,8
1400000US37071033204,2523.884549085835,13
1400000US37071033303,1067.3919669088887,7
1400000US37123960401,3504.7915919757297,1
1400000US37089931300,809.2958991874716,9
1400000US37089930600,1113.3374816648156,12
1400000US37009970700,5190.924915816047,0
1400000US37103920200,18226.651089896182,0
1400000US37089931902,7061.7583288121505,0
1400000US37089931801,3172.643376314791,7
1400000US37083931000,13853.123029640947,0
1400000US37083930600,6326.553302731405,0
1400000US37081012609,1251.827726958866,32
1400000US37147000100,42.14976316068815,22
1400000US37179021009,2277.5629932736506,3
1400000US37179021006,2746.4688478568733,5
1400000US37179020601,862.155582564873,9
1400000US37081015902,2017.6029011710928,1
1400000US37105030501,4088.6852849381066,6
1400000US37195001500,6215.574042319836,0
1400000US37085071303,8618.70083913499,0
1400000US37085071303,8618.70083913499,0
1400000US37065020300,2065.019825768993,12
1400000US37065021000,2214.062060026326,4
1400000US37035011401,1537.3461338407394,10
1400000US37179020316,2120.115747120757,9
1400000US37119004304,84.94291001369915,42
1400000US37063001503,381.74396902364845,26
1400000US37119006213,4949.469276401588,1
1400000US37119005510,1216.851075440238,19
1400000US37071033305,2830.867631946445,5
1400000US37071030205,5997.123664960127,0
1400000US37175960600,10039.694186379435,0
1400000US37175960200,4270.680967533538,2
1400000US37019020204,7834.882139645466,0
1400000US37019020101,2979.3771881943117,1
1400000US37019020602,9359.117294429514,0
1400000US37019020506,4334.016623127741,1
1400000US37119005846,2098.2892135438365,5
1400000US37119980200,596.0892020007569,47
1400000US37081016101,325.15274741424236,42
1400000US37097061202,868.0724276226913,3
1400000US37031970102,19809.752697252465,0
1400000US37031970501,953.0781529038732,6
1400000US37167930801,2826.9073005987707,1
1400000US37065020800,8515.905851038846,0
1400000US37119005301,537.4924305490183,46
1400000US37081011101,372.4067391706385,34
1400000US37067003309,1641.9933423495045,15
1400000US37107011200,15917.007895826217,0
1400000US37107010400,769.8341907853951,7
1400000US37155960101,4178.742002884758,1
1400000US37147000601,115.62296589338885,16
1400000US37021002603,9845.540525002752,0
1400000US37031970704,7348.652395634382,0
1400000US37007920500,3959.622364857098,2
1400000US37021002701,1299.2288061186073,11
1400000US37179021014,706.689761147672,2
1400000US37019020510,938.027235038178,1
1400000US37119005615,1307.4363777779326,6
1400000US37119005521,1017.7524787058089,10
1400000US37119002906,1159.5454950876172,21
1400000US37007920600,10416.926842496641,0
1400000US37161961000,9125.621889663229,0
1400000US37125950501,5811.610521227069,0
1400000US37125950900,211.2323458841092,6
1400000US37125950301,6532.700278048925,0
1400000US37071032704,2189.563529220218,21
1400000US37071033203,1415.2776119590662,18
1400000US37109071102,2008.7557421985714,5
1400000US37109070300,3642.6193561789287,5
1400000US37085071401,5677.270507413136,0
1400000US37085070500,3009.5949983170804,4
1400000US37081016201,2295.9218199671586,14
1400000US37019020203,4999.238405795166,0
1400000US37071031202,1326.2954246232857,9
1400000US37119001702,876.9923162076581,40
1400000US37051003305,1926.509954095975,9
1400000US37145920500,9842.845449696608,0
1400000US37145920100,9941.901913359998,0
1400000US37145920300,3171.1894154269226,2
1400000US37051003401,2896.905894290161,6
1400000US37119002500,407.34227100971134,57
1400000US37051980200,3304.961491905123,4
1400000US37133002500,5422.216241578837,0
1400000US37139960200,1970.924998586012,8
1400000US37065021100,2424.957950550158,4
1400000US37119003903,1302.5969890053366,37
1400000US37191000901,3812.1279429318442,1
1400000US37191001000,13782.110918105313,0
1400000US37191001500,1797.1162108773253,8
1400000US37153970300,1164.1290441695232,2
1400000US37119001916,1152.7340020507693,13
1400000US37063001710,944.5220436583783,15
1400000US37147000701,169.21038601100483,20
1400000US37147000701,169.21038601100483,20
1400000US37133002202,1960.2277131043036,15
1400000US37119005843,946.801268311697,9
1400000US37165010500,4914.7960728932,1
1400000US37051003314,2011.5609447356596,3
1400000US37031970701,5452.603036812188,0
1400000US37049961302,5499.197742201861,0
1400000US37043950200,9763.448372557796,0
1400000US37183054105,1893.51338588519,15
1400000US37183054017,869.4147461031284,22
1400000US37119001910,1026.2227449627899,30
1400000US37119005845,1480.82927299795,7
1400000US37071031500,862.5112106222298,25
1400000US37051003404,3679.7784971523456,2
1400000US37107010300,1109.322795772727,7
1400000US37025042300,663.808880521659,13
1400000US37119006009,2051.2639849938746,8
1400000US37137950102,16180.135439623644,0
1400000US37181960300,2566.789206339001,3
1400000US37045950900,795.891454781608,12
1400000US37185950200,8917.901188794393,0
1400000US37125950802,2775.490435914212,2
1400000US37119005831,698.3930578284879,12
1400000US37081016203,3869.765931031355,10
1400000US37081016205,1694.4873522740377,24
1400000US37125951000,3075.450103921114,3
1400000US37055970501,14364.534745213654,0
1400000US37081014000,432.2089454983017,56
1400000US37085071301,12167.604111483797,0
1400000US37077970500,6448.786092467404,0
1400000US37189920800,6731.826994205386,0
1400000US37133000201,13433.046667378161,0
1400000US37133000302,12574.30684843677,0
1400000US37021000700,369.046892450619,30
1400000US37021001700,4333.134918604282,4
1400000US37021001700,4333.134918604282,4
1400000US37191000902,5134.693276445942,0
1400000US37191001302,330.1485978678456,13
1400000US37077970300,3050.8049428773443,3
1400000US37045950700,537.2020821998099,9
1400000US37183053713,1462.757323878809,15
1400000US37183053516,1416.39955002221,16
1400000US37183053604,1755.2735392496686,15
1400000US37151030201,823.5274300207404,11
1400000US37147001100,10353.172412069318,0
1400000US37119005829,507.3606822911105,18
1400000US37105030601,3408.11131705319,1
1400000US37085071203,3522.3078223764364,2
1400000US37085071203,3522.3078223764364,2
1400000US37085071102,11862.832596551312,0
1400000US37147002001,5406.355271330218,0
1400000US37085071402,6043.360140668399,0
1400000US37051001901,1664.989972291953,7
1400000US37085071001,9417.581796569175,0
1400000US37001020801,1257.6285096753093,25
1400000US37139960701,1894.270284147946,3
1400000US37001020802,582.8977219615722,26
1400000US37059080600,1137.2314779180813,3
1400000US37049960402,1112.533612413354,5
1400000US37125950601,3288.8576608958874,1
1400000US37151031601,1774.8060258598919,39
1400000US37109070600,14840.951346096286,0
1400000US37119006212,846.4303398210706,12
1400000US37179020702,6159.998084457907,0
1400000US37119006104,2062.9498340913374,21
1400000US37119006108,1473.2729841884843,16
1400000US37067000600,626.9727803859097,41
1400000US37133001700,372.5653635284336,23
1400000US37067004102,5157.178871824585,0
1400000US37063001603,3040.714002222791,3
1400000US37119006403,888.3141908916683,7
1400000US37041930102,6199.150512384992,0
1400000US37009970300,16613.844523888372,0
1400000US37001021300,10906.183350597534,0
1400000US37001020901,732.6487938003086,23
1400000US37001021400,8250.769727476856,0
1400000US37001021802,10845.88392482786,0
1400000US37077970601,6470.658163400455,0
1400000US37077970603,1805.5315285687025,6
1400000US37001021102,1471.8303001340028,8
1400000US37001021205,1259.5454627530146,7
1400000US37001021500,7867.594991812929,0
1400000US37121950300,2997.268363666005,2
1400000US37001021204,3273.3489860672066,3
1400000US37135010901,6348.934046424964,0
1400000US37135011204,3534.21392547967,1
1400000US37067004015,630.5303663239781,3
1400000US37025042603,2289.26851875879,12
1400000US37025041301,6966.784193015774,0
1400000US37025042401,1575.6778310994773,11
1400000US37129980100,1845.058210919054,24
1400000US37051980100,7949.930026283912,0
1400000US37139960502,2488.0915786987034,1
1400000US37081012704,1092.7758697650847,19
1400000US37193960600,727.4813372050661,11
1400000US37193961002,6318.494395531234,0
1400000US37193960801,7400.974425533204,0
1400000US37023020802,2851.319311681228,5
1400000US37023021000,4616.988656390539,2
1400000US37101040500,10775.248487331268,0
1400000US37025041601,3957.542984388559,1
1400000US37025041503,3432.544326957564,4
1400000US37193960200,14924.102199768155,0
1400000US37001021101,504.82614033874034,12
1400000US37051003205,3207.573355101259,4
1400000US37001022001,5209.415329994237,0
1400000US37001020601,1065.5310542683667,27
1400000US37051003302,1584.7187401492708,14
1400000US37183052809,3686.7990960109787,2
1400000US37183052904,3908.240600340337,1
1400000US37199960200,5789.492365047137,0
1400000US37183053416,1245.5787812189426,18
1400000US37067003600,2025.1372967261718,10
1400000US37027030300,1146.9406311433945,15
1400000US37071031800,884.4744442570739,21
1400000US37107010800,1911.1781912613362,7
1400000US37087920101,16241.370224255113,0
1400000US37087921301,10661.280279367984,0
1400000US37119001505,1336.3768882457834,27
1400000US37089931500,3058.1199058018383,4
1400000US37159051700,2255.2231708211884,2
1400000US37159051002,3364.156408969066,3
1400000US37159051202,1828.1292362085649,4
1400000US37151030400,1807.214024332844,13
1400000US37151030802,12519.476217450198,0
1400000US37189920701,7741.759260053727,0
1400000US37067001000,1294.451022821628,43
1400000US37089930701,4139.283686536811,2
1400000US37167930200,3729.078166147257,4
1400000US37025041100,2863.8447181856895,17
1400000US37025041303,1418.4706211493688,4
1400000US37053110102,23729.842667398607,0
1400000US37183051800,928.1977919479186,43
1400000US37183051900,1351.260493660613,41
1400000US37097060603,1661.7650396018125,5
1400000US37097060901,13316.033698564255,0
1400000US37021000500,1108.4870447600722,19
1400000US37021000500,1108.4870447600722,19
1400000US37051001700,1993.2994163479057,18
1400000US37051002001,260.3202331725362,24
1400000US37067004014,1035.2916927280469,6
1400000US37025041902,414.21909391553623,15
1400000US37049960102,7619.612549323556,0
1400000US37191001900,1109.6244306226301,12
1400000US37057061901,5829.3916725825875,0
1400000US37067003905,629.4415046125856,27
1400000US37067003906,1242.123313475771,25
1400000US37081015800,849.4489558091716,1
1400000US37081015100,9364.44486338756,0
1400000US37143920202,7694.864531394271,0
1400000US37085070401,5592.824630373299,0
1400000US37141920103,8248.854867756623,0
1400000US37155960501,4207.456764822753,1
1400000US37135011202,7237.988515997077,0
1400000US37183053009,2069.9669240740373,14
1400000US37089930300,3749.9738180412087,2
1400000US37089930800,1571.3626513359186,6
1400000US37189920300,2726.492806702009,1
1400000US37147000900,9346.314366925442,0
1400000US37147001500,8342.897123220358,0
1400000US37081012607,646.2270198003974,41
1400000US37141920402,6926.449412759199,0
1400000US37129012101,1337.495466916419,14
1400000US37063002025,873.6443370280317,35
1400000US37153970800,6807.250003844437,0
1400000US37129011200,829.6635265862941,26
1400000US37129011000,937.7896989171857,31
1400000US37097061601,827.9767043994611,13
1400000US37147001700,4283.6173631139645,1
1400000US37129012203,7482.094533131258,0
1400000US37073970300,10327.335346569374,0
1400000US37055970400,703.456687661945,2
1400000US37133001101,2694.700738521876,1
1400000US37159051502,4224.215070288261,5
1400000US37193960700,2134.971859101254,15
1400000US37193960300,5741.315153795339,0
1400000US37157040900,903.5985823208343,6
1400000US37045950302,3438.8988090414455,2
1400000US37149920104,910.2063099034278,1
1400000US37149920101,12070.458295832459,0
1400000US37025042604,795.6463919969609,8
1400000US37081014407,605.1362944230843,23
1400000US37159051201,2830.628925752282,4
1400000US37159051201,2830.628925752282,4
1400000US37151030801,5713.971121120116,0
1400000US37193961200,9046.1814035161,0
1400000US37183054208,1137.7642822738478,8
1400000US37097061408,5449.878830018202,0
1400000US37063001708,1993.8563293596283,15
1400000US37081012803,2364.380430526765,15
1400000US37037020500,14064.594574649844,0
1400000US37163970700,4036.2331670729177,5
1400000US37163970100,10669.1850736152,0
1400000US37157040200,3187.5078221215294,1
1400000US37023021301,5245.219251192314,0
1400000US37023020100,5718.087118200507,0
1400000US37021003205,10208.667920311202,0
1400000US37167930102,6208.474869313496,0
1400000US37129012104,3662.43446629306,5
1400000US37163970400,18471.125409386794,0
1400000US37163970400,18471.125409386794,0
1400000US37023020202,2604.7957310233287,4
1400000US37145920601,8007.891325559501,0
1400000US37067001500,257.49047451753717,24
1400000US37037020200,9157.948006025857,0
1400000US37189920200,10189.69280038052,0
1400000US37183053004,980.6308847321246,15
1400000US37017950400,1250.9019181087547,6
1400000US37003040100,8401.386388961784,0
1400000US37003040600,2413.213603205383,1
1400000US37183053202,2214.8581818429593,5
1400000US37183053420,1500.7295440470282,10
1400000US37183053207,3287.9039130210194,3
