n_obs,n_params,r2,adj_r2,aic,bic,f_statistic,f_pvalue,rmse,robust_cov_type
2169,9,0.8246275882819485,0.8239780608311409,3547.075215237361,3598.213408834803,1269.5808117988504,0.0,0.5458491271960361,HC1
